Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec)
"matrixMulKernel(matrix, matrix, matrix)",188430139635,37501617,170,25,1,12,21,1,21,0,0,,
"Memcpy DtoH [sync]",188467701924,1712801,,,,,,,,,,4151404,2423751504
"Memcpy HtoD [sync]",188472913510,900353,,,,,,,,,,2078756,2308823317
"Memcpy HtoD [sync]",188474688967,5506819,,,,,,,,,,8327276,1512175359
"matrixMulKernel(matrix, matrix, matrix)",188480424010,55484601,292,11,1,7,48,1,21,0,0,,
"Memcpy DtoH [sync]",188536001795,2116257,,,,,,,,,,4151404,1961672897
"Memcpy HtoD [sync]",188541561413,879425,,,,,,,,,,2078756,2363767234
"Memcpy HtoD [sync]",188543234502,4449794,,,,,,,,,,8327276,1871384607
"matrixMulKernel(matrix, matrix, matrix)",188548055912,44889205,227,16,1,9,32,1,21,0,0,,
"Memcpy DtoH [sync]",188593011581,1718496,,,,,,,,,,4151404,2415719326
"Memcpy HtoD [sync]",188598232287,882016,,,,,,,,,,2078756,2356823458
"Memcpy HtoD [sync]",188599993344,5069506,,,,,,,,,,8327276,1642620799
"matrixMulKernel(matrix, matrix, matrix)",188605321282,73131073,510,11,1,4,47,1,21,0,0,,
"Memcpy DtoH [sync]",188678510787,1393153,,,,,,,,,,4151404,2979862226
"Memcpy HtoD [sync]",188681924101,534656,,,,,,,,,,2078756,3888025197
"Memcpy HtoD [sync]",188683944262,5125474,,,,,,,,,,8327276,1624684077
"matrixMulKernel(matrix, matrix, matrix)",188689527144,33114863,89,26,1,23,20,1,21,0,0,,
"Memcpy DtoH [sync]",188722753688,2199585,,,,,,,,,,4151404,1887357842
"Memcpy HtoD [sync]",188728025914,832512,,,,,,,,,,2078756,2496968211
"Memcpy HtoD [sync]",188729574747,5134658,,,,,,,,,,8327276,1621778120
"matrixMulKernel(matrix, matrix, matrix)",188735078781,31644718,57,32,1,36,16,1,21,0,0,,
"Memcpy DtoH [sync]",188766791532,1445280,,,,,,,,,,4151404,2872387357
"Memcpy HtoD [sync]",188770242029,527584,,,,,,,,,,2078756,3940142233
"Memcpy HtoD [sync]",188771173613,3187042,,,,,,,,,,8327276,2612854176
"matrixMulKernel(matrix, matrix, matrix)",188774942639,46150101,204,51,1,10,10,1,21,0,0,,
"Memcpy DtoH [sync]",188821261092,1481313,,,,,,,,,,4151404,2802516416
"Memcpy HtoD [sync]",188824656390,520064,,,,,,,,,,2078756,3997115739
"Memcpy HtoD [sync]",188825595046,2709537,,,,,,,,,,8327276,3073320644
"matrixMulKernel(matrix, matrix, matrix)",188828704680,32907630,57,22,1,36,24,1,21,0,0,,
"Memcpy DtoH [sync]",188861895319,2177249,,,,,,,,,,4151404,1906719902
"Memcpy HtoD [sync]",188867242777,882752,,,,,,,,,,2078756,2354858442
"Memcpy HtoD [sync]",188868683514,4961186,,,,,,,,,,8327276,1678484942
"matrixMulKernel(matrix, matrix, matrix)",188873838236,36862417,170,29,1,12,18,1,21,0,0,,
"Memcpy DtoH [sync]",188910990477,1619297,,,,,,,,,,4151404,2563707584
"Memcpy HtoD [sync]",188914531630,542529,,,,,,,,,,2078756,3831603471
"Memcpy HtoD [sync]",188915468271,2742209,,,,,,,,,,8327276,3036703621
"matrixMulKernel(matrix, matrix, matrix)",188918539056,65769598,408,17,1,5,30,1,21,0,0,,
"Memcpy DtoH [sync]",188984401742,2039009,,,,,,,,,,4151404,2035991013
"Memcpy HtoD [sync]",188989569489,852352,,,,,,,,,,2078756,2438846861
"Memcpy HtoD [sync]",188991306289,4734594,,,,,,,,,,8327276,1758815222
"matrixMulKernel(matrix, matrix, matrix)",188996407284,36157648,120,12,1,17,45,1,21,0,0,,
"Memcpy DtoH [sync]",189032624836,1450081,,,,,,,,,,4151404,2862877315
"Memcpy HtoD [sync]",189037672998,911009,,,,,,,,,,2078756,2281817193
"Memcpy HtoD [sync]",189039479879,5463107,,,,,,,,,,8327276,1524274739
"matrixMulKernel(matrix, matrix, matrix)",189045380874,38612849,114,128,1,18,4,1,21,0,0,,
"Memcpy DtoH [sync]",189084145595,2383457,,,,,,,,,,4151404,1741757455
"Memcpy HtoD [sync]",189089107838,552608,,,,,,,,,,2078756,3761718976
"Memcpy HtoD [sync]",189090065822,2796673,,,,,,,,,,8327276,2977565128
"matrixMulKernel(matrix, matrix, matrix)",189093179103,33347920,102,25,1,20,21,1,21,0,0,,
"Memcpy DtoH [sync]",189126676463,2168705,,,,,,,,,,4151404,1914231765
"Memcpy HtoD [sync]",189131912945,549632,,,,,,,,,,2078756,3782086923
"Memcpy HtoD [sync]",189133426706,4935714,,,,,,,,,,8327276,1687147188
"matrixMulKernel(matrix, matrix, matrix)",189138734932,31367694,51,25,1,40,21,1,21,0,0,,
"Memcpy DtoH [sync]",189170211426,2230049,,,,,,,,,,4151404,1861575238
"Memcpy HtoD [sync]",189175647173,892896,,,,,,,,,,2078756,2328105400
"Memcpy HtoD [sync]",189177480390,3048257,,,,,,,,,,8327276,2731815591
"matrixMulKernel(matrix, matrix, matrix)",189181099687,98683405,292,170,1,7,3,1,21,0,0,,
"Memcpy DtoH [sync]",189279889172,1984097,,,,,,,,,,4151404,2092339235
"Memcpy HtoD [sync]",189284837654,864641,,,,,,,,,,2078756,2404183932
"Memcpy HtoD [sync]",189286526167,4993186,,,,,,,,,,8327276,1667727979
"matrixMulKernel(matrix, matrix, matrix)",189291840538,33487599,36,57,1,58,9,1,21,0,0,,
"Memcpy DtoH [sync]",189325371305,1343712,,,,,,,,,,4151404,3089504298
"Memcpy HtoD [sync]",189329415019,906304,,,,,,,,,,2078756,2293663053
"Memcpy HtoD [sync]",189331266987,5205955,,,,,,,,,,8327276,1599567418
"matrixMulKernel(matrix, matrix, matrix)",189336653070,31762318,34,51,1,60,10,1,21,0,0,,
"Memcpy DtoH [sync]",189368558204,2092641,,,,,,,,,,4151404,1983810887
"Memcpy HtoD [sync]",189373542335,687328,,,,,,,,,,2078756,3024401741
"Memcpy HtoD [sync]",189374928927,5019043,,,,,,,,,,8327276,1659136213
"matrixMulKernel(matrix, matrix, matrix)",189380274114,33428271,38,64,1,54,8,1,21,0,0,,
"Memcpy DtoH [sync]",189413742929,1322112,,,,,,,,,,4151404,3139979063
"Memcpy HtoD [sync]",189417385746,518689,,,,,,,,,,2078756,4007711750
"Memcpy HtoD [sync]",189418410227,3861954,,,,,,,,,,8327276,2156233865
"matrixMulKernel(matrix, matrix, matrix)",189422710581,33312335,76,43,1,27,12,1,21,0,0,,
"Memcpy DtoH [sync]",189456141252,2144129,,,,,,,,,,4151404,1936172683
"Memcpy HtoD [sync]",189461452390,842177,,,,,,,,,,2078756,2468312480
"Memcpy HtoD [sync]",189462998887,4761826,,,,,,,,,,8327276,1748756884
"matrixMulKernel(matrix, matrix, matrix)",189468086057,32256847,50,57,1,41,9,1,21,0,0,,
"Memcpy DtoH [sync]",189500396472,1338913,,,,,,,,,,4151404,3100577856
"Memcpy HtoD [sync]",189503924090,509664,,,,,,,,,,2078756,4078679286
"Memcpy HtoD [sync]",189504793626,2688865,,,,,,,,,,8327276,3096948340
"matrixMulKernel(matrix, matrix, matrix)",189508899932,40047410,170,9,1,12,58,1,21,0,0,,
"Memcpy DtoH [sync]",189549021518,1944961,,,,,,,,,,4151404,2134440741
"Memcpy HtoD [sync]",189554166544,872353,,,,,,,,,,2078756,2382929846
"Memcpy HtoD [sync]",189555778929,4850370,,,,,,,,,,8327276,1716833148
"matrixMulKernel(matrix, matrix, matrix)",189560688211,38763698,157,17,1,13,31,1,21,0,0,,
"Memcpy DtoH [sync]",189599514309,1408001,,,,,,,,,,4151404,2948438246
"Memcpy HtoD [sync]",189603737127,904480,,,,,,,,,,2078756,2298288519
"Memcpy HtoD [sync]",189605553768,5183234,,,,,,,,,,8327276,1606579212
"matrixMulKernel(matrix, matrix, matrix)",189611029290,38207570,136,9,1,15,62,1,21,0,0,,
"Memcpy DtoH [sync]",189649379932,2219169,,,,,,,,,,4151404,1870702051
"Memcpy HtoD [sync]",189654821854,678880,,,,,,,,,,2078756,3062037473
"Memcpy HtoD [sync]",189655866847,2725249,,,,,,,,,,8327276,3055601891
"matrixMulKernel(matrix, matrix, matrix)",189658887168,41810227,255,10,1,8,54,1,21,0,0,,
"Memcpy DtoH [sync]",189700848243,2253345,,,,,,,,,,4151404,1842329514
"Memcpy HtoD [sync]",189706131317,869441,,,,,,,,,,2078756,2390910941
"Memcpy HtoD [sync]",189707783446,4987522,,,,,,,,,,8327276,1669621908
"matrixMulKernel(matrix, matrix, matrix)",189713109785,47446165,227,21,1,9,25,1,21,0,0,,
"Memcpy DtoH [sync]",189760706862,2256001,,,,,,,,,,4151404,1840160531
"Memcpy HtoD [sync]",189766158225,610048,,,,,,,,,,2078756,3407528587
"Memcpy HtoD [sync]",189767670193,4772098,,,,,,,,,,8327276,1744992663
"matrixMulKernel(matrix, matrix, matrix)",189772832724,132491420,1020,14,1,2,37,1,21,0,0,,
"Memcpy DtoH [sync]",189905578768,2348929,,,,,,,,,,4151404,1767360358
"Memcpy HtoD [sync]",189910901874,870433,,,,,,,,,,2078756,2388186109
"Memcpy HtoD [sync]",189912424371,2670497,,,,,,,,,,8327276,3118249524
"matrixMulKernel(matrix, matrix, matrix)",189915325364,35089648,108,18,1,19,29,1,21,0,0,,
"Memcpy DtoH [sync]",189950589604,2170593,,,,,,,,,,4151404,1912566750
"Memcpy HtoD [sync]",189955864775,538112,,,,,,,,,,2078756,3863054531
"Memcpy HtoD [sync]",189957322759,4944803,,,,,,,,,,8327276,1684046058
"matrixMulKernel(matrix, matrix, matrix)",189962463786,33880399,93,43,1,22,12,1,21,0,0,,
"Memcpy DtoH [sync]",189996588217,2312385,,,,,,,,,,4151404,1795291009
"Memcpy HtoD [sync]",190001892635,560449,,,,,,,,,,2078756,3709090390
"Memcpy HtoD [sync]",190002875260,2728033,,,,,,,,,,8327276,3052483602
"matrixMulKernel(matrix, matrix, matrix)",190005939965,70012576,510,17,1,4,31,1,21,0,0,,
"Memcpy DtoH [sync]",190076062941,2248193,,,,,,,,,,4151404,1846551430
"Memcpy HtoD [sync]",190081517632,878816,,,,,,,,,,2078756,2365405272
"Memcpy HtoD [sync]",190083149792,4979427,,,,,,,,,,8327276,1672336194
"matrixMulKernel(matrix, matrix, matrix)",190088508035,31130894,51,57,1,40,9,1,21,0,0,,
"Memcpy DtoH [sync]",190119716177,1389761,,,,,,,,,,4151404,2987135198
"Memcpy HtoD [sync]",190123221778,520289,,,,,,,,,,2078756,3995387179
"Memcpy HtoD [sync]",190124222643,2689761,,,,,,,,,,8327276,3095916700
"matrixMulKernel(matrix, matrix, matrix)",190127648244,37344369,170,10,1,12,52,1,21,0,0,,
"Memcpy DtoH [sync]",190165198822,1960608,,,,,,,,,,4151404,2117406437
"Memcpy HtoD [sync]",190169021511,561345,,,,,,,,,,2078756,3703170064
"Memcpy HtoD [sync]",190170039624,3698593,,,,,,,,,,8327276,2251471302
"matrixMulKernel(matrix, matrix, matrix)",190173884297,32681871,53,20,1,39,26,1,21,0,0,,
"Memcpy DtoH [sync]",190206609496,1291201,,,,,,,,,,4151404,3215149306
"Memcpy HtoD [sync]",190209741722,514336,,,,,,,,,,2078756,4041630373
"Memcpy HtoD [sync]",190210675482,2595393,,,,,,,,,,8327276,3208483647
"matrixMulKernel(matrix, matrix, matrix)",190213774908,34257071,128,128,1,16,4,1,21,0,0,,
"Memcpy DtoH [sync]",190248099211,1760257,,,,,,,,,,4151404,2358407891
"Memcpy HtoD [sync]",190252103085,471744,,,,,,,,,,2078756,4406534052
"Memcpy HtoD [sync]",190253079917,3471458,,,,,,,,,,8327276,2398783450
"matrixMulKernel(matrix, matrix, matrix)",190256750799,43339668,186,30,1,11,17,1,21,0,0,,
"Memcpy DtoH [sync]",190300133251,1351232,,,,,,,,,,4151404,3072310306
"Memcpy HtoD [sync]",190303909156,530337,,,,,,,,,,2078756,3919688801
"Memcpy HtoD [sync]",190305393253,3870402,,,,,,,,,,8327276,2151527412
"matrixMulKernel(matrix, matrix, matrix)",190309424135,39978450,186,15,1,11,34,1,21,0,0,,
"Memcpy DtoH [sync]",190349479385,1904961,,,,,,,,,,4151404,2179259312
"Memcpy HtoD [sync]",190353249531,690240,,,,,,,,,,2078756,3011642327
"Memcpy HtoD [sync]",190354316027,2574849,,,,,,,,,,8327276,3234083241
"matrixMulKernel(matrix, matrix, matrix)",190357350397,29541805,128,34,1,16,15,1,21,0,0,,
"Memcpy DtoH [sync]",190386936362,1359937,,,,,,,,,,4151404,3052644350
"Memcpy HtoD [sync]",190390718668,767744,,,,,,,,,,2078756,2707616080
"Memcpy HtoD [sync]",190391981996,4155906,,,,,,,,,,8327276,2003720969
"matrixMulKernel(matrix, matrix, matrix)",190396391950,34124656,93,13,1,22,42,1,21,0,0,,
"Memcpy DtoH [sync]",190430569086,1645921,,,,,,,,,,4151404,2522237701
"Memcpy HtoD [sync]",190434187807,704097,,,,,,,,,,2078756,2952371619
"Memcpy HtoD [sync]",190435336640,3751906,,,,,,,,,,8327276,2219478846
"matrixMulKernel(matrix, matrix, matrix)",190439310242,32663023,41,73,1,50,7,1,21,0,0,,
"Memcpy DtoH [sync]",190472012145,1286240,,,,,,,,,,4151404,3227550068
"Memcpy HtoD [sync]",190476123026,735425,,,,,,,,,,2078756,2826605024
"Memcpy HtoD [sync]",190477347731,4124866,,,,,,,,,,8327276,2018799156
"matrixMulKernel(matrix, matrix, matrix)",190481568149,67491743,408,11,1,5,48,1,21,0,0,,
"Memcpy DtoH [sync]",190549273908,1929153,,,,,,,,,,4151404,2151930925
"Memcpy HtoD [sync]",190553126101,686689,,,,,,,,,,2078756,3027216105
"Memcpy HtoD [sync]",190554274166,3717666,,,,,,,,,,8327276,2239920423
"matrixMulKernel(matrix, matrix, matrix)",190558218360,51438711,292,8,1,7,64,1,21,0,0,,
"Memcpy DtoH [sync]",190609702895,1872001,,,,,,,,,,4151404,2217629157
"Memcpy HtoD [sync]",190613413969,682720,,,,,,,,,,2078756,3044814858
"Memcpy HtoD [sync]",190614723985,2435585,,,,,,,,,,8327276,3419004469
"matrixMulKernel(matrix, matrix, matrix)",190617572659,34110063,66,255,1,31,2,1,21,0,0,,
"Memcpy DtoH [sync]",190651858306,1807329,,,,,,,,,,4151404,2296983006
"Memcpy HtoD [sync]",190656103076,737728,,,,,,,,,,2078756,2817781079
"Memcpy HtoD [sync]",190657254757,3451841,,,,,,,,,,8327276,2412415867
"matrixMulKernel(matrix, matrix, matrix)",190660935398,33944400,114,14,1,18,37,1,21,0,0,,
"Memcpy DtoH [sync]",190695098838,2023297,,,,,,,,,,4151404,2051801589
"Memcpy HtoD [sync]",190698972344,586848,,,,,,,,,,2078756,3542239216
"Memcpy HtoD [sync]",190699951768,2703457,,,,,,,,,,8327276,3080232457
"matrixMulKernel(matrix, matrix, matrix)",190703090649,32900463,82,19,1,25,28,1,21,0,0,,
"Memcpy DtoH [sync]",190736047112,1808481,,,,,,,,,,4151404,2295519831
"Memcpy HtoD [sync]",190740286026,721249,,,,,,,,,,2078756,2882161361
"Memcpy HtoD [sync]",190741422123,3458689,,,,,,,,,,8327276,2407639426
"matrixMulKernel(matrix, matrix, matrix)",190745097740,56111994,340,13,1,6,40,1,21,0,0,,
"Memcpy DtoH [sync]",190801376134,1935265,,,,,,,,,,4151404,2145134645
"Memcpy HtoD [sync]",190805390888,682592,,,,,,,,,,2078756,3045385823
"Memcpy HtoD [sync]",190806601032,3868866,,,,,,,,,,8327276,2152381602
"matrixMulKernel(matrix, matrix, matrix)",190810558314,35270064,49,102,1,42,5,1,21,0,0,,
"Memcpy DtoH [sync]",190845879002,1298241,,,,,,,,,,4151404,3197714445
"Memcpy HtoD [sync]",190849581404,682944,,,,,,,,,,2078756,3043816184
"Memcpy HtoD [sync]",190850755932,4185698,,,,,,,,,,8327276,1989459344
"matrixMulKernel(matrix, matrix, matrix)",190855053022,31855823,68,24,1,30,22,1,21,0,0,,
"Memcpy DtoH [sync]",190886960173,1950561,,,,,,,,,,4151404,2128312828
"Memcpy HtoD [sync]",190890830607,609056,,,,,,,,,,2078756,3413078600
"Memcpy HtoD [sync]",190892099183,3813762,,,,,,,,,,8327276,2183480773
"matrixMulKernel(matrix, matrix, matrix)",190896159601,53824984,292,32,1,7,16,1,21,0,0,,
"Memcpy DtoH [sync]",190950131369,1928961,,,,,,,,,,4151404,2152145118
"Memcpy HtoD [sync]",190953915179,684736,,,,,,,,,,2078756,3035850313
"Memcpy HtoD [sync]",190955229676,2584001,,,,,,,,,,8327276,3222628783
"matrixMulKernel(matrix, matrix, matrix)",190958105389,28996237,32,47,1,64,11,1,21,0,0,,
"Memcpy DtoH [sync]",190987142906,1482081,,,,,,,,,,4151404,2801064179
"Memcpy HtoD [sync]",190991547548,757857,,,,,,,,,,2078756,2742939631
"Memcpy HtoD [sync]",190993157181,3867650,,,,,,,,,,8327276,2153058317
"matrixMulKernel(matrix, matrix, matrix)",190997368543,38413905,34,102,1,60,5,1,21,0,0,,
"Memcpy DtoH [sync]",191035828592,1908097,,,,,,,,,,4151404,2175677651
"Memcpy HtoD [sync]",191039580594,605216,,,,,,,,,,2078756,3434734045
"Memcpy HtoD [sync]",191040620818,2593154,,,,,,,,,,8327276,3211253940
"matrixMulKernel(matrix, matrix, matrix)",191043626324,33297903,59,20,1,35,26,1,21,0,0,,
"Memcpy DtoH [sync]",191076974147,1802785,,,,,,,,,,4151404,2302772654
"Memcpy HtoD [sync]",191081199973,732256,,,,,,,,,,2078756,2838837783
"Memcpy HtoD [sync]",191082448293,3433058,,,,,,,,,,8327276,2425614714
"matrixMulKernel(matrix, matrix, matrix)",191086048583,56838042,340,34,1,6,15,1,21,0,0,,
"Memcpy DtoH [sync]",191142934433,1855681,,,,,,,,,,4151404,2237132351
"Memcpy HtoD [sync]",191146765507,675776,,,,,,,,,,2078756,3076102140
"Memcpy HtoD [sync]",191148091811,3508258,,,,,,,,,,8327276,2373621324
"matrixMulKernel(matrix, matrix, matrix)",191151818853,113403539,680,23,1,3,23,1,21,0,0,,
"Memcpy DtoH [sync]",191265261880,1297921,,,,,,,,,,4151404,3198502836
"Memcpy HtoD [sync]",191269692762,735265,,,,,,,,,,2078756,2827220117
"Memcpy HtoD [sync]",191270915291,4144802,,,,,,,,,,8327276,2009088974
"matrixMulKernel(matrix, matrix, matrix)",191275127965,150235652,1020,19,1,2,28,1,21,0,0,,
"Memcpy DtoH [sync]",191425464001,1934593,,,,,,,,,,4151404,2145879779
"Memcpy HtoD [sync]",191429274307,694272,,,,,,,,,,2078756,2994152147
"Memcpy HtoD [sync]",191430433891,2983138,,,,,,,,,,8327276,2791448468
"matrixMulKernel(matrix, matrix, matrix)",191433717061,35805552,120,11,1,17,48,1,21,0,0,,
"Memcpy DtoH [sync]",191469580245,1840545,,,,,,,,,,4151404,2255529747
"Memcpy HtoD [sync]",191473944055,395616,,,,,,,,,,2078756,5254479090
"Memcpy HtoD [sync]",191475084823,3399202,,,,,,,,,,8327276,2449773799
"matrixMulKernel(matrix, matrix, matrix)",191478714809,34205296,66,255,1,31,2,1,21,0,0,,
"Memcpy DtoH [sync]",191513025001,1946528,,,,,,,,,,4151404,2132722467
"Memcpy HtoD [sync]",191516871146,698145,,,,,,,,,,2078756,2977541914
"Memcpy HtoD [sync]",191518035371,2954721,,,,,,,,,,8327276,2818295196
"matrixMulKernel(matrix, matrix, matrix)",191521308204,36731537,120,17,1,17,30,1,21,0,0,,
"Memcpy DtoH [sync]",191558390557,1851393,,,,,,,,,,4151404,2242313760
"Memcpy HtoD [sync]",191562413343,728160,,,,,,,,,,2078756,2854806635
"Memcpy HtoD [sync]",191563910656,3372833,,,,,,,,,,8327276,2468926270
"matrixMulKernel(matrix, matrix, matrix)",191567511393,30287310,43,34,1,48,15,1,21,0,0,,
"Memcpy DtoH [sync]",191597937135,1965249,,,,,,,,,,4151404,2112406112
"Memcpy HtoD [sync]",191602172209,738944,,,,,,,,,,2078756,2813144162
"Memcpy HtoD [sync]",191603379378,3797953,,,,,,,,,,8327276,2192569523
"matrixMulKernel(matrix, matrix, matrix)",191607413939,383529742,2039,12,1,1,43,1,21,0,0,,
"Memcpy DtoH [sync]",191990988641,1971649,,,,,,,,,,4151404,2105549212
"Memcpy HtoD [sync]",191994915939,535392,,,,,,,,,,2078756,3882680353
"Memcpy HtoD [sync]",191995898628,2732705,,,,,,,,,,8327276,3047264889
"matrixMulKernel(matrix, matrix, matrix)",191999093285,35118992,108,15,1,19,36,1,21,0,0,,
"Memcpy DtoH [sync]",192034258997,2258305,,,,,,,,,,4151404,1838283137
"Memcpy HtoD [sync]",192038719863,618336,,,,,,,,,,2078756,3361855043
"Memcpy HtoD [sync]",192039796791,3666882,,,,,,,,,,8327276,2270941906
"matrixMulKernel(matrix, matrix, matrix)",192043697465,65186238,408,22,1,5,24,1,21,0,0,,
"Memcpy DtoH [sync]",192108932183,1343008,,,,,,,,,,4151404,3091123805
"Memcpy HtoD [sync]",192112552728,520801,,,,,,,,,,2078756,3991459309
"Memcpy HtoD [sync]",192113552217,3393825,,,,,,,,,,8327276,2453655094
"matrixMulKernel(matrix, matrix, matrix)",192117155931,32326446,41,73,1,50,7,1,21,0,0,,
"Memcpy DtoH [sync]",192149531593,1532961,,,,,,,,,,4151404,2708094987
"Memcpy HtoD [sync]",192153083083,695616,,,,,,,,,,2078756,2988367145
"Memcpy HtoD [sync]",192154461483,3463010,,,,,,,,,,8327276,2404635273
"matrixMulKernel(matrix, matrix, matrix)",192158151405,32438223,73,15,1,28,35,1,21,0,0,,
"Memcpy DtoH [sync]",192190756316,1928641,,,,,,,,,,4151404,2152502202
"Memcpy HtoD [sync]",192194731742,541760,,,,,,,,,,2078756,3837042232
"Memcpy HtoD [sync]",192195751582,2724897,,,,,,,,,,8327276,3055996611
"matrixMulKernel(matrix, matrix, matrix)",192198881184,131971867,1020,12,1,2,43,1,21,0,0,,
"Memcpy DtoH [sync]",192330901275,1951233,,,,,,,,,,4151404,2127579843
"Memcpy HtoD [sync]",192334607485,524992,,,,,,,,,,2078756,3959595574
"Memcpy HtoD [sync]",192335593822,2603873,,,,,,,,,,8327276,3198034619
"matrixMulKernel(matrix, matrix, matrix)",192338594271,231280137,1020,29,1,2,18,1,21,0,0,,
"Memcpy DtoH [sync]",192570107848,1884257,,,,,,,,,,4151404,2203204764
"Memcpy HtoD [sync]",192574285642,569440,,,,,,,,,,2078756,3650526833
"Memcpy HtoD [sync]",192575337450,3788706,,,,,,,,,,8327276,2197920873
"matrixMulKernel(matrix, matrix, matrix)",192579263756,32579599,79,26,1,26,20,1,21,0,0,,
"Memcpy DtoH [sync]",192611982363,1933665,,,,,,,,,,4151404,2146909624
"Memcpy HtoD [sync]",192615785821,688096,,,,,,,,,,2078756,3021026135
"Memcpy HtoD [sync]",192616848285,2582625,,,,,,,,,,8327276,3224345772
"matrixMulKernel(matrix, matrix, matrix)",192619854334,35216400,120,10,1,17,56,1,21,0,0,,
"Memcpy DtoH [sync]",192655281422,1909185,,,,,,,,,,4151404,2174437783
"Memcpy HtoD [sync]",192659331344,522881,,,,,,,,,,2078756,3975581442
"Memcpy HtoD [sync]",192660311057,3735553,,,,,,,,,,8327276,2229194981
"matrixMulKernel(matrix, matrix, matrix)",192664255987,34078543,98,11,1,21,47,1,21,0,0,,
"Memcpy DtoH [sync]",192698381026,1982689,,,,,,,,,,4151404,2093825103
"Memcpy HtoD [sync]",192702506052,530176,,,,,,,,,,2078756,3920879104
"Memcpy HtoD [sync]",192703510084,2759490,,,,,,,,,,8327276,3017686601
"matrixMulKernel(matrix, matrix, matrix)",192706731366,37356305,170,40,1,12,13,1,21,0,0,,
"Memcpy DtoH [sync]",192744141207,1880737,,,,,,,,,,4151404,2207328297
"Memcpy HtoD [sync]",192747858488,662305,,,,,,,,,,2078756,3138668740
"Memcpy HtoD [sync]",192748962009,3457666,,,,,,,,,,8327276,2408351760
"matrixMulKernel(matrix, matrix, matrix)",192752652443,32902991,40,43,1,51,12,1,21,0,0,,
"Memcpy DtoH [sync]",192785602154,1296064,,,,,,,,,,4151404,3203085650
"Memcpy HtoD [sync]",192788747691,511648,,,,,,,,,,2078756,4062863531
"Memcpy HtoD [sync]",192789748299,2565378,,,,,,,,,,8327276,3246023003
"matrixMulKernel(matrix, matrix, matrix)",192792671085,33901711,38,102,1,55,5,1,21,0,0,,
"Memcpy DtoH [sync]",192826624380,1439169,,,,,,,,,,4151404,2884584089
"Memcpy HtoD [sync]",192830240414,678080,,,,,,,,,,2078756,3065650070
"Memcpy HtoD [sync]",192831370110,3652898,,,,,,,,,,8327276,2279635511
"matrixMulKernel(matrix, matrix, matrix)",192835226240,31964079,73,16,1,28,33,1,21,0,0,,
"Memcpy DtoH [sync]",192867233999,1860736,,,,,,,,,,4151404,2231054808
"Memcpy HtoD [sync]",192871040144,512993,,,,,,,,,,2078756,4052211238
"Memcpy HtoD [sync]",192872023281,2599009,,,,,,,,,,8327276,3204019685
"matrixMulKernel(matrix, matrix, matrix)",192875043634,156151431,1020,57,1,2,9,1,21,0,0,,
"Memcpy DtoH [sync]",193031369241,1916609,,,,,,,,,,4151404,2166015081
"Memcpy HtoD [sync]",193035271297,511680,,,,,,,,,,2078756,4062609443
"Memcpy HtoD [sync]",193036237666,2597281,,,,,,,,,,8327276,3206151355
"matrixMulKernel(matrix, matrix, matrix)",193039237091,72436387,408,15,1,5,35,1,21,0,0,,
"Memcpy DtoH [sync]",193111734918,1651137,,,,,,,,,,4151404,2514269863
"Memcpy HtoD [sync]",193115418184,668481,,,,,,,,,,2078756,3109671030
"Memcpy HtoD [sync]",193116541001,3855746,,,,,,,,,,8327276,2159705540
"matrixMulKernel(matrix, matrix, matrix)",193120834315,83557737,408,16,1,5,33,1,21,0,0,,
"Memcpy DtoH [sync]",193204442644,2297313,,,,,,,,,,4151404,1807069389
"Memcpy HtoD [sync]",193208742230,597504,,,,,,,,,,2078756,3479066248
"Memcpy HtoD [sync]",193209894230,3944130,,,,,,,,,,8327276,2111308704
"matrixMulKernel(matrix, matrix, matrix)",193214018585,31760303,37,85,1,56,6,1,21,0,0,,
"Memcpy DtoH [sync]",193245824008,1889761,,,,,,,,,,4151404,2196787847
"Memcpy HtoD [sync]",193249620906,682784,,,,,,,,,,2078756,3044529455
"Memcpy HtoD [sync]",193250770571,2826465,,,,,,,,,,8327276,2946180476
"matrixMulKernel(matrix, matrix, matrix)",193254371340,40158388,186,9,1,11,57,1,21,0,0,,
"Memcpy DtoH [sync]",193294594016,1965505,,,,,,,,,,4151404,2112130979
"Memcpy HtoD [sync]",193298420322,677504,,,,,,,,,,2078756,3068256423
"Memcpy HtoD [sync]",193299554210,3831074,,,,,,,,,,8327276,2173613978
"matrixMulKernel(matrix, matrix, matrix)",193303554116,31290032,85,15,1,24,36,1,21,0,0,,
"Memcpy DtoH [sync]",193334888596,1294784,,,,,,,,,,4151404,3206252162
"Memcpy HtoD [sync]",193338245109,529089,,,,,,,,,,2078756,3928934451
"Memcpy HtoD [sync]",193339268278,2599681,,,,,,,,,,8327276,3203191468
"matrixMulKernel(matrix, matrix, matrix)",193342757400,37070962,170,13,1,12,40,1,21,0,0,,
"Memcpy DtoH [sync]",193379955114,2237857,,,,,,,,,,4151404,1855080105
"Memcpy HtoD [sync]",193385461260,675041,,,,,,,,,,2078756,3079451470
"Memcpy HtoD [sync]",193386853901,4902210,,,,,,,,,,8327276,1698677943
"matrixMulKernel(matrix, matrix, matrix)",193392138768,34205552,76,16,1,27,32,1,21,0,0,,
