Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Global Memory Load Efficiency(%),Achieved Occupancy,Global Memory Store Efficiency(%)
"matrixMulKernel(matrix, matrix, matrix)",23304296042,121575005,64,255,1,32,2,1,21,0,0,136.009,0.992,82.002
"matrixMulKernel(matrix, matrix, matrix)",23428606045,94200235,64,20,1,32,26,1,21,0,0,136.009,0.936,82.002
"matrixMulKernel(matrix, matrix, matrix)",23525406465,103756998,64,25,1,32,21,1,21,0,0,136.009,0.928,82.002
"matrixMulKernel(matrix, matrix, matrix)",23631758816,94494499,64,22,1,32,24,1,21,0,0,136.009,0.934,82.002
"matrixMulKernel(matrix, matrix, matrix)",23728838268,94636416,64,21,1,32,25,1,21,0,0,136.009,0.931,82.002
"matrixMulKernel(matrix, matrix, matrix)",23826043957,93325796,64,30,1,32,17,1,21,0,0,136.009,0.869,82.002
"matrixMulKernel(matrix, matrix, matrix)",23921976017,121280070,64,255,1,32,2,1,21,0,0,136.009,0.806,82.002
"matrixMulKernel(matrix, matrix, matrix)",24045836753,95108850,64,37,1,32,14,1,21,0,0,136.009,0.679,82.002
"matrixMulKernel(matrix, matrix, matrix)",24143517789,98373369,64,57,1,32,9,1,21,0,0,136.009,0.876,82.002
"matrixMulKernel(matrix, matrix, matrix)",24244449392,99954510,64,27,1,32,19,1,21,0,0,136.009,0.828,82.002
"matrixMulKernel(matrix, matrix, matrix)",24346973207,96611882,64,19,1,32,28,1,21,0,0,136.009,0.876,82.002
"matrixMulKernel(matrix, matrix, matrix)",24446306038,98802670,64,43,1,32,12,1,21,0,0,136.009,0.931,82.002
"matrixMulKernel(matrix, matrix, matrix)",24547781723,99964813,64,27,1,32,19,1,21,0,0,136.009,0.868,82.002
"matrixMulKernel(matrix, matrix, matrix)",24650366816,96765126,64,19,1,32,28,1,21,0,0,136.009,0.959,82.002
"matrixMulKernel(matrix, matrix, matrix)",24749747102,99309344,64,26,1,32,20,1,21,0,0,136.009,0.966,82.002
"matrixMulKernel(matrix, matrix, matrix)",24851623031,96596394,64,29,1,32,18,1,21,0,0,136.009,0.5,82.002
"matrixMulKernel(matrix, matrix, matrix)",24950815098,95714658,64,23,1,32,23,1,21,0,0,136.009,0.794,82.002
"matrixMulKernel(matrix, matrix, matrix)",25049095702,97011550,64,85,1,32,6,1,21,0,0,136.009,0.876,82.002
"matrixMulKernel(matrix, matrix, matrix)",25148662574,97764042,64,57,1,32,9,1,21,0,0,136.009,0.847,82.002
"matrixMulKernel(matrix, matrix, matrix)",25249009938,94216907,64,20,1,32,26,1,21,0,0,136.009,0.934,82.002
"matrixMulKernel(matrix, matrix, matrix)",25345808052,99086607,64,34,1,32,15,1,21,0,0,136.009,0.935,82.002
"matrixMulKernel(matrix, matrix, matrix)",25447525050,96950474,64,85,1,32,6,1,21,0,0,136.009,0.934,82.002
"matrixMulKernel(matrix, matrix, matrix)",25547101435,92395464,64,40,1,32,13,1,21,0,0,136.009,0.868,82.002
"matrixMulKernel(matrix, matrix, matrix)",25642054268,99583009,64,17,1,32,30,1,21,0,0,136.009,0.794,82.002
"matrixMulKernel(matrix, matrix, matrix)",25744186743,99382439,64,26,1,32,20,1,21,0,0,136.009,0.741,82.002
"matrixMulKernel(matrix, matrix, matrix)",25846139095,99457092,64,17,1,32,30,1,21,0,0,136.009,0.847,82.002
"matrixMulKernel(matrix, matrix, matrix)",25948149877,99971350,64,27,1,32,19,1,21,0,0,136.009,0.869,82.002
"matrixMulKernel(matrix, matrix, matrix)",26050771586,228251678,64,509,1,32,1,1,21,0,0,136.009,0.929,82.002
"matrixMulKernel(matrix, matrix, matrix)",26281746645,98734617,64,43,1,32,12,1,21,0,0,136.009,0.99,82.002
"matrixMulKernel(matrix, matrix, matrix)",26383094182,98350787,64,51,1,32,10,1,21,0,0,136.009,0.966,82.002
"matrixMulKernel(matrix, matrix, matrix)",26484033921,98250694,64,24,1,32,22,1,21,0,0,136.009,0.936,82.002
"matrixMulKernel(matrix, matrix, matrix)",26584921310,99963863,64,27,1,32,19,1,21,0,0,136.009,0.827,82.002
"matrixMulKernel(matrix, matrix, matrix)",26687481293,98759832,64,43,1,32,12,1,21,0,0,136.009,0.919,82.002
"matrixMulKernel(matrix, matrix, matrix)",26788813310,94182198,64,20,1,32,26,1,21,0,0,136.009,0.881,82.002
"matrixMulKernel(matrix, matrix, matrix)",26885574669,98683354,64,102,1,32,5,1,21,0,0,136.009,0.859,82.002
"matrixMulKernel(matrix, matrix, matrix)",26986912445,103774510,64,25,1,32,21,1,21,0,0,136.009,0.847,82.002
"matrixMulKernel(matrix, matrix, matrix)",27093292483,99339815,64,26,1,32,20,1,21,0,0,136.009,0.868,82.002
"matrixMulKernel(matrix, matrix, matrix)",27195409502,98074922,64,51,1,32,10,1,21,0,0,136.009,0.859,82.002
"matrixMulKernel(matrix, matrix, matrix)",27296274363,95114845,64,37,1,32,14,1,21,0,0,136.009,0.709,82.002
"matrixMulKernel(matrix, matrix, matrix)",27394062702,92427111,64,40,1,32,13,1,21,0,0,136.009,0.859,82.002
