Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec)
"matrixMulKernel(matrix, matrix, matrix)",127607255360,33705068,29,68,1,18,30,1,21,0,0,,
"Memcpy DtoH [sync]",127640992748,1403200,,,,,,,,,,4151404,2958526225
"Memcpy HtoD [sync]",127644075117,3012097,,,,,,,,,,8327276,2764610834
"Memcpy HtoD [sync]",127647622446,570528,,,,,,,,,,2078756,3643565258
"matrixMulKernel(matrix, matrix, matrix)",127648221038,30646283,19,114,1,28,18,1,21,0,0,,
"Memcpy DtoH [sync]",127678900665,1394816,,,,,,,,,,4151404,2976309420
"Memcpy HtoD [sync]",127681909082,2765633,,,,,,,,,,8327276,3010983742
"Memcpy HtoD [sync]",127685209531,549600,,,,,,,,,,2078756,3782307132
"matrixMulKernel(matrix, matrix, matrix)",127685785595,29864203,10,227,1,56,9,1,21,0,0,,
"Memcpy DtoH [sync]",127715682854,1400128,,,,,,,,,,4151404,2965017484
"Memcpy HtoD [sync]",127718685127,2790081,,,,,,,,,,8327276,2984600088
"Memcpy HtoD [sync]",127721985096,550720,,,,,,,,,,2078756,3774615049
"matrixMulKernel(matrix, matrix, matrix)",127722577256,36723053,43,255,1,12,8,1,21,0,0,,
"Memcpy DtoH [sync]",127759343285,1442241,,,,,,,,,,4151404,2878439872
"Memcpy HtoD [sync]",127762441270,2861345,,,,,,,,,,8327276,2910266325
"Memcpy HtoD [sync]",127765832823,549665,,,,,,,,,,2078756,3781859860
"matrixMulKernel(matrix, matrix, matrix)",127766433848,31426699,16,146,1,33,14,1,21,0,0,,
"Memcpy DtoH [sync]",127797892515,1396160,,,,,,,,,,4151404,2973444304
"Memcpy HtoD [sync]",127800902340,2765121,,,,,,,,,,8327276,3011541267
"Memcpy HtoD [sync]",127804191077,549984,,,,,,,,,,2078756,3779666317
"matrixMulKernel(matrix, matrix, matrix)",127804798277,47580401,57,255,1,9,8,1,21,0,0,,
"Memcpy DtoH [sync]",127852411670,1512448,,,,,,,,,,4151404,2744824284
"Memcpy HtoD [sync]",127855567927,2907969,,,,,,,,,,8327276,2863605492
"Memcpy HtoD [sync]",127859003960,586048,,,,,,,,,,2078756,3547074642
"matrixMulKernel(matrix, matrix, matrix)",127859614456,31282795,19,255,1,28,8,1,21,0,0,,
"Memcpy DtoH [sync]",127890929475,1392673,,,,,,,,,,4151404,2980889268
"Memcpy HtoD [sync]",127893930692,2763393,,,,,,,,,,8327276,3013424438
"Memcpy HtoD [sync]",127897224102,550080,,,,,,,,,,2078756,3779006689
"matrixMulKernel(matrix, matrix, matrix)",127897799110,31692235,13,170,1,42,12,1,21,0,0,,
"Memcpy DtoH [sync]",127929523633,1390624,,,,,,,,,,4151404,2985281427
"Memcpy HtoD [sync]",127932521266,2792065,,,,,,,,,,8327276,2982479276
"Memcpy HtoD [sync]",127935825427,550624,,,,,,,,,,2078756,3775273144
"matrixMulKernel(matrix, matrix, matrix)",127936400115,32913740,9,170,1,61,12,1,21,0,0,,
"Memcpy DtoH [sync]",127969346495,1397856,,,,,,,,,,4151404,2969836664
"Memcpy HtoD [sync]",127972347936,2776097,,,,,,,,,,8327276,2999634378
"Memcpy HtoD [sync]",127975634049,551584,,,,,,,,,,2078756,3768702500
"matrixMulKernel(matrix, matrix, matrix)",127976216929,40788079,51,40,1,10,52,1,21,0,0,,
"Memcpy DtoH [sync]",128017037200,1394656,,,,,,,,,,4151404,2976650873
"Memcpy HtoD [sync]",128020041297,2779393,,,,,,,,,,8327276,2996077201
"Memcpy HtoD [sync]",128023335250,551424,,,,,,,,,,2078756,3769796019
"matrixMulKernel(matrix, matrix, matrix)",128023914674,32332459,21,64,1,25,32,1,21,0,0,,
"Memcpy DtoH [sync]",128056280829,1491585,,,,,,,,,,4151404,2783216511
"Memcpy HtoD [sync]",128059398367,2908801,,,,,,,,,,8327276,2862786419
"Memcpy HtoD [sync]",128062822304,560384,,,,,,,,,,2078756,3709520614
"matrixMulKernel(matrix, matrix, matrix)",128063406720,84301470,102,408,1,5,5,1,21,0,0,,
"Memcpy DtoH [sync]",128147749406,1484480,,,,,,,,,,4151404,2796537508
"Memcpy HtoD [sync]",128150889119,3061665,,,,,,,,,,8327276,2719852106
"Memcpy HtoD [sync]",128154479904,586688,,,,,,,,,,2078756,3543205247
"matrixMulKernel(matrix, matrix, matrix)",128155106528,62870134,102,43,1,5,48,1,21,0,0,,
"Memcpy DtoH [sync]",128218008374,1396129,,,,,,,,,,4151404,2973510327
"Memcpy HtoD [sync]",128221029399,2767681,,,,,,,,,,8327276,3008755705
"Memcpy HtoD [sync]",128224312152,572513,,,,,,,,,,2078756,3630932398
"matrixMulKernel(matrix, matrix, matrix)",128224910041,36244460,9,408,1,61,5,1,21,0,0,,
"Memcpy DtoH [sync]",128261186693,1423233,,,,,,,,,,4151404,2916882899
"Memcpy HtoD [sync]",128264289671,2888929,,,,,,,,,,8327276,2882478593
"Memcpy HtoD [sync]",128267704584,556352,,,,,,,,,,2078756,3736404290
"matrixMulKernel(matrix, matrix, matrix)",128268299016,40972174,40,62,1,13,33,1,21,0,0,,
"Memcpy DtoH [sync]",128309303670,1395585,,,,,,,,,,4151404,2974669403
"Memcpy HtoD [sync]",128312307479,2776929,,,,,,,,,,8327276,2998735653
"Memcpy HtoD [sync]",128315597945,550784,,,,,,,,,,2078756,3774176446
"matrixMulKernel(matrix, matrix, matrix)",128316174041,57497492,85,68,1,6,30,1,21,0,0,,
"Memcpy DtoH [sync]",128373710445,1393248,,,,,,,,,,4151404,2979659041
"Memcpy HtoD [sync]",128376795694,2771361,,,,,,,,,,8327276,3004760476
"Memcpy HtoD [sync]",128380084815,551328,,,,,,,,,,2078756,3770452434
"matrixMulKernel(matrix, matrix, matrix)",128380764239,33538444,29,57,1,18,36,1,21,0,0,,
"Memcpy DtoH [sync]",128414334203,1392737,,,,,,,,,,4151404,2980752288
"Memcpy HtoD [sync]",128417346460,2768033,,,,,,,,,,8327276,3008373093
"Memcpy HtoD [sync]",128420645021,550049,,,,,,,,,,2078756,3779219669
"matrixMulKernel(matrix, matrix, matrix)",128421218686,29270666,17,680,1,31,3,1,21,0,0,,
"Memcpy DtoH [sync]",128450521544,1462304,,,,,,,,,,4151404,2838947305
"Memcpy HtoD [sync]",128453637961,3053793,,,,,,,,,,8327276,2726863281
"Memcpy HtoD [sync]",128457266698,561184,,,,,,,,,,2078756,3704232479
"matrixMulKernel(matrix, matrix, matrix)",128457877194,31209131,19,76,1,28,27,1,21,0,0,,
"Memcpy DtoH [sync]",128489136821,1393313,,,,,,,,,,4151404,2979520036
"Memcpy HtoD [sync]",128492135575,2774720,,,,,,,,,,8327276,3001122996
"Memcpy HtoD [sync]",128495419928,551424,,,,,,,,,,2078756,3769796019
"matrixMulKernel(matrix, matrix, matrix)",128495995128,36531437,37,56,1,14,37,1,21,0,0,,
"Memcpy DtoH [sync]",128532558181,1394592,,,,,,,,,,4151404,2976787476
"Memcpy HtoD [sync]",128535574214,2781473,,,,,,,,,,8327276,2993836718
"Memcpy HtoD [sync]",128538865735,551968,,,,,,,,,,2078756,3766080642
"matrixMulKernel(matrix, matrix, matrix)",128539442823,34637260,34,60,1,15,34,1,21,0,0,,
"Memcpy DtoH [sync]",128574112691,1394401,,,,,,,,,,4151404,2977195225
"Memcpy HtoD [sync]",128577114420,2769537,,,,,,,,,,8327276,3006739393
"Memcpy HtoD [sync]",128580398198,573568,,,,,,,,,,2078756,3624253793
"matrixMulKernel(matrix, matrix, matrix)",128581001398,414722865,509,54,1,1,38,1,21,0,0,,
"Memcpy DtoH [sync]",128995758887,1396737,,,,,,,,,,4151404,2972215957
"Memcpy HtoD [sync]",128998770824,2787713,,,,,,,,,,8327276,2987135332
"Memcpy HtoD [sync]",129002069546,551776,,,,,,,,,,2078756,3767391115
"matrixMulKernel(matrix, matrix, matrix)",129002646410,32451755,12,340,1,43,6,1,21,0,0,,
"Memcpy DtoH [sync]",129035131733,1391777,,,,,,,,,,4151404,2982808309
"Memcpy HtoD [sync]",129038129558,2796193,,,,,,,,,,8327276,2978076262
"Memcpy HtoD [sync]",129041429527,549345,,,,,,,,,,2078756,3784062838
"matrixMulKernel(matrix, matrix, matrix)",129042002616,34873132,25,53,1,21,39,1,21,0,0,,
"Memcpy DtoH [sync]",129076908740,1398880,,,,,,,,,,4151404,2967662701
"Memcpy HtoD [sync]",129079909957,2778433,,,,,,,,,,8327276,2997112401
"Memcpy HtoD [sync]",129083199398,550176,,,,,,,,,,2078756,3778347292
"matrixMulKernel(matrix, matrix, matrix)",129083773606,33770828,12,114,1,43,18,1,21,0,0,,
"Memcpy DtoH [sync]",129117576626,1393601,,,,,,,,,,4151404,2978904291
"Memcpy HtoD [sync]",129120595379,2771265,,,,,,,,,,8327276,3004864565
"Memcpy HtoD [sync]",129123881492,551585,,,,,,,,,,2078756,3768695667
"matrixMulKernel(matrix, matrix, matrix)",129124456693,31667243,12,89,1,44,23,1,21,0,0,,
"Memcpy DtoH [sync]",129156156256,1592032,,,,,,,,,,4151404,2607613414
"Memcpy HtoD [sync]",129159502977,2945345,,,,,,,,,,8327276,2827266754
"Memcpy HtoD [sync]",129162971330,570240,,,,,,,,,,2078756,3645405443
"matrixMulKernel(matrix, matrix, matrix)",129163582370,32370060,9,170,1,60,12,1,21,0,0,,
"Memcpy DtoH [sync]",129195984462,1393408,,,,,,,,,,4151404,2979316897
"Memcpy HtoD [sync]",129198980335,2797857,,,,,,,,,,8327276,2976305079
"Memcpy HtoD [sync]",129202283504,551136,,,,,,,,,,2078756,3771765952
"matrixMulKernel(matrix, matrix, matrix)",129202858640,39605838,47,79,1,11,26,1,21,0,0,,
"Memcpy DtoH [sync]",129242496126,1394945,,,,,,,,,,4151404,2976034180
"Memcpy HtoD [sync]",129245502111,2767777,,,,,,,,,,8327276,3008651347
"Memcpy HtoD [sync]",129248803968,551072,,,,,,,,,,2078756,3772203995
"matrixMulKernel(matrix, matrix, matrix)",129249381664,36483469,37,54,1,14,38,1,21,0,0,,
"Memcpy DtoH [sync]",129285896205,1399105,,,,,,,,,,4151404,2967185450
"Memcpy HtoD [sync]",129288917198,2766049,,,,,,,,,,8327276,3010530905
"Memcpy HtoD [sync]",129292196943,571873,,,,,,,,,,2078756,3634995881
"matrixMulKernel(matrix, matrix, matrix)",129292793168,63890486,51,680,1,10,3,1,21,0,0,,
"Memcpy DtoH [sync]",129356715558,1433889,,,,,,,,,,4151404,2895205974
"Memcpy HtoD [sync]",129359933351,2967233,,,,,,,,,,8327276,2806411225
"Memcpy HtoD [sync]",129363453161,550304,,,,,,,,,,2078756,3777468453
"matrixMulKernel(matrix, matrix, matrix)",129364038729,28567178,32,108,1,16,19,1,21,0,0,,
"Memcpy DtoH [sync]",129392637107,1390816,,,,,,,,,,4151404,2984869314
"Memcpy HtoD [sync]",129395633108,2778945,,,,,,,,,,8327276,2996560205
"Memcpy HtoD [sync]",129398922293,551136,,,,,,,,,,2078756,3771765952
"matrixMulKernel(matrix, matrix, matrix)",129399497813,93671265,170,57,1,3,36,1,21,0,0,,
"Memcpy DtoH [sync]",129493202678,1391617,,,,,,,,,,4151404,2983151254
"Memcpy HtoD [sync]",129496212599,2782625,,,,,,,,,,8327276,2992597277
"Memcpy HtoD [sync]",129499506712,550912,,,,,,,,,,2078756,3773299546
"matrixMulKernel(matrix, matrix, matrix)",129500081080,93576353,170,68,1,3,30,1,21,0,0,,
"Memcpy DtoH [sync]",129593689817,1396065,,,,,,,,,,4151404,2973646642
"Memcpy HtoD [sync]",129596706202,2764897,,,,,,,,,,8327276,3011785249
"Memcpy HtoD [sync]",129599992508,551360,,,,,,,,,,2078756,3770233604
"matrixMulKernel(matrix, matrix, matrix)",129600604604,32186507,9,510,1,59,4,1,21,0,0,,
"Memcpy DtoH [sync]",129632821799,1400353,,,,,,,,,,4151404,2964541083
"Memcpy HtoD [sync]",129635829224,2782177,,,,,,,,,,8327276,2993079160
"Memcpy HtoD [sync]",129639122825,551137,,,,,,,,,,2078756,3771759108
"matrixMulKernel(matrix, matrix, matrix)",129639698698,299304617,509,39,1,1,53,1,21,0,0,,
"Memcpy DtoH [sync]",129939036851,1397056,,,,,,,,,,4151404,2971537289
"Memcpy HtoD [sync]",129942054388,2793921,,,,,,,,,,8327276,2980498016
"Memcpy HtoD [sync]",129945353045,549760,,,,,,,,,,2078756,3781206344
"matrixMulKernel(matrix, matrix, matrix)",129945932565,42949935,51,146,1,10,14,1,21,0,0,,
"Memcpy DtoH [sync]",129988915172,1395777,,,,,,,,,,4151404,2974260214
"Memcpy HtoD [sync]",129991926501,2781345,,,,,,,,,,8327276,2993974497
"Memcpy HtoD [sync]",129995217510,551041,,,,,,,,,,2078756,3772416208
"matrixMulKernel(matrix, matrix, matrix)",129995791303,37985965,40,51,1,13,40,1,21,0,0,,
"Memcpy DtoH [sync]",130033810804,1400352,,,,,,,,,,4151404,2964543200
"Memcpy HtoD [sync]",130036834357,2767489,,,,,,,,,,8327276,3008964443
"Memcpy HtoD [sync]",130040114390,551168,,,,,,,,,,2078756,3771546969
"matrixMulKernel(matrix, matrix, matrix)",130040707606,32348236,15,73,1,35,28,1,21,0,0,,
"Memcpy DtoH [sync]",130073089698,1442272,,,,,,,,,,4151404,2878378003
"Memcpy HtoD [sync]",130076198211,2853921,,,,,,,,,,8327276,2917836898
"Memcpy HtoD [sync]",130079580004,566432,,,,,,,,,,2078756,3669912716
"matrixMulKernel(matrix, matrix, matrix)",130080177764,34914924,30,40,1,17,52,1,21,0,0,,
"Memcpy DtoH [sync]",130115124784,1396929,,,,,,,,,,4151404,2971807443
"Memcpy HtoD [sync]",130118147954,2809889,,,,,,,,,,8327276,2963560482
"Memcpy HtoD [sync]",130121462163,550560,,,,,,,,,,2078756,3775712002
"matrixMulKernel(matrix, matrix, matrix)",130122037843,35424140,24,108,1,22,19,1,21,0,0,,
"Memcpy DtoH [sync]",130157498079,1531361,,,,,,,,,,4151404,2710924465
"Memcpy HtoD [sync]",130160707584,2932770,,,,,,,,,,8327276,2839389382
"Memcpy HtoD [sync]",130164255490,633120,,,,,,,,,,2078756,3283352287
"matrixMulKernel(matrix, matrix, matrix)",130164916610,34132268,30,43,1,17,48,1,21,0,0,,
"Memcpy DtoH [sync]",130199080686,1396224,,,,,,,,,,4151404,2973308007
"Memcpy HtoD [sync]",130202091823,2793889,,,,,,,,,,8327276,2980532154
"Memcpy HtoD [sync]",130205388560,550112,,,,,,,,,,2078756,3778786865
"matrixMulKernel(matrix, matrix, matrix)",130205963696,37887950,43,170,1,12,12,1,21,0,0,,
"Memcpy DtoH [sync]",130243884830,1394848,,,,,,,,,,4151404,2976241138
"Memcpy HtoD [sync]",130246891711,2791521,,,,,,,,,,8327276,2983060489
"Memcpy HtoD [sync]",130250189504,550112,,,,,,,,,,2078756,3778786865
"matrixMulKernel(matrix, matrix, matrix)",130250765216,37759725,10,2039,1,52,1,1,21,0,0,,
"Memcpy DtoH [sync]",130288562957,1397825,,,,,,,,,,4151404,2969902527
"Memcpy HtoD [sync]",130291573774,2779841,,,,,,,,,,8327276,2995594352
"Memcpy HtoD [sync]",130294862864,551584,,,,,,,,,,2078756,3768702500
"matrixMulKernel(matrix, matrix, matrix)",130295440368,35934508,37,48,1,14,43,1,21,0,0,,
"Memcpy DtoH [sync]",130331408316,1392321,,,,,,,,,,4151404,2981642882
"Memcpy HtoD [sync]",130334407709,2788417,,,,,,,,,,8327276,2986381161
"Memcpy HtoD [sync]",130337703391,550848,,,,,,,,,,2078756,3773737945
"matrixMulKernel(matrix, matrix, matrix)",130338282207,38978414,40,39,1,13,53,1,21,0,0,,
"Memcpy DtoH [sync]",130377293837,1426240,,,,,,,,,,4151404,2910733116
"Memcpy HtoD [sync]",130380372750,2816961,,,,,,,,,,8327276,2956120443
"Memcpy HtoD [sync]",130383704367,550912,,,,,,,,,,2078756,3773299546
"matrixMulKernel(matrix, matrix, matrix)",130384283407,32340203,19,82,1,27,25,1,21,0,0,,
"Memcpy DtoH [sync]",130416655738,1396673,,,,,,,,,,4151404,2972352154
"Memcpy HtoD [sync]",130419662683,2804065,,,,,,,,,,8327276,2969715751
"Memcpy HtoD [sync]",130422976445,551232,,,,,,,,,,2078756,3771109079
"matrixMulKernel(matrix, matrix, matrix)",130423551197,50227825,73,42,1,7,49,1,21,0,0,,
"Memcpy DtoH [sync]",130473819534,1451393,,,,,,,,,,4151404,2860289390
"Memcpy HtoD [sync]",130476922992,2865089,,,,,,,,,,8327276,2906463289
"Memcpy HtoD [sync]",130480293681,576128,,,,,,,,,,2078756,3608149577
"matrixMulKernel(matrix, matrix, matrix)",130480910449,68595160,128,38,1,4,54,1,21,0,0,,
"Memcpy DtoH [sync]",130549538185,1394369,,,,,,,,,,4151404,2977263550
"Memcpy HtoD [sync]",130552537418,2776865,,,,,,,,,,8327276,2998804767
"Memcpy HtoD [sync]",130555829483,551200,,,,,,,,,,2078756,3771328011
"matrixMulKernel(matrix, matrix, matrix)",130556419691,44597328,47,136,1,11,15,1,21,0,0,,
"Memcpy DtoH [sync]",130601052187,1398017,,,,,,,,,,4151404,2969494648
"Memcpy HtoD [sync]",130604076284,2802625,,,,,,,,,,8327276,2971241603
"Memcpy HtoD [sync]",130607392317,551681,,,,,,,,,,2078756,3768039863
"matrixMulKernel(matrix, matrix, matrix)",130607973502,254519833,509,33,1,1,62,1,21,0,0,,
"Memcpy DtoH [sync]",130862527319,1454112,,,,,,,,,,4151404,2854941022
"Memcpy HtoD [sync]",130865656024,3043169,,,,,,,,,,8327276,2736383027
"Memcpy HtoD [sync]",130869296121,561377,,,,,,,,,,2078756,3702958974
"matrixMulKernel(matrix, matrix, matrix)",130869892058,35544364,34,32,1,15,64,1,21,0,0,,
"Memcpy DtoH [sync]",130905468166,1394177,,,,,,,,,,4151404,2977673566
"Memcpy HtoD [sync]",130908474951,2776481,,,,,,,,,,8327276,2999219515
"Memcpy HtoD [sync]",130911766472,550272,,,,,,,,,,2078756,3777688125
"matrixMulKernel(matrix, matrix, matrix)",130912342696,33668844,10,157,1,55,13,1,21,0,0,,
"Memcpy DtoH [sync]",130946043604,1396865,,,,,,,,,,4151404,2971943602
"Memcpy HtoD [sync]",130949059637,2764545,,,,,,,,,,8327276,3012168729
"Memcpy HtoD [sync]",130952337910,572193,,,,,,,,,,2078756,3632963003
"matrixMulKernel(matrix, matrix, matrix)",130952942743,32864939,24,46,1,22,45,1,21,0,0,,
"Memcpy DtoH [sync]",130985840034,1399937,,,,,,,,,,4151404,2965422015
"Memcpy HtoD [sync]",130988858819,2765665,,,,,,,,,,8327276,3010948903
"Memcpy HtoD [sync]",130992135332,551617,,,,,,,,,,2078756,3768477041
"matrixMulKernel(matrix, matrix, matrix)",130992734021,130344173,255,60,1,2,34,1,21,0,0,,
"Memcpy DtoH [sync]",131123112018,1408353,,,,,,,,,,4151404,2947701322
"Memcpy HtoD [sync]",131126149268,2794433,,,,,,,,,,8327276,2979951925
"Memcpy HtoD [sync]",131129449493,549248,,,,,,,,,,2078756,3784731123
"matrixMulKernel(matrix, matrix, matrix)",131130025173,31969323,16,71,1,33,29,1,21,0,0,,
"Memcpy DtoH [sync]",131162025440,1559201,,,,,,,,,,4151404,2662520098
"Memcpy HtoD [sync]",131165302977,2959457,,,,,,,,,,8327276,2813785096
"Memcpy HtoD [sync]",131168891651,605088,,,,,,,,,,2078756,3435460627
"matrixMulKernel(matrix, matrix, matrix)",131169536963,34964812,30,36,1,17,58,1,21,0,0,,
"Memcpy DtoH [sync]",131204539151,1397217,,,,,,,,,,4151404,2971194882
"Memcpy HtoD [sync]",131207540336,2779841,,,,,,,,,,8327276,2995594352
"Memcpy HtoD [sync]",131210832241,552064,,,,,,,,,,2078756,3765425747
"matrixMulKernel(matrix, matrix, matrix)",131211409521,33027820,17,89,1,31,23,1,21,0,0,,
"Memcpy DtoH [sync]",131244470653,1400033,,,,,,,,,,4151404,2965218676
"Memcpy HtoD [sync]",131247474270,2783009,,,,,,,,,,8327276,2992184358
"Memcpy HtoD [sync]",131250766143,550752,,,,,,,,,,2078756,3774395735
"matrixMulKernel(matrix, matrix, matrix)",131251342080,30473194,13,680,1,42,3,1,21,0,0,,
"Memcpy DtoH [sync]",131281857482,1416897,,,,,,,,,,4151404,2929926451
"Memcpy HtoD [sync]",131284950091,2802593,,,,,,,,,,8327276,2971275529
"Memcpy HtoD [sync]",131288262380,571137,,,,,,,,,,2078756,3639680146
"matrixMulKernel(matrix, matrix, matrix)",131288857037,31730315,9,204,1,58,10,1,21,0,0,,
"Memcpy DtoH [sync]",131320619704,1397984,,,,,,,,,,4151404,2969564744
"Memcpy HtoD [sync]",131323625209,2800609,,,,,,,,,,8327276,2973380432
"Memcpy HtoD [sync]",131326933050,551456,,,,,,,,,,2078756,3769577264
"matrixMulKernel(matrix, matrix, matrix)",131327512218,40690351,64,38,1,8,55,1,21,0,0,,
"Memcpy DtoH [sync]",131368235209,1590400,,,,,,,,,,4151404,2610289235
"Memcpy HtoD [sync]",131371560330,2920513,,,,,,,,,,8327276,2851305917
"Memcpy HtoD [sync]",131375037707,561120,,,,,,,,,,2078756,3704654975
"matrixMulKernel(matrix, matrix, matrix)",131375626699,99007075,170,93,1,3,22,1,21,0,0,,
"Memcpy DtoH [sync]",131474667694,1443200,,,,,,,,,,4151404,2876527161
"Memcpy HtoD [sync]",131477786991,2863265,,,,,,,,,,8327276,2908314808
"Memcpy HtoD [sync]",131481198096,581600,,,,,,,,,,2078756,3574202200
"matrixMulKernel(matrix, matrix, matrix)",131481809136,34422477,12,510,1,43,4,1,21,0,0,,
"Memcpy DtoH [sync]",131516263869,1402208,,,,,,,,,,4151404,2960619251
"Memcpy HtoD [sync]",131519266366,2782145,,,,,,,,,,8327276,2993113586
"Memcpy HtoD [sync]",131522557727,549568,,,,,,,,,,2078756,3782527366
"matrixMulKernel(matrix, matrix, matrix)",131523158911,32042699,10,186,1,55,11,1,21,0,0,,
"Memcpy DtoH [sync]",131555234634,1377313,,,,,,,,,,4151404,3014132590
"Memcpy HtoD [sync]",131558248683,2835553,,,,,,,,,,8327276,2936737913
"Memcpy HtoD [sync]",131561586700,551073,,,,,,,,,,2078756,3772197149
"matrixMulKernel(matrix, matrix, matrix)",131562164301,51477042,73,36,1,7,57,1,21,0,0,,
"Memcpy DtoH [sync]",131613672607,1397440,,,,,,,,,,4151404,2970720746
"Memcpy HtoD [sync]",131616698528,2771265,,,,,,,,,,8327276,3004864565
"Memcpy HtoD [sync]",131619985313,550368,,,,,,,,,,2078756,3777029187
"matrixMulKernel(matrix, matrix, matrix)",131620581345,31444779,18,85,1,29,24,1,21,0,0,,
"Memcpy DtoH [sync]",131652058828,1413153,,,,,,,,,,4151404,2937688983
"Memcpy HtoD [sync]",131655069165,2782017,,,,,,,,,,8327276,2993251299
"Memcpy HtoD [sync]",131658356462,551137,,,,,,,,,,2078756,3771759108
"matrixMulKernel(matrix, matrix, matrix)",131658937327,42044558,64,39,1,8,53,1,21,0,0,,
"Memcpy DtoH [sync]",131701014493,1398849,,,,,,,,,,4151404,2967728468
"Memcpy HtoD [sync]",131704029790,2782977,,,,,,,,,,8327276,2992218764
"Memcpy HtoD [sync]",131707326560,553504,,,,,,,,,,2078756,3755629588
"matrixMulKernel(matrix, matrix, matrix)",131707903616,31376747,19,680,1,28,3,1,21,0,0,,
"Memcpy DtoH [sync]",131739312139,1391872,,,,,,,,,,4151404,2982604722
"Memcpy HtoD [sync]",131742316076,2789825,,,,,,,,,,8327276,2984873961
"Memcpy HtoD [sync]",131745611341,551936,,,,,,,,,,2078756,3766298991
"matrixMulKernel(matrix, matrix, matrix)",131746187117,32635852,12,98,1,45,21,1,21,0,0,,
"Memcpy DtoH [sync]",131778854489,1455040,,,,,,,,,,4151404,2853120189
"Memcpy HtoD [sync]",131781993050,2874625,,,,,,,,,,8327276,2896821672
"Memcpy HtoD [sync]",131785395227,555872,,,,,,,,,,2078756,3739630706
"matrixMulKernel(matrix, matrix, matrix)",131785992219,37442701,43,57,1,12,36,1,21,0,0,,
"Memcpy DtoH [sync]",131823467880,1395297,,,,,,,,,,4151404,2975283398
"Memcpy HtoD [sync]",131826610858,2903297,,,,,,,,,,8327276,2868213620
"Memcpy HtoD [sync]",131830020651,550112,,,,,,,,,,2078756,3778786865
"matrixMulKernel(matrix, matrix, matrix)",131830595531,31914027,13,102,1,41,20,1,21,0,0,,
"Memcpy DtoH [sync]",131862542870,1395521,,,,,,,,,,4151404,2974805825
"Memcpy HtoD [sync]",131865582519,3002209,,,,,,,,,,8327276,2773716286
"Memcpy HtoD [sync]",131869135384,582177,,,,,,,,,,2078756,3570659782
"matrixMulKernel(matrix, matrix, matrix)",131869748441,33407275,29,73,1,18,28,1,21,0,0,,
"Memcpy DtoH [sync]",131903188836,1392001,,,,,,,,,,4151404,2982328317
"Memcpy HtoD [sync]",131906192165,2794657,,,,,,,,,,8327276,2979713073
"Memcpy HtoD [sync]",131909491143,550016,,,,,,,,,,2078756,3779446416
"matrixMulKernel(matrix, matrix, matrix)",131910065095,54004339,85,33,1,6,63,1,21,0,0,,
"Memcpy DtoH [sync]",131964103130,1408928,,,,,,,,,,4151404,2946498330
"Memcpy HtoD [sync]",131967146427,3045505,,,,,,,,,,8327276,2734284133
"Memcpy HtoD [sync]",131970739580,560160,,,,,,,,,,2078756,3711003998
"matrixMulKernel(matrix, matrix, matrix)",131971334716,31204459,15,157,1,36,13,1,21,0,0,,
"Memcpy DtoH [sync]",132002573351,1396673,,,,,,,,,,4151404,2972352154
"Memcpy HtoD [sync]",132005608072,2769761,,,,,,,,,,8327276,3006496228
"Memcpy HtoD [sync]",132008910250,551008,,,,,,,,,,2078756,3772642139
"matrixMulKernel(matrix, matrix, matrix)",132009486730,36791693,10,2039,1,55,1,1,21,0,0,,
"Memcpy DtoH [sync]",132046310583,1397440,,,,,,,,,,4151404,2970720746
"Memcpy HtoD [sync]",132049336248,2767809,,,,,,,,,,8327276,3008616562
"Memcpy HtoD [sync]",132052640505,550624,,,,,,,,,,2078756,3775273144
"matrixMulKernel(matrix, matrix, matrix)",132053225081,32039339,9,120,1,59,17,1,21,0,0,,
"Memcpy DtoH [sync]",132085297028,1438625,,,,,,,,,,4151404,2885674863
"Memcpy HtoD [sync]",132088413157,2842721,,,,,,,,,,8327276,2929332846
"Memcpy HtoD [sync]",132091791047,550880,,,,,,,,,,2078756,3773518733
"matrixMulKernel(matrix, matrix, matrix)",132092365575,127838701,255,37,1,2,56,1,21,0,0,,
"Memcpy DtoH [sync]",132220237044,1403072,,,,,,,,,,4151404,2958796127
"Memcpy HtoD [sync]",132223256533,2785601,,,,,,,,,,8327276,2989400133
"Memcpy HtoD [sync]",132226548502,551840,,,,,,,,,,2078756,3766954189
"matrixMulKernel(matrix, matrix, matrix)",132227126230,28348618,11,227,1,48,9,1,21,0,0,,
"Memcpy DtoH [sync]",132255507360,1403937,,,,,,,,,,4151404,2956973140
"Memcpy HtoD [sync]",132258510113,2808545,,,,,,,,,,8327276,2964978663
"Memcpy HtoD [sync]",132261825602,552321,,,,,,,,,,2078756,3763673660
"matrixMulKernel(matrix, matrix, matrix)",132262411587,31662155,12,186,1,45,11,1,21,0,0,,
"Memcpy DtoH [sync]",132294107022,1397216,,,,,,,,,,4151404,2971197008
"Memcpy HtoD [sync]",132297119887,2768513,,,,,,,,,,8327276,3007851507
"Memcpy HtoD [sync]",132300400816,574048,,,,,,,,,,2078756,3621223312
"matrixMulKernel(matrix, matrix, matrix)",132300998768,40301998,47,82,1,11,25,1,21,0,0,,
"Memcpy DtoH [sync]",132341333342,1397249,,,,,,,,,,4151404,2971126835
