Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec)
"Memcpy HtoD [sync]",715916542,2756568,,,,,,,,,,8327276,3020885390
"Memcpy HtoD [sync]",719208641,548683,,,,,,,,,,2078756,3788628406
"matrixMulKernel(matrix, matrix, matrix)",719787565,44654795,57,44,1,9,47,1,21,0,0,,
"Memcpy DtoH [sync]",764474137,1395324,,,,,,,,,,4151404,2975225825
"Memcpy HtoD [sync]",767482166,2760024,,,,,,,,,,8327276,3017102749
"Memcpy HtoD [sync]",770754937,572459,,,,,,,,,,2078756,3631274903
"matrixMulKernel(matrix, matrix, matrix)",771353765,39874282,47,36,1,11,57,1,21,0,0,,
"Memcpy DtoH [sync]",811259600,1394428,,,,,,,,,,4151404,2977137578
"Memcpy HtoD [sync]",814264813,2774136,,,,,,,,,,8327276,3001754780
"Memcpy HtoD [sync]",817552656,551339,,,,,,,,,,2078756,3770377208
"matrixMulKernel(matrix, matrix, matrix)",818128091,35860729,37,48,1,14,43,1,21,0,0,,
"Memcpy DtoH [sync]",854021109,1389916,,,,,,,,,,4151404,2986802080
"Memcpy HtoD [sync]",857016242,2810265,,,,,,,,,,8327276,2963163972
"Memcpy HtoD [sync]",860326261,551339,,,,,,,,,,2078756,3770377208
"matrixMulKernel(matrix, matrix, matrix)",860901153,32530581,12,114,1,45,18,1,21,0,0,,
"Memcpy DtoH [sync]",893471959,1367611,,,,,,,,,,4151404,3035515215
"Memcpy HtoD [sync]",896490548,2841594,,,,,,,,,,8327276,2930494644
"Memcpy HtoD [sync]",899835480,549867,,,,,,,,,,2078756,3780470550
"matrixMulKernel(matrix, matrix, matrix)",900414372,33677292,25,44,1,21,47,1,21,0,0,,
"Memcpy DtoH [sync]",934123025,1398492,,,,,,,,,,4151404,2968486054
"Memcpy HtoD [sync]",937128910,2787096,,,,,,,,,,8327276,2987796616
"Memcpy HtoD [sync]",940419793,552267,,,,,,,,,,2078756,3764041668
"matrixMulKernel(matrix, matrix, matrix)",940995388,32956766,15,680,1,35,3,1,21,0,0,,
"Memcpy DtoH [sync]",973984251,1393532,,,,,,,,,,4151404,2979051790
"Memcpy HtoD [sync]",976986008,2790457,,,,,,,,,,8327276,2984197928
"Memcpy HtoD [sync]",980281147,550475,,,,,,,,,,2078756,3776295017
"matrixMulKernel(matrix, matrix, matrix)",980854759,50082681,73,64,1,7,32,1,21,0,0,,
"Memcpy DtoH [sync]",1030970145,1394716,,,,,,,,,,4151404,2976522818
"Memcpy HtoD [sync]",1033969214,2779576,,,,,,,,,,8327276,2995879947
"Memcpy HtoD [sync]",1037260993,551499,,,,,,,,,,2078756,3769283353
"matrixMulKernel(matrix, matrix, matrix)",1037840845,32185486,18,114,1,29,18,1,21,0,0,,
"Memcpy DtoH [sync]",1070059291,1393725,,,,,,,,,,4151404,2978639258
"Memcpy HtoD [sync]",1073054232,2786969,,,,,,,,,,8327276,2987932768
"Memcpy HtoD [sync]",1076344635,551179,,,,,,,,,,2078756,3771471699
"matrixMulKernel(matrix, matrix, matrix)",1076920103,30539597,22,93,1,24,22,1,21,0,0,,
"Memcpy DtoH [sync]",1107492532,1396541,,,,,,,,,,4151404,2972633098
"Memcpy HtoD [sync]",1110497041,2772761,,,,,,,,,,8327276,3003243337
"Memcpy HtoD [sync]",1113785172,552299,,,,,,,,,,2078756,3763823581
"matrixMulKernel(matrix, matrix, matrix)",1114394721,32620215,10,114,1,54,18,1,21,0,0,,
"Memcpy DtoH [sync]",1147047256,1390620,,,,,,,,,,4151404,2985290014
"Memcpy HtoD [sync]",1150061333,2779673,,,,,,,,,,8327276,2995775402
"Memcpy HtoD [sync]",1153353464,568460,,,,,,,,,,2078756,3656820180
"matrixMulKernel(matrix, matrix, matrix)",1153944004,31898313,20,53,1,26,39,1,21,0,0,,
"Memcpy DtoH [sync]",1185874029,1401949,,,,,,,,,,4151404,2961166205
"Memcpy HtoD [sync]",1188882890,2813050,,,,,,,,,,8327276,2960230354
"Memcpy HtoD [sync]",1192201870,551083,,,,,,,,,,2078756,3772128699
"matrixMulKernel(matrix, matrix, matrix)",1192776218,32057131,15,71,1,35,29,1,21,0,0,,
"Memcpy DtoH [sync]",1224866694,1397244,,,,,,,,,,4151404,2971137467
"Memcpy HtoD [sync]",1227884643,2764024,,,,,,,,,,8327276,3012736503
"Memcpy HtoD [sync]",1231182630,551083,,,,,,,,,,2078756,3772128699
"matrixMulKernel(matrix, matrix, matrix)",1231761394,31450847,12,408,1,44,5,1,21,0,0,,
"Memcpy DtoH [sync]",1263242866,1395388,,,,,,,,,,4151404,2975089365
"Memcpy HtoD [sync]",1266242671,2774488,,,,,,,,,,8327276,3001373947
"Memcpy HtoD [sync]",1269527601,551660,,,,,,,,,,2078756,3768183301
"matrixMulKernel(matrix, matrix, matrix)",1270127774,25014716,16,510,1,32,4,1,21,0,0,,
"Memcpy DtoH [sync]",1295174619,1398588,,,,,,,,,,4151404,2968282296
"Memcpy HtoD [sync]",1298180344,2786712,,,,,,,,,,8327276,2988208325
"Memcpy HtoD [sync]",1301478939,551627,,,,,,,,,,2078756,3768408725
"matrixMulKernel(matrix, matrix, matrix)",1302054534,31847752,15,136,1,35,15,1,21,0,0,,
"Memcpy DtoH [sync]",1333934670,1397309,,,,,,,,,,4151404,2970999256
"Memcpy HtoD [sync]",1336947372,2789752,,,,,,,,,,8327276,2984952067
"Memcpy HtoD [sync]",1340243887,550379,,,,,,,,,,2078756,3776953699
"matrixMulKernel(matrix, matrix, matrix)",1340820634,37033137,40,170,1,13,12,1,21,0,0,,
"Memcpy DtoH [sync]",1377886572,1405212,,,,,,,,,,4151404,2954290171
"Memcpy HtoD [sync]",1380893609,2796025,,,,,,,,,,8327276,2978255201
"Memcpy HtoD [sync]",1384193996,551499,,,,,,,,,,2078756,3769283353
"matrixMulKernel(matrix, matrix, matrix)",1384772696,33804847,21,680,1,25,3,1,21,0,0,,
"Memcpy DtoH [sync]",1418610471,1402653,,,,,,,,,,4151404,2959679977
"Memcpy HtoD [sync]",1421618788,2781113,,,,,,,,,,8327276,2994224254
"Memcpy HtoD [sync]",1424907847,552364,,,,,,,,,,2078756,3763380669
"matrixMulKernel(matrix, matrix, matrix)",1425484243,31680164,15,204,1,36,10,1,21,0,0,,
"Memcpy DtoH [sync]",1457195672,1392508,,,,,,,,,,4151404,2981242477
"Memcpy HtoD [sync]",1460214613,2792857,,,,,,,,,,8327276,2981633502
"Memcpy HtoD [sync]",1463511896,551115,,,,,,,,,,2078756,3771909674
"matrixMulKernel(matrix, matrix, matrix)",1464087780,53219033,85,98,1,6,21,1,21,0,0,,
"Memcpy DtoH [sync]",1517340030,1395356,,,,,,,,,,4151404,2975157594
"Memcpy HtoD [sync]",1520351323,2792441,,,,,,,,,,8327276,2982077687
"Memcpy HtoD [sync]",1523650462,550763,,,,,,,,,,2078756,3774320351
"matrixMulKernel(matrix, matrix, matrix)",1524225162,33245763,25,49,1,21,42,1,21,0,0,,
"Memcpy DtoH [sync]",1557503726,1389980,,,,,,,,,,4151404,2986664556
"Memcpy HtoD [sync]",1560510219,2796057,,,,,,,,,,8327276,2978221116
"Memcpy HtoD [sync]",1563815822,549868,,,,,,,,,,2078756,3780463674
"matrixMulKernel(matrix, matrix, matrix)",1564392378,127720804,255,37,1,2,56,1,21,0,0,,
"Memcpy DtoH [sync]",1692147295,1396956,,,,,,,,,,4151404,2971750005
"Memcpy HtoD [sync]",1695167196,2761240,,,,,,,,,,8327276,3015774072
"Memcpy HtoD [sync]",1698446431,572651,,,,,,,,,,2078756,3630057399
"matrixMulKernel(matrix, matrix, matrix)",1699049323,50440545,73,46,1,7,45,1,21,0,0,,
"Memcpy DtoH [sync]",1749522765,1384412,,,,,,,,,,4151404,2998676694
"Memcpy HtoD [sync]",1752539658,2831674,,,,,,,,,,8327276,2940760836
"Memcpy HtoD [sync]",1755875310,549899,,,,,,,,,,2078756,3780250555
"matrixMulKernel(matrix, matrix, matrix)",1756449273,40440790,47,108,1,11,19,1,21,0,0,,
"Memcpy DtoH [sync]",1796923152,1400957,,,,,,,,,,4151404,2963262969
"Memcpy HtoD [sync]",1799940941,2764889,,,,,,,,,,8327276,3011793963
"Memcpy HtoD [sync]",1803244337,550443,,,,,,,,,,2078756,3776514552
"matrixMulKernel(matrix, matrix, matrix)",1803824284,30260775,9,1020,1,60,2,1,21,0,0,,
"Memcpy DtoH [sync]",1834116548,1395996,,,,,,,,,,4151404,2973793621
"Memcpy HtoD [sync]",1837117889,2786201,,,,,,,,,,8327276,2988756374
"Memcpy HtoD [sync]",1840405604,551147,,,,,,,,,,2078756,3771690674
"matrixMulKernel(matrix, matrix, matrix)",1840980495,37811009,40,66,1,13,31,1,21,0,0,,
"Memcpy DtoH [sync]",1878823601,1392988,,,,,,,,,,4151404,2980215192
"Memcpy HtoD [sync]",1881839086,2830041,,,,,,,,,,8327276,2942457724
"Memcpy HtoD [sync]",1885178706,552203,,,,,,,,,,2078756,3764477918
"matrixMulKernel(matrix, matrix, matrix)",1885754077,32569142,13,255,1,42,8,1,21,0,0,,
"Memcpy DtoH [sync]",1918356596,1402109,,,,,,,,,,4151404,2960828295
"Memcpy HtoD [sync]",1921369969,2783705,,,,,,,,,,8327276,2991436233
"Memcpy HtoD [sync]",1924660052,550955,,,,,,,,,,2078756,3773005054
"matrixMulKernel(matrix, matrix, matrix)",1925236960,30831442,19,292,1,27,7,1,21,0,0,,
"Memcpy DtoH [sync]",1956099123,1396860,,,,,,,,,,4151404,2971954240
"Memcpy HtoD [sync]",1959110704,2766905,,,,,,,,,,8327276,3009599534
"Memcpy HtoD [sync]",1962392243,550987,,,,,,,,,,2078756,3772785927
"matrixMulKernel(matrix, matrix, matrix)",1962990687,33656044,9,170,1,63,12,1,21,0,0,,
"Memcpy DtoH [sync]",1996679756,1397468,,,,,,,,,,4151404,2970661224
"Memcpy HtoD [sync]",1999723242,2766424,,,,,,,,,,8327276,3010122815
"Memcpy HtoD [sync]",2003020429,551947,,,,,,,,,,2078756,3766223930
"matrixMulKernel(matrix, matrix, matrix)",2003609049,32176814,18,60,1,29,34,1,21,0,0,,
"Memcpy DtoH [sync]",2035818631,1395773,,,,,,,,,,4151404,2974268738
"Memcpy HtoD [sync]",2038829348,2767449,,,,,,,,,,8327276,3009007934
"Memcpy HtoD [sync]",2042110567,552747,,,,,,,,,,2078756,3760773011
"matrixMulKernel(matrix, matrix, matrix)",2042683219,35783959,25,79,1,21,26,1,21,0,0,,
"Memcpy DtoH [sync]",2078500811,1403868,,,,,,,,,,4151404,2957118475
"Memcpy HtoD [sync]",2081510952,2784825,,,,,,,,,,8327276,2990233138
"Memcpy HtoD [sync]",2084801131,552971,,,,,,,,,,2078756,3759249580
"matrixMulKernel(matrix, matrix, matrix)",2085379319,156031843,255,79,1,2,26,1,21,0,0,,
"Memcpy DtoH [sync]",2241443258,1387197,,,,,,,,,,4151404,2992656414
"Memcpy HtoD [sync]",2244453848,2805017,,,,,,,,,,8327276,2968707854
"Memcpy HtoD [sync]",2247764219,551659,,,,,,,,,,2078756,3768190131
"matrixMulKernel(matrix, matrix, matrix)",2248337862,32370834,12,93,1,46,22,1,21,0,0,,
"Memcpy DtoH [sync]",2280741305,1396316,,,,,,,,,,4151404,2973112103
"Memcpy HtoD [sync]",2283756406,2764536,,,,,,,,,,8327276,3012178535
"Memcpy HtoD [sync]",2287054329,552652,,,,,,,,,,2078756,3761419482
"matrixMulKernel(matrix, matrix, matrix)",2287633477,69782506,128,44,1,4,47,1,21,0,0,,
"Memcpy DtoH [sync]",2357448400,1389884,,,,,,,,,,4151404,2986870846
"Memcpy HtoD [sync]",2360457005,2796249,,,,,,,,,,8327276,2978016621
"Memcpy HtoD [sync]",2363758192,550667,,,,,,,,,,2078756,3774978344
"matrixMulKernel(matrix, matrix, matrix)",2364332444,40119887,40,204,1,13,10,1,21,0,0,,
"Memcpy DtoH [sync]",2404486604,1405949,,,,,,,,,,4151404,2952741529
"Memcpy HtoD [sync]",2407522250,2765976,,,,,,,,,,8327276,3010610359
"Memcpy HtoD [sync]",2410826125,549739,,,,,,,,,,2078756,3781350786
"matrixMulKernel(matrix, matrix, matrix)",2411400120,30248359,19,227,1,28,9,1,21,0,0,,
"Memcpy DtoH [sync]",2441680736,1391804,,,,,,,,,,4151404,2982750444
"Memcpy HtoD [sync]",2444682045,2793113,,,,,,,,,,8327276,2981360224
"Memcpy HtoD [sync]",2447979168,550859,,,,,,,,,,2078756,3773662588
"matrixMulKernel(matrix, matrix, matrix)",2448555564,31949609,11,186,1,47,11,1,21,0,0,,
"Memcpy DtoH [sync]",2480535734,1401276,,,,,,,,,,4151404,2962588383
"Memcpy HtoD [sync]",2483608660,2769144,,,,,,,,,,8327276,3007166113
"Memcpy HtoD [sync]",2486934872,551147,,,,,,,,,,2078756,3771690674
"matrixMulKernel(matrix, matrix, matrix)",2487512931,28300064,32,50,1,16,41,1,21,0,0,,
"Memcpy DtoH [sync]",2515845603,1394877,,,,,,,,,,4151404,2976179261
"Memcpy HtoD [sync]",2518856256,2765849,,,,,,,,,,8327276,3010748598
"Memcpy HtoD [sync]",2522136259,552491,,,,,,,,,,2078756,3762515588
"matrixMulKernel(matrix, matrix, matrix)",2522713583,127467294,255,36,1,2,58,1,21,0,0,,
"Memcpy DtoH [sync]",2650214414,1395932,,,,,,,,,,4151404,2973929962
"Memcpy HtoD [sync]",2653222443,2786617,,,,,,,,,,8327276,2988310198
"Memcpy HtoD [sync]",2656520206,551115,,,,,,,,,,2078756,3771909674
"matrixMulKernel(matrix, matrix, matrix)",2657097402,35705046,34,34,1,15,60,1,21,0,0,,
"Memcpy DtoH [sync]",2692833648,1398781,,,,,,,,,,4151404,2967872740
"Memcpy HtoD [sync]",2695842733,2765753,,,,,,,,,,8327276,3010853102
"Memcpy HtoD [sync]",2699144657,551275,,,,,,,,,,2078756,3770814929
"matrixMulKernel(matrix, matrix, matrix)",2699718396,32799803,10,128,1,53,16,1,21,0,0,,
"Memcpy DtoH [sync]",2732549975,1396605,,,,,,,,,,4151404,2972496876
"Memcpy HtoD [sync]",2735570325,2764632,,,,,,,,,,8327276,3012073939
"Memcpy HtoD [sync]",2738868152,551819,,,,,,,,,,2078756,3767097544
"matrixMulKernel(matrix, matrix, matrix)",2739444836,33387142,25,59,1,21,35,1,21,0,0,,
"Memcpy DtoH [sync]",2772864811,1395196,,,,,,,,,,4151404,2975498782
"Memcpy HtoD [sync]",2775881288,2764184,,,,,,,,,,8327276,3012562115
"Memcpy HtoD [sync]",2779177515,552939,,,,,,,,,,2078756,3759467138
"matrixMulKernel(matrix, matrix, matrix)",2779761399,32408499,14,85,1,38,24,1,21,0,0,,
"Memcpy DtoH [sync]",2812201802,1397245,,,,,,,,,,4151404,2971135341
"Memcpy HtoD [sync]",2815216456,2763000,,,,,,,,,,8327276,3013853058
"Memcpy HtoD [sync]",2818492490,573068,,,,,,,,,,2078756,3627415943
"matrixMulKernel(matrix, matrix, matrix)",2819088534,34791107,30,41,1,17,50,1,21,0,0,,
"Memcpy DtoH [sync]",2853911930,1416989,,,,,,,,,,4151404,2929736222
"Memcpy HtoD [sync]",2856932343,2790681,,,,,,,,,,8327276,2983958395
"Memcpy HtoD [sync]",2860228474,552332,,,,,,,,,,2078756,3763598705
"matrixMulKernel(matrix, matrix, matrix)",2860819206,32378674,9,136,1,58,15,1,21,0,0,,
"Memcpy DtoH [sync]",2893230841,1396956,,,,,,,,,,4151404,2971750005
"Memcpy HtoD [sync]",2896240374,2794329,,,,,,,,,,8327276,2980062834
"Memcpy HtoD [sync]",2899540057,551531,,,,,,,,,,2078756,3769064658
"matrixMulKernel(matrix, matrix, matrix)",2900120709,40628762,64,108,1,8,19,1,21,0,0,,
"Memcpy DtoH [sync]",2940781247,1395517,,,,,,,,,,4151404,2974814351
"Memcpy HtoD [sync]",2943790333,2762424,,,,,,,,,,8327276,3014481484
"Memcpy HtoD [sync]",2947087424,550891,,,,,,,,,,2078756,3773443385
"matrixMulKernel(matrix, matrix, matrix)",2947667627,58825228,16,2039,1,33,1,1,21,0,0,,
"Memcpy DtoH [sync]",3006525112,1409084,,,,,,,,,,4151404,2946172123
"Memcpy HtoD [sync]",3009542325,2782488,,,,,,,,,,8327276,2992744622
"Memcpy HtoD [sync]",3012832472,551659,,,,,,,,,,2078756,3768190131
"matrixMulKernel(matrix, matrix, matrix)",3013409348,30417002,22,51,1,24,40,1,21,0,0,,
"Memcpy DtoH [sync]",3043858702,1398429,,,,,,,,,,4151404,2968619786
"Memcpy HtoD [sync]",3046879756,2763608,,,,,,,,,,8327276,3013190003
"Memcpy HtoD [sync]",3050158926,551756,,,,,,,,,,2078756,3767527675
"matrixMulKernel(matrix, matrix, matrix)",3050740826,50989005,73,33,1,7,63,1,21,0,0,,
"Memcpy DtoH [sync]",3101764359,1415453,,,,,,,,,,4151404,2932915469
"Memcpy HtoD [sync]",3104808421,2801369,,,,,,,,,,8327276,2972573766
"Memcpy HtoD [sync]",3108123592,551308,,,,,,,,,,2078756,3770589216
"matrixMulKernel(matrix, matrix, matrix)",3108698260,69747242,128,98,1,4,21,1,21,0,0,,
"Memcpy DtoH [sync]",3178477342,1399901,,,,,,,,,,4151404,2965498274
"Memcpy HtoD [sync]",3181496796,2780920,,,,,,,,,,8327276,2994432058
"Memcpy HtoD [sync]",3184781982,551500,,,,,,,,,,2078756,3769276518
"matrixMulKernel(matrix, matrix, matrix)",3185361610,31992906,14,146,1,37,14,1,21,0,0,,
"Memcpy DtoH [sync]",3217386805,1398781,,,,,,,,,,4151404,2967872740
"Memcpy HtoD [sync]",3220397298,2791353,,,,,,,,,,8327276,2983240027
"Memcpy HtoD [sync]",3223691541,551787,,,,,,,,,,2078756,3767316011
"matrixMulKernel(matrix, matrix, matrix)",3224268161,32698553,20,204,1,26,10,1,21,0,0,,
"Memcpy DtoH [sync]",3256998842,1394077,,,,,,,,,,4151404,2977887161
"Memcpy HtoD [sync]",3260011863,2765273,,,,,,,,,,8327276,3011375730
"Memcpy HtoD [sync]",3263314203,551051,,,,,,,,,,2078756,3772347750
"matrixMulKernel(matrix, matrix, matrix)",3263893254,32298097,9,340,1,59,6,1,21,0,0,,
"Memcpy DtoH [sync]",3296223895,1391709,,,,,,,,,,4151404,2982954051
"Memcpy HtoD [sync]",3299236757,2762232,,,,,,,,,,8327276,3014691017
"Memcpy HtoD [sync]",3302516631,572396,,,,,,,,,,2078756,3631674574
"matrixMulKernel(matrix, matrix, matrix)",3303112963,32231823,25,170,1,21,12,1,21,0,0,,
"Memcpy DtoH [sync]",3335376051,1395932,,,,,,,,,,4151404,2973929962
"Memcpy HtoD [sync]",3338388144,2776025,,,,,,,,,,8327276,2999712178
"Memcpy HtoD [sync]",3341677587,551243,,,,,,,,,,2078756,3771033827
"matrixMulKernel(matrix, matrix, matrix)",3342254367,31717188,15,73,1,36,28,1,21,0,0,,
"Memcpy DtoH [sync]",3374004804,1396573,,,,,,,,,,4151404,2972564985
"Memcpy HtoD [sync]",3377010433,2800281,,,,,,,,,,8327276,2973728707
"Memcpy HtoD [sync]",3380336869,550603,,,,,,,,,,2078756,3775417133
"matrixMulKernel(matrix, matrix, matrix)",3380918289,30135812,17,510,1,31,4,1,21,0,0,,
"Memcpy DtoH [sync]",3411087254,1397468,,,,,,,,,,4151404,2970661224
"Memcpy HtoD [sync]",3414108531,2781529,,,,,,,,,,8327276,2993776444
"Memcpy HtoD [sync]",3417402038,552075,,,,,,,,,,2078756,3765350722
"matrixMulKernel(matrix, matrix, matrix)",3417978050,31888840,19,79,1,28,26,1,21,0,0,,
"Memcpy DtoH [sync]",3449898667,1399772,,,,,,,,,,4151404,2965771568
"Memcpy HtoD [sync]",3452903560,2805017,,,,,,,,,,8327276,2968707854
"Memcpy HtoD [sync]",3456214283,551435,,,,,,,,,,2078756,3769720819
"matrixMulKernel(matrix, matrix, matrix)",3456792183,29469335,10,408,1,51,5,1,21,0,0,,
"Memcpy DtoH [sync]",3486292526,1398077,,,,,,,,,,4151404,2969367209
"Memcpy HtoD [sync]",3489297195,2797497,,,,,,,,,,8327276,2976688089
"Memcpy HtoD [sync]",3492612943,550699,,,,,,,,,,2078756,3774758988
"matrixMulKernel(matrix, matrix, matrix)",3493188538,32645432,24,73,1,22,28,1,21,0,0,,
"Memcpy DtoH [sync]",3525866483,1401660,,,,,,,,,,4151404,2961776750
"Memcpy HtoD [sync]",3528870832,2789208,,,,,,,,,,8327276,2985534244
"Memcpy HtoD [sync]",3532166387,552907,,,,,,,,,,2078756,3759684720
"matrixMulKernel(matrix, matrix, matrix)",3532748734,93686992,170,57,1,3,36,1,21,0,0,,
"Memcpy DtoH [sync]",3626467759,1402845,,,,,,,,,,4151404,2959274902
"Memcpy HtoD [sync]",3629478572,2781145,,,,,,,,,,8327276,2994189803
"Memcpy HtoD [sync]",3632765583,552075,,,,,,,,,,2078756,3765350722
"matrixMulKernel(matrix, matrix, matrix)",3633341851,32479476,12,340,1,43,6,1,21,0,0,,
"Memcpy DtoH [sync]",3665853840,1398652,,,,,,,,,,4151404,2968146472
"Memcpy HtoD [sync]",3668868749,2788345,,,,,,,,,,8327276,2986458275
"Memcpy HtoD [sync]",3672158928,551755,,,,,,,,,,2078756,3767534503
"matrixMulKernel(matrix, matrix, matrix)",3672734139,32464148,14,89,1,37,23,1,21,0,0,,
"Memcpy DtoH [sync]",3705232208,1398300,,,,,,,,,,4151404,2968893656
"Memcpy HtoD [sync]",3708258125,2796025,,,,,,,,,,8327276,2978255201
"Memcpy HtoD [sync]",3711558673,551019,,,,,,,,,,2078756,3772566826
"matrixMulKernel(matrix, matrix, matrix)",3712141660,251113552,509,64,1,1,32,1,21,0,0,,
"Memcpy DtoH [sync]",3963292781,1392508,,,,,,,,,,4151404,2981242477
"Memcpy HtoD [sync]",3966316586,2787353,,,,,,,,,,8327276,2987521135
"Memcpy HtoD [sync]",3969615981,551947,,,,,,,,,,2078756,3766223930
"matrixMulKernel(matrix, matrix, matrix)",3970212921,31635651,19,89,1,28,23,1,21,0,0,,
"Memcpy DtoH [sync]",4001881085,1403484,,,,,,,,,,4151404,2957927557
"Memcpy HtoD [sync]",4004902010,2793433,,,,,,,,,,8327276,2981018696
"Memcpy HtoD [sync]",4008214942,563691,,,,,,,,,,2078756,3687758009
"matrixMulKernel(matrix, matrix, matrix)",4008802410,31991882,26,43,1,20,48,1,21,0,0,,
"Memcpy DtoH [sync]",4040826388,1397245,,,,,,,,,,4151404,2971135341
"Memcpy HtoD [sync]",4043858386,2767192,,,,,,,,,,8327276,3009287393
"Memcpy HtoD [sync]",4047165845,550603,,,,,,,,,,2078756,3775417133
"matrixMulKernel(matrix, matrix, matrix)",4047741505,40372148,47,32,1,11,64,1,21,0,0,,
"Memcpy DtoH [sync]",4088144982,1394652,,,,,,,,,,4151404,2976659410
"Memcpy HtoD [sync]",4091170068,2791704,,,,,,,,,,8327276,2982864945
"Memcpy HtoD [sync]",4094472023,570507,,,,,,,,,,2078756,3643699376
"matrixMulKernel(matrix, matrix, matrix)",4095067459,53022773,73,255,1,7,8,1,21,0,0,,
"Memcpy DtoH [sync]",4148122105,1396284,,,,,,,,,,4151404,2973180241
"Memcpy HtoD [sync]",4151147767,2767032,,,,,,,,,,8327276,3009461401
