Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec)
"Memcpy HtoD [sync]",1050630084,1309508,,,,,,,,,,4169764,3184221860
"matrixMulKernel(matrix, matrix, matrix)",1052033800,32779467,33,35,1,31,30,1,21,0,0,,
"Memcpy DtoH [sync]",1084851379,1389797,,,,,,,,,,4169764,3000268384
"Memcpy HtoD [sync]",1087891677,1275268,,,,,,,,,,4169764,3269715855
"Memcpy HtoD [sync]",1089553379,1298436,,,,,,,,,,4169764,3211374299
"matrixMulKernel(matrix, matrix, matrix)",1090916135,28080220,64,103,1,16,10,1,21,0,0,,
"Memcpy DtoH [sync]",1119033219,1386340,,,,,,,,,,4169764,3007749902
"Memcpy HtoD [sync]",1122058253,1269636,,,,,,,,,,4169764,3284220044
"Memcpy HtoD [sync]",1123714962,1354628,,,,,,,,,,4169764,3078161679
"matrixMulKernel(matrix, matrix, matrix)",1125130871,93021071,341,27,1,3,39,1,21,0,0,,
"Memcpy DtoH [sync]",1218193190,1398084,,,,,,,,,,4169764,2982484600
"Memcpy HtoD [sync]",1221253904,1265252,,,,,,,,,,4169764,3295599611
"Memcpy HtoD [sync]",1222922485,1297508,,,,,,,,,,4169764,3213671129
"matrixMulKernel(matrix, matrix, matrix)",1224306394,40773732,103,22,1,10,48,1,21,0,0,,
"Memcpy DtoH [sync]",1265121119,1393732,,,,,,,,,,4169764,2991797562
"Memcpy HtoD [sync]",1268189705,1262532,,,,,,,,,,4169764,3302699654
"Memcpy HtoD [sync]",1269838958,1296484,,,,,,,,,,4169764,3216209378
"matrixMulKernel(matrix, matrix, matrix)",1271196274,32091529,52,25,1,20,41,1,21,0,0,,
"Memcpy DtoH [sync]",1303320443,1430917,,,,,,,,,,4169764,2914050220
"Memcpy HtoD [sync]",1306353189,1263524,,,,,,,,,,4169764,3300106685
"Memcpy HtoD [sync]",1307999466,1317125,,,,,,,,,,4169764,3165807345
"matrixMulKernel(matrix, matrix, matrix)",1309380591,97415677,103,511,1,10,2,1,21,0,0,,
"Memcpy DtoH [sync]",1406836620,1391621,,,,,,,,,,4169764,2996335927
"Memcpy HtoD [sync]",1409896342,1261796,,,,,,,,,,4169764,3304626104
"Memcpy HtoD [sync]",1411544316,1324516,,,,,,,,,,4169764,3148141660
"matrixMulKernel(matrix, matrix, matrix)",1412931872,70417926,256,38,1,4,27,1,21,0,0,,
"Memcpy DtoH [sync]",1483390982,1394628,,,,,,,,,,4169764,2989875436
"Memcpy HtoD [sync]",1486436048,1266052,,,,,,,,,,4169764,3293517169
"Memcpy HtoD [sync]",1488087061,1318212,,,,,,,,,,4169764,3163196815
"matrixMulKernel(matrix, matrix, matrix)",1489466266,31848583,33,57,1,31,18,1,21,0,0,,
"Memcpy DtoH [sync]",1521349249,1392165,,,,,,,,,,4169764,2995165084
"Memcpy HtoD [sync]",1524403019,1262948,,,,,,,,,,4169764,3301611784
"Memcpy HtoD [sync]",1526051537,1296676,,,,,,,,,,4169764,3215733151
"matrixMulKernel(matrix, matrix, matrix)",1527412085,87369917,171,256,1,6,4,1,21,0,0,,
"Memcpy DtoH [sync]",1614822450,1389828,,,,,,,,,,4169764,3000201463
"Memcpy HtoD [sync]",1617878140,1264196,,,,,,,,,,4169764,3298352470
"Memcpy HtoD [sync]",1619527809,1317765,,,,,,,,,,4169764,3164269805
"matrixMulKernel(matrix, matrix, matrix)",1620906246,32402953,31,146,1,34,7,1,21,0,0,,
"Memcpy DtoH [sync]",1653346479,1401957,,,,,,,,,,4169764,2974245287
"Memcpy HtoD [sync]",1656497690,1281860,,,,,,,,,,4169764,3252901252
"Memcpy HtoD [sync]",1658237695,1360901,,,,,,,,,,4169764,3063973059
"matrixMulKernel(matrix, matrix, matrix)",1659697348,37384218,86,29,1,12,36,1,21,0,0,,
"Memcpy DtoH [sync]",1697118686,1399717,,,,,,,,,,4169764,2979005041
"Memcpy HtoD [sync]",1700143848,1275204,,,,,,,,,,4169764,3269879956
"Memcpy HtoD [sync]",1701804237,1296901,,,,,,,,,,4169764,3215175252
"matrixMulKernel(matrix, matrix, matrix)",1703165394,31496486,23,93,1,45,11,1,21,0,0,,
"Memcpy DtoH [sync]",1734695865,1406212,,,,,,,,,,4169764,2965245638
"Memcpy HtoD [sync]",1737705666,1261124,,,,,,,,,,4169764,3306387000
"Memcpy HtoD [sync]",1739348872,1317796,,,,,,,,,,4169764,3164195368
"matrixMulKernel(matrix, matrix, matrix)",1740755756,31796616,35,341,1,30,3,1,21,0,0,,
"Memcpy DtoH [sync]",1772592340,1408005,,,,,,,,,,4169764,2961469597
"Memcpy HtoD [sync]",1775652382,1282884,,,,,,,,,,4169764,3250304782
"Memcpy HtoD [sync]",1777322051,1294757,,,,,,,,,,4169764,3220499290
"matrixMulKernel(matrix, matrix, matrix)",1778682728,45459412,114,54,1,9,19,1,21,0,0,,
"Memcpy DtoH [sync]",1824179388,1388261,,,,,,,,,,4169764,3003587942
"Memcpy HtoD [sync]",1827183750,1280868,,,,,,,,,,4169764,3255420542
"Memcpy HtoD [sync]",1828848171,1295780,,,,,,,,,,4169764,3217956751
"matrixMulKernel(matrix, matrix, matrix)",1830203920,129224677,511,27,1,2,39,1,21,0,0,,
"Memcpy DtoH [sync]",1959471989,1406692,,,,,,,,,,4169764,2964233819
"Memcpy HtoD [sync]",1962588543,1314372,,,,,,,,,,4169764,3172438244
"Memcpy HtoD [sync]",1964330277,1339044,,,,,,,,,,4169764,3113985798
"matrixMulKernel(matrix, matrix, matrix)",1965759657,31157606,29,57,1,36,18,1,21,0,0,,
"Memcpy DtoH [sync]",1996952847,1385028,,,,,,,,,,4169764,3010599063
"Memcpy HtoD [sync]",1999958649,1276964,,,,,,,,,,4169764,3265373182
"Memcpy HtoD [sync]",2001622238,1293220,,,,,,,,,,4169764,3224326874
"matrixMulKernel(matrix, matrix, matrix)",2002983107,32656490,49,32,1,21,32,1,21,0,0,,
"Memcpy DtoH [sync]",2035673261,1398085,,,,,,,,,,4169764,2982482467
"Memcpy HtoD [sync]",2038673623,1261028,,,,,,,,,,4169764,3306638710
"Memcpy HtoD [sync]",2040337404,1296229,,,,,,,,,,4169764,3216842085
"matrixMulKernel(matrix, matrix, matrix)",2041723105,28355068,64,19,1,16,54,1,21,0,0,,
"Memcpy DtoH [sync]",2070119933,1399557,,,,,,,,,,4169764,2979345607
"Memcpy HtoD [sync]",2073185191,1279556,,,,,,,,,,4169764,3258758506
"Memcpy HtoD [sync]",2074851437,1297444,,,,,,,,,,4169764,3213829652
"matrixMulKernel(matrix, matrix, matrix)",2076228497,32201321,41,26,1,25,40,1,21,0,0,,
"Memcpy DtoH [sync]",2108464186,1387749,,,,,,,,,,4169764,3004696094
"Memcpy HtoD [sync]",2111464420,1280644,,,,,,,,,,4169764,3255989955
"Memcpy HtoD [sync]",2113127273,1294149,,,,,,,,,,4169764,3222012303
"matrixMulKernel(matrix, matrix, matrix)",2114481838,32561482,36,35,1,29,30,1,21,0,0,,
"Memcpy DtoH [sync]",2147079672,1428229,,,,,,,,,,4169764,2919534612
"Memcpy HtoD [sync]",2150257698,1311333,,,,,,,,,,4169764,3179790335
"Memcpy HtoD [sync]",2151967464,1390565,,,,,,,,,,4169764,2998611355
"matrixMulKernel(matrix, matrix, matrix)",2153455597,25473267,32,57,1,32,18,1,21,0,0,,
"Memcpy DtoH [sync]",2178969184,1385796,,,,,,,,,,4169764,3008930607
"Memcpy HtoD [sync]",2182008042,1264356,,,,,,,,,,4169764,3297935075
"Memcpy HtoD [sync]",2183662831,1320933,,,,,,,,,,4169764,3156680921
"matrixMulKernel(matrix, matrix, matrix)",2185051508,37035864,73,18,1,14,58,1,21,0,0,,
"Memcpy DtoH [sync]",2222122541,1390596,,,,,,,,,,4169764,2998544508
"Memcpy HtoD [sync]",2225144982,1261669,,,,,,,,,,4169764,3304958749
"Memcpy HtoD [sync]",2226789596,1294724,,,,,,,,,,4169764,3220581374
"matrixMulKernel(matrix, matrix, matrix)",2228171232,41014246,103,21,1,10,49,1,21,0,0,,
"Memcpy DtoH [sync]",2269226694,1391717,,,,,,,,,,4169764,2996129241
"Memcpy HtoD [sync]",2272311600,1267972,,,,,,,,,,4169764,3288530030
"Memcpy HtoD [sync]",2273977557,1301925,,,,,,,,,,4169764,3202768208
"matrixMulKernel(matrix, matrix, matrix)",2275349754,142894866,511,86,1,2,12,1,21,0,0,,
"Memcpy DtoH [sync]",2418286284,1390148,,,,,,,,,,4169764,2999510843
"Memcpy HtoD [sync]",2421340662,1262308,,,,,,,,,,4169764,3303285727
"Memcpy HtoD [sync]",2422987483,1308420,,,,,,,,,,4169764,3186869659
"matrixMulKernel(matrix, matrix, matrix)",2424385984,32682474,47,47,1,22,22,1,21,0,0,,
"Memcpy DtoH [sync]",2457108330,1421541,,,,,,,,,,4169764,2933270303
"Memcpy HtoD [sync]",2460234004,1372741,,,,,,,,,,4169764,3037546048
"Memcpy HtoD [sync]",2462020538,1337957,,,,,,,,,,4169764,3116515702
"matrixMulKernel(matrix, matrix, matrix)",2463440575,39358272,93,18,1,11,58,1,21,0,0,,
"Memcpy DtoH [sync]",2502836031,1388165,,,,,,,,,,4169764,3003795658
"Memcpy HtoD [sync]",2505861353,1281956,,,,,,,,,,4169764,3252657657
"Memcpy HtoD [sync]",2507527374,1321829,,,,,,,,,,4169764,3154541169
"matrixMulKernel(matrix, matrix, matrix)",2508912147,33339757,33,171,1,31,6,1,21,0,0,,
"Memcpy DtoH [sync]",2542287392,1390692,,,,,,,,,,4169764,2998337518
"Memcpy HtoD [sync]",2545294025,1263749,,,,,,,,,,4169764,3299519129
"Memcpy HtoD [sync]",2546946447,1299588,,,,,,,,,,4169764,3208527625
"matrixMulKernel(matrix, matrix, matrix)",2548326515,31736872,25,114,1,42,9,1,21,0,0,,
"Memcpy DtoH [sync]",2580104987,1401124,,,,,,,,,,4169764,2976013543
"Memcpy HtoD [sync]",2583161989,1286148,,,,,,,,,,4169764,3242056124
"Memcpy HtoD [sync]",2584830858,1295428,,,,,,,,,,4169764,3218831150
"matrixMulKernel(matrix, matrix, matrix)",2586189679,32319081,49,86,1,21,12,1,21,0,0,,
"Memcpy DtoH [sync]",2618542520,1385157,,,,,,,,,,4169764,3010318685
"Memcpy HtoD [sync]",2621549282,1262244,,,,,,,,,,4169764,3303453215
"Memcpy HtoD [sync]",2623196871,1330725,,,,,,,,,,4169764,3133452817
"matrixMulKernel(matrix, matrix, matrix)",2624587084,93128111,341,20,1,3,52,1,21,0,0,,
"Memcpy DtoH [sync]",2717756219,1394565,,,,,,,,,,4169764,2990010505
"Memcpy HtoD [sync]",2720807429,1264932,,,,,,,,,,4169764,3296433326
"Memcpy HtoD [sync]",2722458955,1297220,,,,,,,,,,4169764,3214384607
"matrixMulKernel(matrix, matrix, matrix)",2723820271,32859979,35,35,1,30,30,1,21,0,0,,
"Memcpy DtoH [sync]",2756717306,1396773,,,,,,,,,,4169764,2985283936
"Memcpy HtoD [sync]",2759874917,1317508,,,,,,,,,,4169764,3164887044
"Memcpy HtoD [sync]",2761626378,1326885,,,,,,,,,,4169764,3142521017
"matrixMulKernel(matrix, matrix, matrix)",2763043887,32155305,22,49,1,47,21,1,21,0,0,,
"Memcpy DtoH [sync]",2795238072,1396804,,,,,,,,,,4169764,2985217682
"Memcpy HtoD [sync]",2798275714,1259620,,,,,,,,,,4169764,3310334862
"Memcpy HtoD [sync]",2799924839,1316772,,,,,,,,,,4169764,3166656034
"matrixMulKernel(matrix, matrix, matrix)",2801307596,264379261,1021,18,1,1,60,1,21,0,0,,
"Memcpy DtoH [sync]",3065731785,1395173,,,,,,,,,,4169764,2988707493
"Memcpy HtoD [sync]",3068851603,1316644,,,,,,,,,,4169764,3166963886
"Memcpy HtoD [sync]",3070581017,1355780,,,,,,,,,,4169764,3075546180
"matrixMulKernel(matrix, matrix, matrix)",3072048254,36252118,73,93,1,14,11,1,21,0,0,,
"Memcpy DtoH [sync]",3108337460,1384772,,,,,,,,,,4169764,3011155627
"Memcpy HtoD [sync]",3111352126,1278660,,,,,,,,,,4169764,3261042028
"Memcpy HtoD [sync]",3113016803,1294596,,,,,,,,,,4169764,3220899801
"matrixMulKernel(matrix, matrix, matrix)",3114379304,32863979,17,86,1,62,12,1,21,0,0,,
"Memcpy DtoH [sync]",3147278547,1393796,,,,,,,,,,4169764,2991660185
"Memcpy HtoD [sync]",3150276444,1315877,,,,,,,,,,4169764,3168809850
"Memcpy HtoD [sync]",3151978178,1446821,,,,,,,,,,4169764,2882017886
"matrixMulKernel(matrix, matrix, matrix)",3153518247,128875396,511,26,1,2,40,1,21,0,0,,
"Memcpy DtoH [sync]",3282439851,1399525,,,,,,,,,,4169764,2979413729
"Memcpy HtoD [sync]",3285545429,1267332,,,,,,,,,,4169764,3290190731
"Memcpy HtoD [sync]",3287205627,1552901,,,,,,,,,,4169764,2685144770
"matrixMulKernel(matrix, matrix, matrix)",3288836160,31575367,20,86,1,53,12,1,21,0,0,,
"Memcpy DtoH [sync]",3320449927,1391748,,,,,,,,,,4169764,2996062505
"Memcpy HtoD [sync]",3323463057,1322244,,,,,,,,,,4169764,3153551084
"Memcpy HtoD [sync]",3325185366,1295877,,,,,,,,,,4169764,3217715878
"matrixMulKernel(matrix, matrix, matrix)",3326549595,31115941,31,54,1,33,19,1,21,0,0,,
"Memcpy DtoH [sync]",3357703488,1422565,,,,,,,,,,4169764,2931158857
"Memcpy HtoD [sync]",3360793930,1381541,,,,,,,,,,4169764,3018197795
"Memcpy HtoD [sync]",3362658384,1406437,,,,,,,,,,4169764,2964771262
"matrixMulKernel(matrix, matrix, matrix)",3364187477,35299699,61,20,1,17,52,1,21,0,0,,
"Memcpy DtoH [sync]",3399525577,1375908,,,,,,,,,,4169764,3030554368
"Memcpy HtoD [sync]",3402539986,1264420,,,,,,,,,,4169764,3297768146
"Memcpy HtoD [sync]",3404215384,1389924,,,,,,,,,,4169764,2999994244
"matrixMulKernel(matrix, matrix, matrix)",3405696093,45272723,114,17,1,9,61,1,21,0,0,,
"Memcpy DtoH [sync]",3451005584,1387365,,,,,,,,,,4169764,3005527745
"Memcpy HtoD [sync]",3454008858,1326276,,,,,,,,,,4169764,3143964001
"Memcpy HtoD [sync]",3455771712,1364836,,,,,,,,,,4169764,3055139225
"matrixMulKernel(matrix, matrix, matrix)",3457244741,63921392,205,17,1,5,63,1,21,0,0,,
"Memcpy DtoH [sync]",3521207381,1397477,,,,,,,,,,4169764,2983780055
"Memcpy HtoD [sync]",3524404927,1314565,,,,,,,,,,4169764,3171972477
"Memcpy HtoD [sync]",3526118629,1275684,,,,,,,,,,4169764,3268649602
"matrixMulKernel(matrix, matrix, matrix)",3527458249,32338090,17,128,1,62,8,1,21,0,0,,
"Memcpy DtoH [sync]",3559833875,1547237,,,,,,,,,,4169764,2694974331
"Memcpy HtoD [sync]",3563048893,1423013,,,,,,,,,,4169764,2930236055
"Memcpy HtoD [sync]",3564904355,1317701,,,,,,,,,,4169764,3164423492
"matrixMulKernel(matrix, matrix, matrix)",3566298600,29794817,22,171,1,48,6,1,21,0,0,,
"Memcpy DtoH [sync]",3596130921,1373701,,,,,,,,,,4169764,3035423283
"Memcpy HtoD [sync]",3599078515,1398596,,,,,,,,,,4169764,2981392768
"Memcpy HtoD [sync]",3600859640,1267301,,,,,,,,,,4169764,3290271214
"matrixMulKernel(matrix, matrix, matrix)",3602191485,32875947,49,27,1,21,38,1,21,0,0,,
"Memcpy DtoH [sync]",3635102760,1377797,,,,,,,,,,4169764,3026399389
"Memcpy HtoD [sync]",3638038706,1251332,,,,,,,,,,4169764,3332260343
"Memcpy HtoD [sync]",3639670967,1285092,,,,,,,,,,4169764,3244720222
"matrixMulKernel(matrix, matrix, matrix)",3641020955,32328298,18,73,1,57,14,1,21,0,0,,
"Memcpy DtoH [sync]",3673394181,1418532,,,,,,,,,,4169764,2939492376
"Memcpy HtoD [sync]",3676429807,1299620,,,,,,,,,,4169764,3208448623
"Memcpy HtoD [sync]",3678118036,1292484,,,,,,,,,,4169764,3226162954
"matrixMulKernel(matrix, matrix, matrix)",3679475769,47302234,25,1021,1,41,1,1,21,0,0,,
"Memcpy DtoH [sync]",3726815539,1362948,,,,,,,,,,4169764,3059371303
"Memcpy HtoD [sync]",3729745916,1248964,,,,,,,,,,4169764,3338578213
"Memcpy HtoD [sync]",3731381058,1290084,,,,,,,,,,4169764,3232164727
"matrixMulKernel(matrix, matrix, matrix)",3732734086,41576968,103,54,1,10,19,1,21,0,0,,
"Memcpy DtoH [sync]",3774345326,1373540,,,,,,,,,,4169764,3035779081
"Memcpy HtoD [sync]",3777305751,1251524,,,,,,,,,,4169764,3331749131
"Memcpy HtoD [sync]",3778938781,1270596,,,,,,,,,,4169764,3281738648
"matrixMulKernel(matrix, matrix, matrix)",3780313345,32648203,21,69,1,51,15,1,21,0,0,,
"Memcpy DtoH [sync]",3812996556,1376772,,,,,,,,,,4169764,3028652529
"Memcpy HtoD [sync]",3815948213,1264676,,,,,,,,,,4169764,3297100601
"Memcpy HtoD [sync]",3817591323,1267204,,,,,,,,,,4169764,3290523072
"matrixMulKernel(matrix, matrix, matrix)",3818920031,33585517,57,21,1,18,49,1,21,0,0,,
"Memcpy DtoH [sync]",3852538604,1372325,,,,,,,,,,4169764,3038466835
"Memcpy HtoD [sync]",3855485910,1267524,,,,,,,,,,4169764,3289692345
"Memcpy HtoD [sync]",3857129691,1268293,,,,,,,,,,4169764,3287697716
"matrixMulKernel(matrix, matrix, matrix)",3858460064,38961407,47,341,1,22,3,1,21,0,0,,
"Memcpy DtoH [sync]",3897453855,1375492,,,,,,,,,,4169764,3031470920
"Memcpy HtoD [sync]",3900412840,1255013,,,,,,,,,,4169764,3322486699
"Memcpy HtoD [sync]",3902046862,1269028,,,,,,,,,,4169764,3285793536
"matrixMulKernel(matrix, matrix, matrix)",3903381938,39335776,93,18,1,11,58,1,21,0,0,,
"Memcpy DtoH [sync]",3942750834,1367589,,,,,,,,,,4169764,3048989133
"Memcpy HtoD [sync]",3945698172,1251428,,,,,,,,,,4169764,3332004717
"Memcpy HtoD [sync]",3947326465,1290212,,,,,,,,,,4169764,3231844069
"matrixMulKernel(matrix, matrix, matrix)",3948682374,32752970,19,73,1,55,14,1,21,0,0,,
"Memcpy DtoH [sync]",3981475601,1422372,,,,,,,,,,4169764,2931556582
"Memcpy HtoD [sync]",3984522042,1276645,,,,,,,,,,4169764,3266189112
"Memcpy HtoD [sync]",3986197760,1323332,,,,,,,,,,4169764,3150958338
"matrixMulKernel(matrix, matrix, matrix)",3987607717,93538448,341,27,1,3,38,1,21,0,0,,
"Memcpy DtoH [sync]",4081181813,1370949,,,,,,,,,,4169764,3041516496
"Memcpy HtoD [sync]",4084138815,1252516,,,,,,,,,,4169764,3329110366
"Memcpy HtoD [sync]",4085771236,1286693,,,,,,,,,,4169764,3240682897
"matrixMulKernel(matrix, matrix, matrix)",4087129385,33042667,57,28,1,18,37,1,21,0,0,,
"Memcpy DtoH [sync]",4120207989,1372420,,,,,,,,,,4169764,3038256510
"Memcpy HtoD [sync]",4123149150,1269924,,,,,,,,,,4169764,3283475231
"Memcpy HtoD [sync]",4124800868,1272804,,,,,,,,,,4169764,3276045644
"matrixMulKernel(matrix, matrix, matrix)",4126131560,41238534,103,29,1,10,36,1,21,0,0,,
"Memcpy DtoH [sync]",4167402286,1377477,,,,,,,,,,4169764,3027102448
"Memcpy HtoD [sync]",4170366968,1254372,,,,,,,,,,4169764,3324184532
"Memcpy HtoD [sync]",4172001277,1291236,,,,,,,,,,4169764,3229281091
"matrixMulKernel(matrix, matrix, matrix)",4173357314,37220345,38,511,1,27,2,1,21,0,0,,
"Memcpy DtoH [sync]",4210613371,1408165,,,,,,,,,,4169764,2961133105
"Memcpy HtoD [sync]",4213599301,1252708,,,,,,,,,,4169764,3328600120
"Memcpy HtoD [sync]",4215233642,1294468,,,,,,,,,,4169764,3221218291
"matrixMulKernel(matrix, matrix, matrix)",4216592943,34313807,21,341,1,50,3,1,21,0,0,,
"Memcpy DtoH [sync]",4250940382,1368197,,,,,,,,,,4169764,3047634222
"Memcpy HtoD [sync]",4253882024,1252004,,,,,,,,,,4169764,3330471787
"Memcpy HtoD [sync]",4255513357,1292837,,,,,,,,,,4169764,3225282073
"matrixMulKernel(matrix, matrix, matrix)",4256867122,100853512,341,18,1,3,59,1,21,0,0,,
"Memcpy DtoH [sync]",4357760858,1373573,,,,,,,,,,4169764,3035706147
"Memcpy HtoD [sync]",4360725988,1254276,,,,,,,,,,4169764,3324438959
"Memcpy HtoD [sync]",4362356137,1273797,,,,,,,,,,4169764,3273491773
"matrixMulKernel(matrix, matrix, matrix)",4363694510,43681966,114,27,1,9,38,1,21,0,0,,
"Memcpy DtoH [sync]",4407409884,1432165,,,,,,,,,,4169764,2911510894
"Memcpy HtoD [sync]",4410482182,1278212,,,,,,,,,,4169764,3262184989
"Memcpy HtoD [sync]",4412170572,1297924,,,,,,,,,,4169764,3212641109
"matrixMulKernel(matrix, matrix, matrix)",4413531888,30968645,43,93,1,24,11,1,21,0,0,,
"Memcpy DtoH [sync]",4444534485,1373733,,,,,,,,,,4169764,3035352575
"Memcpy HtoD [sync]",4447478719,1268420,,,,,,,,,,4169764,3287368537
"Memcpy HtoD [sync]",4449125188,1273092,,,,,,,,,,4169764,3275304534
"matrixMulKernel(matrix, matrix, matrix)",4450461385,50874757,146,33,1,7,31,1,21,0,0,,
"Memcpy DtoH [sync]",4501371214,1454821,,,,,,,,,,4169764,2866169789
"Memcpy HtoD [sync]",4504445016,1311013,,,,,,,,,,4169764,3180566477
"Memcpy HtoD [sync]",4506159838,1339396,,,,,,,,,,4169764,3113167427
"matrixMulKernel(matrix, matrix, matrix)",4507563683,120683849,256,114,1,4,9,1,21,0,0,,
"Memcpy DtoH [sync]",4628282444,1374020,,,,,,,,,,4169764,3034718563
"Memcpy HtoD [sync]",4631230165,1272581,,,,,,,,,,4169764,3276619720
"Memcpy HtoD [sync]",4632882235,1275524,,,,,,,,,,4169764,3269059617
"matrixMulKernel(matrix, matrix, matrix)",4634236959,68645120,256,19,1,4,55,1,21,0,0,,
"Memcpy DtoH [sync]",4702917855,1404805,,,,,,,,,,4169764,2968215517
"Memcpy HtoD [sync]",4705963913,1282212,,,,,,,,,,4169764,3252008248
"Memcpy HtoD [sync]",4707647982,1340453,,,,,,,,,,4169764,3110712572
"matrixMulKernel(matrix, matrix, matrix)",4709052275,32356681,38,30,1,27,35,1,21,0,0,,
"Memcpy DtoH [sync]",4741443805,1375972,,,,,,,,,,4169764,3030413409
"Memcpy HtoD [sync]",4744397990,1254116,,,,,,,,,,4169764,3324863090
"Memcpy HtoD [sync]",4746034059,1276229,,,,,,,,,,4169764,3267253760
"matrixMulKernel(matrix, matrix, matrix)",4747371728,53687407,171,49,1,6,21,1,21,0,0,,
"Memcpy DtoH [sync]",4801094623,1464773,,,,,,,,,,4169764,2846696382
"Memcpy HtoD [sync]",4804188905,1311876,,,,,,,,,,4169764,3178474185
"Memcpy HtoD [sync]",4805890383,1332292,,,,,,,,,,4169764,3129767348
"matrixMulKernel(matrix, matrix, matrix)",4807297619,33310829,45,26,1,23,40,1,21,0,0,,
"Memcpy DtoH [sync]",4840650912,1445892,,,,,,,,,,4169764,2883869611
"Memcpy HtoD [sync]",4843679018,1271588,,,,,,,,,,4169764,3279178476
"Memcpy HtoD [sync]",4845336271,1278340,,,,,,,,,,4169764,3261858347
"matrixMulKernel(matrix, matrix, matrix)",4846680083,107591295,61,1021,1,17,1,1,21,0,0,,
"Memcpy DtoH [sync]",4954307378,1384069,,,,,,,,,,4169764,3012685061
"Memcpy HtoD [sync]",4957269660,1255492,,,,,,,,,,4169764,3321219091
"Memcpy HtoD [sync]",4958904737,1279268,,,,,,,,,,4169764,3259492147
"matrixMulKernel(matrix, matrix, matrix)",4960267301,98006816,341,43,1,3,24,1,21,0,0,,
"Memcpy DtoH [sync]",5058309509,1382916,,,,,,,,,,4169764,3015196873
"Memcpy HtoD [sync]",5061283023,1254756,,,,,,,,,,4169764,3323167213
"Memcpy HtoD [sync]",5062919028,1278148,,,,,,,,,,4169764,3262348335
"matrixMulKernel(matrix, matrix, matrix)",5064282808,31480999,29,103,1,36,10,1,21,0,0,,
"Memcpy DtoH [sync]",5095798111,1466629,,,,,,,,,,4169764,2843093924
"Memcpy HtoD [sync]",5098910217,1432997,,,,,,,,,,4169764,2909820467
"Memcpy HtoD [sync]",5100775247,1321701,,,,,,,,,,4169764,3154846671
