Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec)
"matrixMulKernel(matrix, matrix, matrix)",70047531192,30303471,43,38,1,24,27,1,21,0,0,,
"Memcpy DtoH [sync]",70077873127,1381471,,,,,,,,,,4169764,3018350729
"Memcpy HtoD [sync]",70080942917,1342559,,,,,,,,,,4169764,3105832965
"Memcpy HtoD [sync]",70082685572,1365183,,,,,,,,,,4169764,3054362675
"matrixMulKernel(matrix, matrix, matrix)",70084139939,37031595,73,20,1,14,52,1,21,0,0,,
"Memcpy DtoH [sync]",70121208014,1397727,,,,,,,,,,4169764,2983246370
"Memcpy HtoD [sync]",70124234349,1259007,,,,,,,,,,4169764,3311946637
"Memcpy HtoD [sync]",70125876652,1338303,,,,,,,,,,4169764,3115709970
"matrixMulKernel(matrix, matrix, matrix)",70127284907,37397099,17,114,1,63,9,1,21,0,0,,
"Memcpy DtoH [sync]",70164715766,1535007,,,,,,,,,,4169764,2716446244
"Memcpy HtoD [sync]",70167933844,1401759,,,,,,,,,,4169764,2974665402
"Memcpy HtoD [sync]",70169771507,1324415,,,,,,,,,,4169764,3148381738
"matrixMulKernel(matrix, matrix, matrix)",70171193298,31143663,21,114,1,49,9,1,21,0,0,,
"Memcpy DtoH [sync]",70202375425,1382207,,,,,,,,,,4169764,3016743512
"Memcpy HtoD [sync]",70205396063,1262047,,,,,,,,,,4169764,3303968869
"Memcpy HtoD [sync]",70207064158,1286303,,,,,,,,,,4169764,3241665455
"matrixMulKernel(matrix, matrix, matrix)",70208418653,36425388,86,57,1,12,18,1,21,0,0,,
"Memcpy DtoH [sync]",70244879209,1385087,,,,,,,,,,4169764,3010470822
"Memcpy HtoD [sync]",70247876231,1254079,,,,,,,,,,4169764,3324961186
"Memcpy HtoD [sync]",70249514950,1284063,,,,,,,,,,4169764,3247320419
"matrixMulKernel(matrix, matrix, matrix)",70250863877,25352786,32,38,1,32,27,1,21,0,0,,
"Memcpy DtoH [sync]",70276265527,1395231,,,,,,,,,,4169764,2988583252
"Memcpy HtoD [sync]",70279395605,1284640,,,,,,,,,,4169764,3245861875
"Memcpy HtoD [sync]",70281142900,1354175,,,,,,,,,,4169764,3079191389
"matrixMulKernel(matrix, matrix, matrix)",70282597555,65690491,205,86,1,5,12,1,21,0,0,,
"Memcpy DtoH [sync]",70348326062,1390752,,,,,,,,,,4169764,2998208163
"Memcpy HtoD [sync]",70351351085,1259967,,,,,,,,,,4169764,3309423183
"Memcpy HtoD [sync]",70352994380,1284639,,,,,,,,,,4169764,3245864402
"matrixMulKernel(matrix, matrix, matrix)",70354342315,53140290,73,341,1,14,3,1,21,0,0,,
"Memcpy DtoH [sync]",70407525037,1391935,,,,,,,,,,4169764,2995659998
"Memcpy HtoD [sync]",70410576011,1275776,,,,,,,,,,4169764,3268413890
"Memcpy HtoD [sync]",70412234858,1285856,,,,,,,,,,4169764,3242792349
"matrixMulKernel(matrix, matrix, matrix)",70413586250,30302543,43,38,1,24,27,1,21,0,0,,
"Memcpy DtoH [sync]",70443922809,1387391,,,,,,,,,,4169764,3005471420
"Memcpy HtoD [sync]",70446918967,1267935,,,,,,,,,,4169764,3288625994
"Memcpy HtoD [sync]",70448571894,1285279,,,,,,,,,,4169764,3244248136
"matrixMulKernel(matrix, matrix, matrix)",70449929301,50069316,52,511,1,20,2,1,21,0,0,,
"Memcpy DtoH [sync]",70500040057,1392287,,,,,,,,,,4169764,2994902631
"Memcpy HtoD [sync]",70503081783,1261248,,,,,,,,,,4169764,3306061932
"Memcpy HtoD [sync]",70504727734,1285312,,,,,,,,,,4169764,3244164840
"matrixMulKernel(matrix, matrix, matrix)",70506073206,31684750,30,57,1,35,18,1,21,0,0,,
"Memcpy DtoH [sync]",70537791428,1378975,,,,,,,,,,4169764,3023814064
"Memcpy HtoD [sync]",70540777058,1258655,,,,,,,,,,4169764,3312872868
"Memcpy HtoD [sync]",70542415457,1304544,,,,,,,,,,4169764,3196338337
"matrixMulKernel(matrix, matrix, matrix)",70543782752,32612526,38,32,1,27,32,1,21,0,0,,
"Memcpy DtoH [sync]",70576434574,1434623,,,,,,,,,,4169764,2906522480
"Memcpy HtoD [sync]",70579543052,1295712,,,,,,,,,,4169764,3218125632
"Memcpy HtoD [sync]",70581287723,1377664,,,,,,,,,,4169764,3026691559
"matrixMulKernel(matrix, matrix, matrix)",70582749195,32322957,25,341,1,42,3,1,21,0,0,,
"Memcpy DtoH [sync]",70615109368,1391616,,,,,,,,,,4169764,2996346693
"Memcpy HtoD [sync]",70618124247,1277311,,,,,,,,,,4169764,3264486096
"Memcpy HtoD [sync]",70619785206,1283775,,,,,,,,,,4169764,3248048918
"matrixMulKernel(matrix, matrix, matrix)",70621131989,43579719,114,20,1,9,53,1,21,0,0,,
"Memcpy DtoH [sync]",70664745916,1391456,,,,,,,,,,4169764,2996691235
"Memcpy HtoD [sync]",70667737019,1253535,,,,,,,,,,4169764,3326404129
"Memcpy HtoD [sync]",70669391738,1440543,,,,,,,,,,4169764,2894577947
"matrixMulKernel(matrix, matrix, matrix)",70670918457,32121198,52,25,1,20,41,1,21,0,0,,
"Memcpy DtoH [sync]",70703078535,1388511,,,,,,,,,,4169764,3003047149
"Memcpy HtoD [sync]",70706109349,1278559,,,,,,,,,,4169764,3261299634
"Memcpy HtoD [sync]",70707774436,1287872,,,,,,,,,,4169764,3237716170
"matrixMulKernel(matrix, matrix, matrix)",70709129379,36218860,69,43,1,15,24,1,21,0,0,,
"Memcpy DtoH [sync]",70745383055,1393887,,,,,,,,,,4169764,2991464874
"Memcpy HtoD [sync]",70748383821,1255776,,,,,,,,,,4169764,3320467981
"Memcpy HtoD [sync]",70750025644,1324768,,,,,,,,,,4169764,3147542815
"matrixMulKernel(matrix, matrix, matrix)",70751414156,32784077,38,93,1,27,11,1,21,0,0,,
"Memcpy DtoH [sync]",70784238361,1395775,,,,,,,,,,4169764,2987418459
"Memcpy HtoD [sync]",70787338231,1336608,,,,,,,,,,4169764,3119661112
"Memcpy HtoD [sync]",70789085494,1340544,,,,,,,,,,4169764,3110501408
"matrixMulKernel(matrix, matrix, matrix)",70790511094,38107978,86,38,1,12,27,1,21,0,0,,
"Memcpy DtoH [sync]",70828656448,1386367,,,,,,,,,,4169764,3007691325
"Memcpy HtoD [sync]",70831668479,1258623,,,,,,,,,,4169764,3312957096
"Memcpy HtoD [sync]",70833313534,1284735,,,,,,,,,,4169764,3245621859
"matrixMulKernel(matrix, matrix, matrix)",70834672669,31987342,21,57,1,50,18,1,21,0,0,,
"Memcpy DtoH [sync]",70866695051,1380511,,,,,,,,,,4169764,3020449674
"Memcpy HtoD [sync]",70869680745,1257855,,,,,,,,,,4169764,3314979866
"Memcpy HtoD [sync]",70871343720,1456095,,,,,,,,,,4169764,2863662055
"matrixMulKernel(matrix, matrix, matrix)",70872886631,31451087,21,103,1,50,10,1,21,0,0,,
"Memcpy DtoH [sync]",70904377782,1387391,,,,,,,,,,4169764,3005471420
"Memcpy HtoD [sync]",70907416660,1262079,,,,,,,,,,4169764,3303885097
"Memcpy HtoD [sync]",70909066419,1296543,,,,,,,,,,4169764,3216063022
"matrixMulKernel(matrix, matrix, matrix)",70910428434,37024843,86,128,1,12,8,1,21,0,0,,
"Memcpy DtoH [sync]",70947488189,1388608,,,,,,,,,,4169764,3002837373
"Memcpy HtoD [sync]",70950476412,1271551,,,,,,,,,,4169764,3279273894
"Memcpy HtoD [sync]",70952131611,1283263,,,,,,,,,,4169764,3249344834
"matrixMulKernel(matrix, matrix, matrix)",70953478874,35437932,69,32,1,15,32,1,21,0,0,,
"Memcpy DtoH [sync]",70988964006,1405407,,,,,,,,,,4169764,2966944095
"Memcpy HtoD [sync]",70992099460,1297760,,,,,,,,,,4169764,3213047096
"Memcpy HtoD [sync]",70993800803,1309536,,,,,,,,,,4169764,3184153776
"matrixMulKernel(matrix, matrix, matrix)",70995213731,31681774,18,61,1,58,17,1,21,0,0,,
"Memcpy DtoH [sync]",71026930417,1383455,,,,,,,,,,4169764,3014022140
"Memcpy HtoD [sync]",71029929935,1280991,,,,,,,,,,4169764,3255107959
"Memcpy HtoD [sync]",71031595726,1283487,,,,,,,,,,4169764,3248777743
"matrixMulKernel(matrix, matrix, matrix)",71032950765,41455113,103,27,1,10,39,1,21,0,0,,
"Memcpy DtoH [sync]",71074444758,1414303,,,,,,,,,,4169764,2948281945
"Memcpy HtoD [sync]",71077606260,1289855,,,,,,,,,,4169764,3232738563
"Memcpy HtoD [sync]",71079308947,1400415,,,,,,,,,,4169764,2977520235
"matrixMulKernel(matrix, matrix, matrix)",71080825778,31882446,27,61,1,39,17,1,21,0,0,,
"Memcpy DtoH [sync]",71112748160,1383488,,,,,,,,,,4169764,3013950247
"Memcpy HtoD [sync]",71115784959,1259807,,,,,,,,,,4169764,3309843491
"Memcpy HtoD [sync]",71117430142,1285183,,,,,,,,,,4169764,3244490473
"matrixMulKernel(matrix, matrix, matrix)",71118778749,31702030,37,49,1,28,21,1,21,0,0,,
"Memcpy DtoH [sync]",71150515371,1390239,,,,,,,,,,4169764,2999314506
"Memcpy HtoD [sync]",71153509673,1255520,,,,,,,,,,4169764,3321145023
"Memcpy HtoD [sync]",71155167465,1284479,,,,,,,,,,4169764,3246268720
"matrixMulKernel(matrix, matrix, matrix)",71156520296,32203086,22,79,1,47,13,1,21,0,0,,
"Memcpy DtoH [sync]",71188762454,1416095,,,,,,,,,,4169764,2944551036
"Memcpy HtoD [sync]",71191842740,1336543,,,,,,,,,,4169764,3119812830
"Memcpy HtoD [sync]",71193589331,1332383,,,,,,,,,,4169764,3129553589
"matrixMulKernel(matrix, matrix, matrix)",71195019698,39718762,21,1021,1,50,1,1,21,0,0,,
"Memcpy DtoH [sync]",71234774716,1395295,,,,,,,,,,4169764,2988446170
"Memcpy HtoD [sync]",71237785818,1254783,,,,,,,,,,4169764,3323095706
"Memcpy HtoD [sync]",71239482553,1283519,,,,,,,,,,4169764,3248696746
"matrixMulKernel(matrix, matrix, matrix)",71240831256,34626285,61,31,1,17,33,1,21,0,0,,
"Memcpy DtoH [sync]",71275491973,1383135,,,,,,,,,,4169764,3014719459
"Memcpy HtoD [sync]",71278664451,1323679,,,,,,,,,,4169764,3150132320
"Memcpy HtoD [sync]",71280412546,1349567,,,,,,,,,,4169764,3089705068
"matrixMulKernel(matrix, matrix, matrix)",71281856673,32064974,35,128,1,30,8,1,21,0,0,,
"Memcpy DtoH [sync]",71313962191,1388351,,,,,,,,,,4169764,3003393234
"Memcpy HtoD [sync]",71316992430,1258783,,,,,,,,,,4169764,3312535997
"Memcpy HtoD [sync]",71318641773,1307455,,,,,,,,,,4169764,3189221808
"matrixMulKernel(matrix, matrix, matrix)",71320014860,98997128,341,45,1,3,23,1,21,0,0,,
"Memcpy DtoH [sync]",71419053204,1389311,,,,,,,,,,4169764,3001317919
"Memcpy HtoD [sync]",71422085330,1289760,,,,,,,,,,4169764,3232976677
"Memcpy HtoD [sync]",71423762033,1288256,,,,,,,,,,4169764,3236751080
"matrixMulKernel(matrix, matrix, matrix)",71425131761,57072352,171,47,1,6,22,1,21,0,0,,
"Memcpy DtoH [sync]",71482242673,1372351,,,,,,,,,,4169764,3038409269
"Memcpy HtoD [sync]",71485539727,1319423,,,,,,,,,,4169764,3160293552
"Memcpy HtoD [sync]",71487290574,1329087,,,,,,,,,,4169764,3137314562
"matrixMulKernel(matrix, matrix, matrix)",71488692109,31883918,27,69,1,38,15,1,21,0,0,,
"Memcpy DtoH [sync]",71520616187,1399551,,,,,,,,,,4169764,2979358379
"Memcpy HtoD [sync]",71523666329,1254304,,,,,,,,,,4169764,3324364747
"Memcpy HtoD [sync]",71525306840,1288096,,,,,,,,,,4169764,3237153131
"matrixMulKernel(matrix, matrix, matrix)",71526656344,31414990,18,103,1,60,10,1,21,0,0,,
"Memcpy DtoH [sync]",71558105350,1381599,,,,,,,,,,4169764,3018071090
"Memcpy HtoD [sync]",71561094080,1257216,,,,,,,,,,4169764,3316664757
"Memcpy HtoD [sync]",71562738783,1342848,,,,,,,,,,4169764,3105164545
"matrixMulKernel(matrix, matrix, matrix)",71564149791,33061488,40,128,1,26,8,1,21,0,0,,
"Memcpy DtoH [sync]",71597249167,1388607,,,,,,,,,,4169764,3002839536
"Memcpy HtoD [sync]",71600302637,1275807,,,,,,,,,,4169764,3268334473
"Memcpy HtoD [sync]",71601963852,1310336,,,,,,,,,,4169764,3182209753
"matrixMulKernel(matrix, matrix, matrix)",71603338860,32210992,19,128,1,55,8,1,21,0,0,,
"Memcpy DtoH [sync]",71635587196,1411999,,,,,,,,,,4169764,2953092742
"Memcpy HtoD [sync]",71638732634,1465344,,,,,,,,,,4169764,2845587111
"Memcpy HtoD [sync]",71640636473,1468032,,,,,,,,,,4169764,2840376776
"matrixMulKernel(matrix, matrix, matrix)",71642202041,32258640,52,37,1,20,28,1,21,0,0,,
"Memcpy DtoH [sync]",71674502313,1397983,,,,,,,,,,4169764,2982700075
"Memcpy HtoD [sync]",71677798503,1327072,,,,,,,,,,4169764,3142078199
"Memcpy HtoD [sync]",71679587367,1438463,,,,,,,,,,4169764,2898763471
"matrixMulKernel(matrix, matrix, matrix)",71681143398,32928144,21,93,1,51,11,1,21,0,0,,
"Memcpy DtoH [sync]",71714111638,1369567,,,,,,,,,,4169764,3044585624
"Memcpy HtoD [sync]",71717116724,1260032,,,,,,,,,,4169764,3309252463
"Memcpy HtoD [sync]",71718763892,1309631,,,,,,,,,,4169764,3183922799
"matrixMulKernel(matrix, matrix, matrix)",71720137587,31928816,28,79,1,37,13,1,21,0,0,,
"Memcpy DtoH [sync]",71752101155,1382240,,,,,,,,,,4169764,3016671489
"Memcpy HtoD [sync]",71755097762,1258015,,,,,,,,,,4169764,3314558252
"Memcpy HtoD [sync]",71756744737,1289471,,,,,,,,,,4169764,3233701261
"matrixMulKernel(matrix, matrix, matrix)",71758094848,34135824,18,511,1,59,2,1,21,0,0,,
"Memcpy DtoH [sync]",71792275312,1386815,,,,,,,,,,4169764,3006719713
"Memcpy HtoD [sync]",71795357518,1344512,,,,,,,,,,4169764,3101321520
"Memcpy HtoD [sync]",71797112557,1342208,,,,,,,,,,4169764,3106645169
"matrixMulKernel(matrix, matrix, matrix)",71798535725,268484317,1021,64,1,1,16,1,21,0,0,,
"Memcpy DtoH [sync]",72067061482,1377632,,,,,,,,,,4169764,3026761863
"Memcpy HtoD [sync]",72070067017,1272511,,,,,,,,,,4169764,3276799964
"Memcpy HtoD [sync]",72071727752,1292351,,,,,,,,,,4169764,3226494969
"matrixMulKernel(matrix, matrix, matrix)",72073089255,31729809,41,45,1,25,23,1,21,0,0,,
"Memcpy DtoH [sync]",72104856984,1393087,,,,,,,,,,4169764,2993182766
"Memcpy HtoD [sync]",72107851830,1256800,,,,,,,,,,4169764,3317762571
"Memcpy HtoD [sync]",72109492822,1290143,,,,,,,,,,4169764,3232016915
"matrixMulKernel(matrix, matrix, matrix)",72110850613,31715952,33,52,1,31,20,1,21,0,0,,
"Memcpy DtoH [sync]",72142600293,1441440,,,,,,,,,,4169764,2892776667
"Memcpy HtoD [sync]",72145631364,1257535,,,,,,,,,,4169764,3315823416
"Memcpy HtoD [sync]",72147292419,1290720,,,,,,,,,,4169764,3230572083
"matrixMulKernel(matrix, matrix, matrix)",72148653059,53726949,171,28,1,6,37,1,21,0,0,,
"Memcpy DtoH [sync]",72202417992,1401120,,,,,,,,,,4169764,2976022039
"Memcpy HtoD [sync]",72205443751,1260383,,,,,,,,,,4169764,3308330880
"Memcpy HtoD [sync]",72207110406,1287999,,,,,,,,,,4169764,3237396923
"matrixMulKernel(matrix, matrix, matrix)",72208466917,33026896,24,205,1,43,5,1,21,0,0,,
"Memcpy DtoH [sync]",72241527221,1385504,,,,,,,,,,4169764,3009564750
"Memcpy HtoD [sync]",72244543380,1258239,,,,,,,,,,4169764,3313968172
"Memcpy HtoD [sync]",72246184819,1311551,,,,,,,,,,4169764,3179261805
"matrixMulKernel(matrix, matrix, matrix)",72247572370,33779408,25,511,1,42,2,1,21,0,0,,
"Memcpy DtoH [sync]",72281385570,1411711,,,,,,,,,,4169764,2953695196
"Memcpy HtoD [sync]",72284554016,1312320,,,,,,,,,,4169764,3177398805
"Memcpy HtoD [sync]",72286281760,1351519,,,,,,,,,,4169764,3085242604
"matrixMulKernel(matrix, matrix, matrix)",72287704511,28948786,22,52,1,48,20,1,21,0,0,,
"Memcpy DtoH [sync]",72316690769,1390847,,,,,,,,,,4169764,2998003374
"Memcpy HtoD [sync]",72319679631,1259232,,,,,,,,,,4169764,3311354857
"Memcpy HtoD [sync]",72321325103,1292031,,,,,,,,,,4169764,3227294081
"matrixMulKernel(matrix, matrix, matrix)",72322679854,31920976,30,128,1,35,8,1,21,0,0,,
"Memcpy DtoH [sync]",72354635902,1390400,,,,,,,,,,4169764,2998967203
"Memcpy HtoD [sync]",72357625917,1258527,,,,,,,,,,4169764,3313209807
"Memcpy HtoD [sync]",72359288732,1299999,,,,,,,,,,4169764,3207513236
"matrixMulKernel(matrix, matrix, matrix)",72360652699,32085617,35,128,1,30,8,1,21,0,0,,
"Memcpy DtoH [sync]",72392776140,1416063,,,,,,,,,,4169764,2944617577
"Memcpy HtoD [sync]",72395888426,1278528,,,,,,,,,,4169764,3261378710
"Memcpy HtoD [sync]",72397552873,1348544,,,,,,,,,,4169764,3092048906
"matrixMulKernel(matrix, matrix, matrix)",72399001097,31959952,23,103,1,46,10,1,21,0,0,,
"Memcpy DtoH [sync]",72430996505,1383840,,,,,,,,,,4169764,3013183605
"Memcpy HtoD [sync]",72433985368,1277215,,,,,,,,,,4169764,3264731466
"Memcpy HtoD [sync]",72435648087,1290655,,,,,,,,,,4169764,3230734781
"matrixMulKernel(matrix, matrix, matrix)",72437002774,94263698,341,35,1,3,30,1,21,0,0,,
"Memcpy DtoH [sync]",72531305224,1393152,,,,,,,,,,4169764,2993043113
"Memcpy HtoD [sync]",72534317031,1271903,,,,,,,,,,4169764,3278366353
"Memcpy HtoD [sync]",72535975398,1292192,,,,,,,,,,4169764,3226891978
"matrixMulKernel(matrix, matrix, matrix)",72537335846,35716974,69,24,1,15,43,1,21,0,0,,
"Memcpy DtoH [sync]",72573086452,1389055,,,,,,,,,,4169764,3001871056
"Memcpy HtoD [sync]",72576071859,1256351,,,,,,,,,,4169764,3318948287
"Memcpy HtoD [sync]",72577711634,1289343,,,,,,,,,,4169764,3234022288
"matrixMulKernel(matrix, matrix, matrix)",72579083953,34777775,41,341,1,25,3,1,21,0,0,,
"Memcpy DtoH [sync]",72613898112,1394752,,,,,,,,,,4169764,2989609622
"Memcpy HtoD [sync]",72616885951,1260767,,,,,,,,,,4169764,3307323240
"Memcpy HtoD [sync]",72618530238,1312255,,,,,,,,,,4169764,3177556191
"matrixMulKernel(matrix, matrix, matrix)",72619906205,235173742,256,511,1,4,2,1,21,0,0,,
"Memcpy DtoH [sync]",72855124875,1391327,,,,,,,,,,4169764,2996969080
"Memcpy HtoD [sync]",72858172938,1280095,,,,,,,,,,4169764,3257386365
"Memcpy HtoD [sync]",72859838505,1292191,,,,,,,,,,4169764,3226894476
"matrixMulKernel(matrix, matrix, matrix)",72861197448,69555582,256,21,1,4,51,1,21,0,0,,
"Memcpy DtoH [sync]",72930795174,1389376,,,,,,,,,,4169764,3001177507
"Memcpy HtoD [sync]",72933821509,1281951,,,,,,,,,,4169764,3252670343
"Memcpy HtoD [sync]",72935490340,1294751,,,,,,,,,,4169764,3220514214
"matrixMulKernel(matrix, matrix, matrix)",72936849283,32767536,47,31,1,22,33,1,21,0,0,,
"Memcpy DtoH [sync]",72969650931,1381632,,,,,,,,,,4169764,3017999004
"Memcpy HtoD [sync]",72972621682,1256159,,,,,,,,,,4169764,3319455578
"Memcpy HtoD [sync]",72974268625,1314783,,,,,,,,,,4169764,3171446542
"matrixMulKernel(matrix, matrix, matrix)",72975644720,30005970,26,86,1,40,12,1,21,0,0,,
"Memcpy DtoH [sync]",73005691074,1360799,,,,,,,,,,4169764,3064202722
"Memcpy HtoD [sync]",73008746592,1291520,,,,,,,,,,4169764,3228570986
"Memcpy HtoD [sync]",73010455584,1369695,,,,,,,,,,4169764,3044301103
"matrixMulKernel(matrix, matrix, matrix)",73011915455,32076112,21,205,1,51,5,1,21,0,0,,
"Memcpy DtoH [sync]",73044027247,1379072,,,,,,,,,,4169764,3023601378
"Memcpy HtoD [sync]",73047005390,1257183,,,,,,,,,,4169764,3316751817
"Memcpy HtoD [sync]",73048655629,1291295,,,,,,,,,,4169764,3229133544
"matrixMulKernel(matrix, matrix, matrix)",73050013900,32238353,52,33,1,20,31,1,21,0,0,,
"Memcpy DtoH [sync]",73082286813,1388191,,,,,,,,,,4169764,3003739398
"Memcpy HtoD [sync]",73085260059,1256960,,,,,,,,,,4169764,3317340249
"Memcpy HtoD [sync]",73086900410,1386560,,,,,,,,,,4169764,3007272674
"matrixMulKernel(matrix, matrix, matrix)",73088381050,344904760,1021,23,1,1,46,1,21,0,0,,
"Memcpy DtoH [sync]",73433335090,1389119,,,,,,,,,,4169764,3001732752
"Memcpy HtoD [sync]",73436381712,1260864,,,,,,,,,,4169764,3307068803
"Memcpy HtoD [sync]",73438036848,1315103,,,,,,,,,,4169764,3170674844
"matrixMulKernel(matrix, matrix, matrix)",73439421519,71803645,256,23,1,4,46,1,21,0,0,,
"Memcpy DtoH [sync]",73511264716,1385631,,,,,,,,,,4169764,3009288908
"Memcpy HtoD [sync]",73514333515,1279615,,,,,,,,,,4169764,3258608253
"Memcpy HtoD [sync]",73516012170,1292767,,,,,,,,,,4169764,3225456714
"matrixMulKernel(matrix, matrix, matrix)",73517367785,32398544,19,171,1,55,6,1,21,0,0,,
"Memcpy DtoH [sync]",73549800441,1323680,,,,,,,,,,4169764,3150129940
"Memcpy HtoD [sync]",73552788024,1260767,,,,,,,,,,4169764,3307323240
"Memcpy HtoD [sync]",73554433623,1311295,,,,,,,,,,4169764,3179882482
"matrixMulKernel(matrix, matrix, matrix)",73555809206,39703181,93,31,1,11,33,1,21,0,0,,
"Memcpy DtoH [sync]",73595552515,1395391,,,,,,,,,,4169764,2988240571
"Memcpy HtoD [sync]",73598653026,1392767,,,,,,,,,,4169764,2993870475
"Memcpy HtoD [sync]",73600496001,1320447,,,,,,,,,,4169764,3157842760
"matrixMulKernel(matrix, matrix, matrix)",73601902560,36397326,21,511,1,49,2,1,21,0,0,,
"Memcpy DtoH [sync]",73638351918,1384384,,,,,,,,,,4169764,3011999560
"Memcpy HtoD [sync]",73641391853,1263775,,,,,,,,,,4169764,3299451247
"Memcpy HtoD [sync]",73643107884,1297151,,,,,,,,,,4169764,3214555591
"matrixMulKernel(matrix, matrix, matrix)",73644472971,28679602,64,17,1,16,63,1,21,0,0,,
"Memcpy DtoH [sync]",73673188349,1389056,,,,,,,,,,4169764,3001868895
"Memcpy HtoD [sync]",73676167484,1259039,,,,,,,,,,4169764,3311862460
"Memcpy HtoD [sync]",73677813275,1315327,,,,,,,,,,4169764,3170134879
"matrixMulKernel(matrix, matrix, matrix)",73679195898,36529359,17,205,1,62,5,1,21,0,0,,
"Memcpy DtoH [sync]",73715765513,1397439,,,,,,,,,,4169764,2983861191
"Memcpy HtoD [sync]",73718799847,1272896,,,,,,,,,,4169764,3275808864
"Memcpy HtoD [sync]",73720455462,1291712,,,,,,,,,,4169764,3228091091
"matrixMulKernel(matrix, matrix, matrix)",73721813510,46642505,25,1021,1,42,1,1,21,0,0,,
"Memcpy DtoH [sync]",73768489551,1384575,,,,,,,,,,4169764,3011584060
"Memcpy HtoD [sync]",73771470862,1260607,,,,,,,,,,4169764,3307743015
"Memcpy HtoD [sync]",73773115565,1291071,,,,,,,,,,4169764,3229693796
"matrixMulKernel(matrix, matrix, matrix)",73774469676,55248261,171,23,1,6,45,1,21,0,0,,
"Memcpy DtoH [sync]",73829758577,1386080,,,,,,,,,,4169764,3008314094
"Memcpy HtoD [sync]",73832789968,1265247,,,,,,,,,,4169764,3295612635
"Memcpy HtoD [sync]",73834444463,1315007,,,,,,,,,,4169764,3170906314
"matrixMulKernel(matrix, matrix, matrix)",73835824110,38381902,79,52,1,13,20,1,21,0,0,,
"Memcpy DtoH [sync]",73874239932,1389951,,,,,,,,,,4169764,2999935968
"Memcpy HtoD [sync]",73877224378,1260256,,,,,,,,,,4169764,3308664271
"Memcpy HtoD [sync]",73878867833,1313920,,,,,,,,,,4169764,3173529590
"matrixMulKernel(matrix, matrix, matrix)",73880261017,33671055,54,20,1,19,52,1,21,0,0,,
"Memcpy DtoH [sync]",73913971176,1390592,,,,,,,,,,4169764,2998553134
"Memcpy HtoD [sync]",73917030759,1265631,,,,,,,,,,4169764,3294612726
"Memcpy HtoD [sync]",73918688358,1311647,,,,,,,,,,4169764,3179029113
"matrixMulKernel(matrix, matrix, matrix)",73920068677,26056404,32,205,1,32,5,1,21,0,0,,
"Memcpy DtoH [sync]",73946158777,1381279,,,,,,,,,,4169764,3018770284
"Memcpy HtoD [sync]",73949122071,1257664,,,,,,,,,,4169764,3315483308
"Memcpy HtoD [sync]",73950767862,1315968,,,,,,,,,,4169764,3168590725
"matrixMulKernel(matrix, matrix, matrix)",73952154902,31703760,27,45,1,38,23,1,21,0,0,,
"Memcpy DtoH [sync]",73983893190,1392800,,,,,,,,,,4169764,2993799540
"Memcpy HtoD [sync]",73986874597,1269503,,,,,,,,,,4169764,3284564116
"Memcpy HtoD [sync]",73988525828,1306495,,,,,,,,,,4169764,3191565218
"matrixMulKernel(matrix, matrix, matrix)",73989901635,31225073,21,146,1,50,7,1,21,0,0,,
"Memcpy DtoH [sync]",74021165812,1397439,,,,,,,,,,4169764,2983861191
"Memcpy HtoD [sync]",74024215987,1275231,,,,,,,,,,4169764,3269810724
"Memcpy HtoD [sync]",74025876594,1315199,,,,,,,,,,4169764,3170443408
"matrixMulKernel(matrix, matrix, matrix)",74027255377,33543312,40,35,1,26,30,1,21,0,0,,
"Memcpy DtoH [sync]",74060833761,1390527,,,,,,,,,,4169764,2998693301
"Memcpy HtoD [sync]",74063846975,1260800,,,,,,,,,,4169764,3307236675
"Memcpy HtoD [sync]",74065490687,1292895,,,,,,,,,,4169764,3225137385
"matrixMulKernel(matrix, matrix, matrix)",74066845918,32038384,31,43,1,34,24,1,21,0,0,,
"Memcpy DtoH [sync]",74098925934,1383840,,,,,,,,,,4169764,3013183605
"Memcpy HtoD [sync]",74102180909,1370015,,,,,,,,,,4169764,3043590033
"Memcpy HtoD [sync]",74103999820,1315903,,,,,,,,,,4169764,3168747240
"matrixMulKernel(matrix, matrix, matrix)",74105409739,30963569,43,27,1,24,39,1,21,0,0,,
"Memcpy DtoH [sync]",74136411772,1388415,,,,,,,,,,4169764,3003254790
"Memcpy HtoD [sync]",74139417659,1259967,,,,,,,,,,4169764,3309423183
"Memcpy HtoD [sync]",74141065466,1293663,,,,,,,,,,4169764,3223222740
"matrixMulKernel(matrix, matrix, matrix)",74142423353,108710315,256,103,1,4,10,1,21,0,0,,
"Memcpy DtoH [sync]",74251173636,1390432,,,,,,,,,,4169764,2998898184
"Memcpy HtoD [sync]",74254213123,1287775,,,,,,,,,,4169764,3237960047
"Memcpy HtoD [sync]",74255891010,1293503,,,,,,,,,,4169764,3223621437
"matrixMulKernel(matrix, matrix, matrix)",74257249505,238909996,511,61,1,2,17,1,21,0,0,,
"Memcpy DtoH [sync]",74496205645,1364224,,,,,,,,,,4169764,3056509781
"Memcpy HtoD [sync]",74499412140,1333599,,,,,,,,,,4169764,3126700005
"Memcpy HtoD [sync]",74501180267,1306751,,,,,,,,,,4169764,3190939972
