Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Global Memory Load Efficiency(%),Achieved Occupancy,Global Memory Store Efficiency(%)
"matrixMulKernel(matrix, matrix, matrix)",45849795461,119842403,85,16,1,24,32,1,21,0,0,24.24,0.25,12.5
"matrixMulKernel(matrix, matrix, matrix)",45972515436,135264278,66,16,1,31,32,1,21,0,0,136.122,0.745,68.579
"matrixMulKernel(matrix, matrix, matrix)",46110550894,135843568,76,16,1,27,32,1,21,0,0,125.368,0.868,69.102
"matrixMulKernel(matrix, matrix, matrix)",46249090799,140163223,114,16,1,18,32,1,21,0,0,135.622,0.871,63.385
"matrixMulKernel(matrix, matrix, matrix)",46391862140,250318833,408,16,1,5,32,1,21,0,0,127.922,0.753,67.049
"matrixMulKernel(matrix, matrix, matrix)",46644865374,136005734,66,16,1,31,32,1,21,0,0,136.009,0.99,82.002
"matrixMulKernel(matrix, matrix, matrix)",46783533015,166654745,255,16,1,8,32,1,21,0,0,91.859,0.873,38.825
"matrixMulKernel(matrix, matrix, matrix)",46952872417,154833500,157,16,1,13,32,1,21,0,0,138.368,0.842,59.199
"matrixMulKernel(matrix, matrix, matrix)",47110351121,169678965,204,16,1,10,32,1,21,0,0,138.473,0.923,65.586
"matrixMulKernel(matrix, matrix, matrix)",47282670042,169633559,204,16,1,10,32,1,21,0,0,138.368,0.84,59.199
"matrixMulKernel(matrix, matrix, matrix)",47455088102,148600784,136,16,1,15,32,1,21,0,0,137.357,0.786,61.818
"matrixMulKernel(matrix, matrix, matrix)",47606387399,130195995,73,16,1,28,32,1,21,0,0,125.368,0.868,69.102
"matrixMulKernel(matrix, matrix, matrix)",47739404843,136600155,71,16,1,29,32,1,21,0,0,135.699,0.8,57.431
"matrixMulKernel(matrix, matrix, matrix)",47878666105,135269137,89,16,1,23,32,1,21,0,0,131.347,0.84,54.424
"matrixMulKernel(matrix, matrix, matrix)",48016573759,140153557,114,16,1,18,32,1,21,0,0,85.288,0.93,36.377
"matrixMulKernel(matrix, matrix, matrix)",48159365640,166388717,255,16,1,8,32,1,21,0,0,127.922,0.759,67.049
"matrixMulKernel(matrix, matrix, matrix)",48328394346,134362828,102,16,1,20,32,1,21,0,0,130.949,0.688,66.085
"matrixMulKernel(matrix, matrix, matrix)",48465387628,180455004,227,16,1,9,32,1,21,0,0,135.699,0.799,57.431
"matrixMulKernel(matrix, matrix, matrix)",48648656369,140462912,108,16,1,19,32,1,21,0,0,63.538,0.7,28.738
"matrixMulKernel(matrix, matrix, matrix)",48791924987,136931782,71,16,1,29,32,1,21,0,0,104.796,0.853,43.233
"matrixMulKernel(matrix, matrix, matrix)",48931520404,250326595,408,16,1,5,32,1,21,0,0,118.361,0.943,69.653
"matrixMulKernel(matrix, matrix, matrix)",49184525673,165816083,186,16,1,11,32,1,21,0,0,127.922,0.759,67.049
"matrixMulKernel(matrix, matrix, matrix)",49352985328,135299056,66,16,1,31,32,1,21,0,0,123.798,0.907,50.658
"matrixMulKernel(matrix, matrix, matrix)",49490912117,119846267,85,16,1,24,32,1,21,0,0,24.24,0.25,12.5
"matrixMulKernel(matrix, matrix, matrix)",49613396229,102538046,64,16,1,32,32,1,21,0,0,133.356,0.677,65.86
"matrixMulKernel(matrix, matrix, matrix)",49718558201,219084784,340,16,1,6,32,1,21,0,0,137.357,0.786,61.818
"matrixMulKernel(matrix, matrix, matrix)",49940293341,135668791,71,16,1,29,32,1,21,0,0,85.288,0.925,36.377
"matrixMulKernel(matrix, matrix, matrix)",50078590090,134324942,102,16,1,20,32,1,21,0,0,130.371,0.891,53.314
"matrixMulKernel(matrix, matrix, matrix)",50215544622,148646957,136,16,1,15,32,1,21,0,0,138.368,0.841,59.199
"matrixMulKernel(matrix, matrix, matrix)",50366823344,120093451,128,16,1,16,32,1,21,0,0,135.699,0.798,57.431
"matrixMulKernel(matrix, matrix, matrix)",50489553424,148577521,136,16,1,15,32,1,21,0,0,133.356,0.677,65.86
"matrixMulKernel(matrix, matrix, matrix)",50640754103,169713557,204,16,1,10,32,1,21,0,0,138.368,0.845,59.199
"matrixMulKernel(matrix, matrix, matrix)",50813104193,130138271,73,16,1,28,32,1,21,0,0,135.699,0.799,57.431
"matrixMulKernel(matrix, matrix, matrix)",50945874101,134359468,102,16,1,20,32,1,21,0,0,24.24,0.25,12.5
"matrixMulKernel(matrix, matrix, matrix)",51082866998,166631102,255,16,1,8,32,1,21,0,0,137.355,0.907,59.822
"matrixMulKernel(matrix, matrix, matrix)",51252148360,140473215,108,16,1,19,32,1,21,0,0,133.312,0.962,64.75
"matrixMulKernel(matrix, matrix, matrix)",51395233726,102671222,64,16,1,32,32,1,21,0,0,138.473,0.922,65.586
"matrixMulKernel(matrix, matrix, matrix)",51500524426,140461888,108,16,1,19,32,1,21,0,0,124.74,0.8,67.957
"matrixMulKernel(matrix, matrix, matrix)",51643592321,180159119,227,16,1,9,32,1,21,0,0,24.24,0.25,12.5
