Name,Start Time(ns),Duration(ns),GridX,GridY,GridZ,BlockX,BlockY,BlockZ,Registers/Thread,Static Shared Memory,Dynamic Shared Memory,Size(bytes),Throughput(bytes/sec)
"Memcpy HtoD [sync]",498195288232,512201,,,,,,,,,,4169764,8140874383
"Memcpy HtoD [sync]",498195912203,516232,,,,,,,,,,4169764,8077306327
"matrixMulKernel(matrix, matrix, matrix)",498196443027,168806286,93,22,1,11,47,1,21,0,0,,
"Memcpy DtoH [sync]",498365272031,547239,,,,,,,,,,4169764,7619639682
"Memcpy HtoD [sync]",498366457416,490249,,,,,,,,,,4169764,8505400316
"Memcpy HtoD [sync]",498367077995,494665,,,,,,,,,,4169764,8429470449
"matrixMulKernel(matrix, matrix, matrix)",498367589172,134805532,24,73,1,44,14,1,21,0,0,,
"Memcpy DtoH [sync]",498502416815,545287,,,,,,,,,,4169764,7646916211
"Memcpy HtoD [sync]",498503611896,485417,,,,,,,,,,4169764,8590065860
"Memcpy HtoD [sync]",498504201948,490313,,,,,,,,,,4169764,8504290116
"matrixMulKernel(matrix, matrix, matrix)",498504708037,139476835,52,45,1,20,23,1,21,0,0,,
"Memcpy DtoH [sync]",498644204935,544262,,,,,,,,,,4169764,7661317527
"Memcpy HtoD [sync]",498645380592,482090,,,,,,,,,,4169764,8649347632
"Memcpy HtoD [sync]",498645966261,491017,,,,,,,,,,4169764,8492097014
"matrixMulKernel(matrix, matrix, matrix)",498646469917,165965170,93,17,1,11,61,1,21,0,0,,
"Memcpy DtoH [sync]",498812456142,544775,,,,,,,,,,4169764,7654103070
"Memcpy HtoD [sync]",498813627160,480170,,,,,,,,,,4169764,8683932773
"Memcpy HtoD [sync]",498814209885,485065,,,,,,,,,,4169764,8596299465
"matrixMulKernel(matrix, matrix, matrix)",498814710821,96368794,16,146,1,64,7,1,21,0,0,,
"Memcpy DtoH [sync]",498911098623,543046,,,,,,,,,,4169764,7678472910
"Memcpy HtoD [sync]",498912260520,482378,,,,,,,,,,4169764,8644183607
"Memcpy HtoD [sync]",498912843245,473770,,,,,,,,,,4169764,8801241108
"matrixMulKernel(matrix, matrix, matrix)",498913325175,690811938,511,47,1,2,22,1,21,0,0,,
"Memcpy DtoH [sync]",499604159704,557670,,,,,,,,,,4169764,7477117291
"Memcpy HtoD [sync]",499605345664,487050,,,,,,,,,,4169764,8561264757
"Memcpy HtoD [sync]",499605938149,496521,,,,,,,,,,4169764,8397961012
"matrixMulKernel(matrix, matrix, matrix)",499606451501,138834881,57,26,1,18,40,1,21,0,0,,
"Memcpy DtoH [sync]",499745306445,544487,,,,,,,,,,4169764,7658151617
"Memcpy HtoD [sync]",499746482230,479082,,,,,,,,,,4169764,8703654071
"Memcpy HtoD [sync]",499747068763,479658,,,,,,,,,,4169764,8693202239
"matrixMulKernel(matrix, matrix, matrix)",499747562564,144908486,54,36,1,19,29,1,21,0,0,,
"Memcpy DtoH [sync]",499892491401,550759,,,,,,,,,,4169764,7570941192
"Memcpy HtoD [sync]",499893655155,482666,,,,,,,,,,4169764,8639025744
"Memcpy HtoD [sync]",499894242104,484297,,,,,,,,,,4169764,8609931508
"matrixMulKernel(matrix, matrix, matrix)",499894740705,138069604,25,146,1,42,7,1,21,0,0,,
"Memcpy DtoH [sync]",500032829796,543847,,,,,,,,,,4169764,7667163742
"Memcpy HtoD [sync]",500033990862,475082,,,,,,,,,,4169764,8776935350
"Memcpy HtoD [sync]",500034568276,474633,,,,,,,,,,4169764,8785238278
"matrixMulKernel(matrix, matrix, matrix)",500035057629,131904259,19,128,1,55,8,1,21,0,0,,
"Memcpy DtoH [sync]",500166983615,547303,,,,,,,,,,4169764,7618748663
"Memcpy HtoD [sync]",500168138154,474314,,,,,,,,,,4169764,8791146793
"Memcpy HtoD [sync]",500168713935,478570,,,,,,,,,,4169764,8712965710
"matrixMulKernel(matrix, matrix, matrix)",500169206552,117884688,22,103,1,48,10,1,21,0,0,,
"Memcpy DtoH [sync]",500287112583,543015,,,,,,,,,,4169764,7678911263
"Memcpy HtoD [sync]",500288256626,476042,,,,,,,,,,4169764,8759235529
"Memcpy HtoD [sync]",500288834007,478090,,,,,,,,,,4169764,8721713484
"matrixMulKernel(matrix, matrix, matrix)",500289329472,135979366,33,52,1,31,20,1,21,0,0,,
"Memcpy DtoH [sync]",500425329957,543719,,,,,,,,,,4169764,7668968713
"Memcpy HtoD [sync]",500426515406,477578,,,,,,,,,,4169764,8731063826
"Memcpy HtoD [sync]",500427095763,486857,,,,,,,,,,4169764,8564658616
"matrixMulKernel(matrix, matrix, matrix)",500427595036,120113064,64,28,1,16,37,1,21,0,0,,
"Memcpy DtoH [sync]",500547729379,547207,,,,,,,,,,4169764,7620085269
"Memcpy HtoD [sync]",500548903053,474122,,,,,,,,,,4169764,8794706847
"Memcpy HtoD [sync]",500549478738,477578,,,,,,,,,,4169764,8731063826
"matrixMulKernel(matrix, matrix, matrix)",500549965563,159441602,79,18,1,13,60,1,21,0,0,,
"Memcpy DtoH [sync]",500709426524,547783,,,,,,,,,,4169764,7612072663
"Memcpy HtoD [sync]",500710593478,476330,,,,,,,,,,4169764,8753939495
"Memcpy HtoD [sync]",500711170091,468618,,,,,,,,,,4169764,8898002210
"matrixMulKernel(matrix, matrix, matrix)",500711648917,128655386,43,49,1,24,21,1,21,0,0,,
"Memcpy DtoH [sync]",500840325294,541351,,,,,,,,,,4169764,7702514634
"Memcpy HtoD [sync]",500841484505,473258,,,,,,,,,,4169764,8810762839
"Memcpy HtoD [sync]",500842058878,482985,,,,,,,,,,4169764,8633319875
"matrixMulKernel(matrix, matrix, matrix)",500842553031,171302521,103,16,1,10,64,1,21,0,0,,
"Memcpy DtoH [sync]",501013876191,547527,,,,,,,,,,4169764,7615631740
"Memcpy HtoD [sync]",501015056073,482985,,,,,,,,,,4169764,8633319875
"Memcpy HtoD [sync]",501015642381,486154,,,,,,,,,,4169764,8577043488
"matrixMulKernel(matrix, matrix, matrix)",501016139382,136435249,27,205,1,39,5,1,21,0,0,,
"Memcpy DtoH [sync]",501152594566,543943,,,,,,,,,,4169764,7665810572
"Memcpy HtoD [sync]",501153766511,478666,,,,,,,,,,4169764,8711218260
"Memcpy HtoD [sync]",501154347156,478410,,,,,,,,,,4169764,8715879684
"matrixMulKernel(matrix, matrix, matrix)",501154836798,379819214,341,31,1,3,33,1,21,0,0,,
"Memcpy DtoH [sync]",501534688459,552678,,,,,,,,,,4169764,7544653487
"Memcpy HtoD [sync]",501535976015,517704,,,,,,,,,,4169764,8054339931
"Memcpy HtoD [sync]",501536605650,514600,,,,,,,,,,4169764,8102922658
"matrixMulKernel(matrix, matrix, matrix)",501537177399,399521402,341,18,1,3,57,1,21,0,0,,
"Memcpy DtoH [sync]",501936721424,544614,,,,,,,,,,4169764,7656365793
"Memcpy HtoD [sync]",501937921848,490889,,,,,,,,,,4169764,8494311341
"Memcpy HtoD [sync]",501938518812,496361,,,,,,,,,,4169764,8400668062
"matrixMulKernel(matrix, matrix, matrix)",501939038116,761573124,511,171,1,2,6,1,21,0,0,,
"Memcpy DtoH [sync]",502700636263,545862,,,,,,,,,,4169764,7638861104
"Memcpy HtoD [sync]",502701923371,589412,,,,,,,,,,4169764,7074447076
"Memcpy HtoD [sync]",502702660808,532776,,,,,,,,,,4169764,7826486178
"matrixMulKernel(matrix, matrix, matrix)",502703215279,258977992,205,26,1,5,40,1,21,0,0,,
"Memcpy DtoH [sync]",502962222389,549511,,,,,,,,,,4169764,7588135633
"Memcpy HtoD [sync]",502963484379,525863,,,,,,,,,,4169764,7929373239
"Memcpy HtoD [sync]",502964134524,525064,,,,,,,,,,4169764,7941439519
"matrixMulKernel(matrix, matrix, matrix)",502964680451,135094479,22,49,1,47,21,1,21,0,0,,
"Memcpy DtoH [sync]",503099796113,551111,,,,,,,,,,4169764,7566105557
"Memcpy HtoD [sync]",503100996409,492777,,,,,,,,,,4169764,8461766681
"Memcpy HtoD [sync]",503101595325,487370,,,,,,,,,,4169764,8555643556
"matrixMulKernel(matrix, matrix, matrix)",503102096422,166032559,79,25,1,13,42,1,21,0,0,,
"Memcpy DtoH [sync]",503268150004,558886,,,,,,,,,,4169764,7460848902
"Memcpy HtoD [sync]",503269391885,484810,,,,,,,,,,4169764,8600820940
"Memcpy HtoD [sync]",503269980306,485513,,,,,,,,,,4169764,8588367355
"matrixMulKernel(matrix, matrix, matrix)",503270478171,289436449,256,41,1,4,25,1,21,0,0,,
"Memcpy DtoH [sync]",503559937819,543399,,,,,,,,,,4169764,7673484861
"Memcpy HtoD [sync]",503561134084,489961,,,,,,,,,,4169764,8510399807
"Memcpy HtoD [sync]",503561730568,491881,,,,,,,,,,4169764,8477180456
"matrixMulKernel(matrix, matrix, matrix)",503562236944,120857544,64,18,1,16,57,1,21,0,0,,
"Memcpy DtoH [sync]",503683115223,546150,,,,,,,,,,4169764,7634832921
"Memcpy HtoD [sync]",503684300639,479914,,,,,,,,,,4169764,8688565034
"Memcpy HtoD [sync]",503684884068,481034,,,,,,,,,,4169764,8668335294
"matrixMulKernel(matrix, matrix, matrix)",503685379085,158772163,79,19,1,13,55,1,21,0,0,,
"Memcpy DtoH [sync]",503844177391,544582,,,,,,,,,,4169764,7656815686
"Memcpy HtoD [sync]",503845368631,500105,,,,,,,,,,4169764,8337777066
"Memcpy HtoD [sync]",503845978203,501097,,,,,,,,,,4169764,8321271131
"matrixMulKernel(matrix, matrix, matrix)",503846493571,144452541,57,79,1,18,13,1,21,0,0,,
"Memcpy DtoH [sync]",503990973663,548294,,,,,,,,,,4169764,7604978351
"Memcpy HtoD [sync]",503992165703,483242,,,,,,,,,,4169764,8628728463
"Memcpy HtoD [sync]",503992754252,486185,,,,,,,,,,4169764,8576496601
"matrixMulKernel(matrix, matrix, matrix)",503993254357,338890980,256,128,1,4,8,1,21,0,0,,
"Memcpy DtoH [sync]",504332182295,552198,,,,,,,,,,4169764,7551211703
"Memcpy HtoD [sync]",504333458331,519592,,,,,,,,,,4169764,8025073519
"Memcpy HtoD [sync]",504334090782,514056,,,,,,,,,,4169764,8111497580
"matrixMulKernel(matrix, matrix, matrix)",504334630757,177025265,114,171,1,9,6,1,21,0,0,,
"Memcpy DtoH [sync]",504511697652,561190,,,,,,,,,,4169764,7430217929
"Memcpy HtoD [sync]",504512995896,544134,,,,,,,,,,4169764,7663119746
"Memcpy HtoD [sync]",504513661497,543398,,,,,,,,,,4169764,7673498982
"matrixMulKernel(matrix, matrix, matrix)",504514227614,126477570,26,93,1,40,11,1,21,0,0,,
"Memcpy DtoH [sync]",504640727775,550950,,,,,,,,,,4169764,7568316544
"Memcpy HtoD [sync]",504641946022,496745,,,,,,,,,,4169764,8394174073
"Memcpy HtoD [sync]",504642550282,503465,,,,,,,,,,4169764,8282132819
"matrixMulKernel(matrix, matrix, matrix)",504643073586,136926843,17,64,1,62,16,1,21,0,0,,
"Memcpy DtoH [sync]",504780021900,545543,,,,,,,,,,4169764,7643327840
"Memcpy HtoD [sync]",504781221556,487722,,,,,,,,,,4169764,8549468754
"Memcpy HtoD [sync]",504781814649,489449,,,,,,,,,,4169764,8519302317
"matrixMulKernel(matrix, matrix, matrix)",504782327553,339517959,49,1021,1,21,1,1,21,0,0,,
"Memcpy DtoH [sync]",505121869703,546310,,,,,,,,,,4169764,7632596877
"Memcpy HtoD [sync]",505123070383,491241,,,,,,,,,,4169764,8488224720
"Memcpy HtoD [sync]",505123668435,500361,,,,,,,,,,4169764,8333511204
"matrixMulKernel(matrix, matrix, matrix)",505124188891,134618182,27,341,1,39,3,1,21,0,0,,
"Memcpy DtoH [sync]",505258828160,544327,,,,,,,,,,4169764,7660402662
"Memcpy HtoD [sync]",505260029481,479465,,,,,,,,,,4169764,8696701531
"Memcpy HtoD [sync]",505260610829,478506,,,,,,,,,,4169764,8714131066
"matrixMulKernel(matrix, matrix, matrix)",505261102519,163623904,93,61,1,11,17,1,21,0,0,,
"Memcpy DtoH [sync]",505424746903,544070,,,,,,,,,,4169764,7664021173
"Memcpy HtoD [sync]",505425907105,479657,,,,,,,,,,4169764,8693220363
"Memcpy HtoD [sync]",505426489925,498441,,,,,,,,,,4169764,8365611978
"matrixMulKernel(matrix, matrix, matrix)",505427005197,144973989,57,38,1,18,27,1,21,0,0,,
"Memcpy DtoH [sync]",505572004785,546503,,,,,,,,,,4169764,7629901391
"Memcpy HtoD [sync]",505573212217,499209,,,,,,,,,,4169764,8352742037
"Memcpy HtoD [sync]",505573819645,506216,,,,,,,,,,4169764,8237124073
"matrixMulKernel(matrix, matrix, matrix)",505574344164,181566430,114,16,1,9,64,1,21,0,0,,
"Memcpy DtoH [sync]",505755932353,543079,,,,,,,,,,4169764,7678006330
"Memcpy HtoD [sync]",505757131689,480810,,,,,,,,,,4169764,8672373702
"Memcpy HtoD [sync]",505757715278,489545,,,,,,,,,,4169764,8517631678
"matrixMulKernel(matrix, matrix, matrix)",505758219095,689870197,511,47,1,2,22,1,21,0,0,,
"Memcpy DtoH [sync]",506448132170,561702,,,,,,,,,,4169764,7423445171
"Memcpy HtoD [sync]",506449381360,526407,,,,,,,,,,4169764,7921178859
"Memcpy HtoD [sync]",506450022386,514984,,,,,,,,,,4169764,8096880679
"matrixMulKernel(matrix, matrix, matrix)",506450560889,141370092,52,146,1,20,7,1,21,0,0,,
"Memcpy DtoH [sync]",506591956292,545767,,,,,,,,,,4169764,7640190777
"Memcpy HtoD [sync]",506593307685,574374,,,,,,,,,,4169764,7259667046
"Memcpy HtoD [sync]",506593995333,504777,,,,,,,,,,4169764,8260606168
"matrixMulKernel(matrix, matrix, matrix)",506594517901,152156439,69,17,1,15,61,1,21,0,0,,
"Memcpy DtoH [sync]",506746697219,547494,,,,,,,,,,4169764,7616090769
"Memcpy HtoD [sync]",506747916746,490825,,,,,,,,,,4169764,8495418937
"Memcpy HtoD [sync]",506748513966,492297,,,,,,,,,,4169764,8470017083
"matrixMulKernel(matrix, matrix, matrix)",506749025526,211735778,146,41,1,7,25,1,21,0,0,,
"Memcpy DtoH [sync]",506960782743,544199,,,,,,,,,,4169764,7662204450
"Memcpy HtoD [sync]",506961979967,487146,,,,,,,,,,4169764,8559577621
"Memcpy HtoD [sync]",506962571876,497576,,,,,,,,,,4169764,8380154991
"matrixMulKernel(matrix, matrix, matrix)",506963088812,478401575,205,341,1,5,3,1,21,0,0,,
"Memcpy DtoH [sync]",507441513330,548038,,,,,,,,,,4169764,7608530795
"Memcpy HtoD [sync]",507442710170,499369,,,,,,,,,,4169764,8350065783
"Memcpy HtoD [sync]",507443316862,493225,,,,,,,,,,4169764,8454080794
"matrixMulKernel(matrix, matrix, matrix)",507443824518,129387514,43,40,1,24,26,1,21,0,0,,
"Memcpy DtoH [sync]",507573233983,546023,,,,,,,,,,4169764,7636608714
"Memcpy HtoD [sync]",507574453638,486826,,,,,,,,,,4169764,8565203994
"Memcpy HtoD [sync]",507575043563,478250,,,,,,,,,,4169764,8718795608
"matrixMulKernel(matrix, matrix, matrix)",507575538196,273970385,256,17,1,4,62,1,21,0,0,,
"Memcpy DtoH [sync]",507849531812,550151,,,,,,,,,,4169764,7579308226
"Memcpy HtoD [sync]",507850751627,487690,,,,,,,,,,4169764,8550029732
"Memcpy HtoD [sync]",507851344048,487529,,,,,,,,,,4169764,8552853266
"matrixMulKernel(matrix, matrix, matrix)",507851843865,132738942,37,43,1,28,24,1,21,0,0,,
"Memcpy DtoH [sync]",507984603638,548166,,,,,,,,,,4169764,7606754158
"Memcpy HtoD [sync]",507985804670,477194,,,,,,,,,,4169764,8738089749
"Memcpy HtoD [sync]",507986383363,480170,,,,,,,,,,4169764,8683932773
"matrixMulKernel(matrix, matrix, matrix)",507986883276,116114436,22,128,1,48,8,1,21,0,0,,
"Memcpy DtoH [sync]",508103019887,542279,,,,,,,,,,4169764,7689333350
"Memcpy HtoD [sync]",508104203384,477514,,,,,,,,,,4169764,8732234028
"Memcpy HtoD [sync]",508104783645,481225,,,,,,,,,,4169764,8664894799
"matrixMulKernel(matrix, matrix, matrix)",508105371425,148483778,41,511,1,25,2,1,21,0,0,,
"Memcpy DtoH [sync]",508253877698,544646,,,,,,,,,,4169764,7655915952
"Memcpy HtoD [sync]",508255058699,483049,,,,,,,,,,4169764,8632176031
"Memcpy HtoD [sync]",508255643344,475210,,,,,,,,,,4169764,8774571242
"matrixMulKernel(matrix, matrix, matrix)",508256131897,137697815,52,31,1,20,33,1,21,0,0,,
"Memcpy DtoH [sync]",508393852335,544775,,,,,,,,,,4169764,7654103070
"Memcpy HtoD [sync]",508395046176,476586,,,,,,,,,,4169764,8749237283
"Memcpy HtoD [sync]",508395624517,483690,,,,,,,,,,4169764,8620736422
"matrixMulKernel(matrix, matrix, matrix)",508396122158,1041844643,1021,49,1,1,21,1,21,0,0,,
"Memcpy DtoH [sync]",509437995280,547462,,,,,,,,,,4169764,7616535942
"Memcpy HtoD [sync]",509439225943,515656,,,,,,,,,,4169764,8086328870
"Memcpy HtoD [sync]",509439853529,514088,,,,,,,,,,4169764,8110992670
"matrixMulKernel(matrix, matrix, matrix)",509440423135,129154566,18,103,1,60,10,1,21,0,0,,
"Memcpy DtoH [sync]",509569600452,551175,,,,,,,,,,4169764,7565227015
"Memcpy HtoD [sync]",509570811820,484873,,,,,,,,,,4169764,8599703427
"Memcpy HtoD [sync]",509571410544,489321,,,,,,,,,,4169764,8521530856
"matrixMulKernel(matrix, matrix, matrix)",509571916952,96598994,32,93,1,32,11,1,21,0,0,,
"Memcpy DtoH [sync]",509668537929,542374,,,,,,,,,,4169764,7687986518
"Memcpy HtoD [sync]",509669745009,477385,,,,,,,,,,4169764,8734593671
"Memcpy HtoD [sync]",509670325206,485513,,,,,,,,,,4169764,8588367355
"matrixMulKernel(matrix, matrix, matrix)",509670831294,146777074,52,205,1,20,5,1,21,0,0,,
"Memcpy DtoH [sync]",509817631151,543591,,,,,,,,,,4169764,7670774534
"Memcpy HtoD [sync]",509818819352,475242,,,,,,,,,,4169764,8773980414
"Memcpy HtoD [sync]",509819396605,476874,,,,,,,,,,4169764,8743953329
"matrixMulKernel(matrix, matrix, matrix)",509819886534,149378714,69,45,1,15,23,1,21,0,0,,
"Memcpy DtoH [sync]",509969286719,545447,,,,,,,,,,4169764,7644673084
"Memcpy HtoD [sync]",509970488647,471882,,,,,,,,,,4169764,8836454876
"Memcpy HtoD [sync]",509971061164,471754,,,,,,,,,,4169764,8838852452
"matrixMulKernel(matrix, matrix, matrix)",509971543958,928993414,1021,17,1,1,63,1,21,0,0,,
"Memcpy DtoH [sync]",510900562875,547910,,,,,,,,,,4169764,7610308262
"Memcpy HtoD [sync]",510901777666,497449,,,,,,,,,,4169764,8382294466
"Memcpy HtoD [sync]",510902383142,508041,,,,,,,,,,4169764,8207534431
"matrixMulKernel(matrix, matrix, matrix)",510902913166,148958349,61,41,1,17,25,1,21,0,0,,
"Memcpy DtoH [sync]",511051894010,544646,,,,,,,,,,4169764,7655915952
"Memcpy HtoD [sync]",511053086754,480778,,,,,,,,,,4169764,8672950925
"Memcpy HtoD [sync]",511053671143,488233,,,,,,,,,,4169764,8540520612
"matrixMulKernel(matrix, matrix, matrix)",511054175823,137531713,30,45,1,35,23,1,21,0,0,,
"Memcpy DtoH [sync]",511191729167,547143,,,,,,,,,,4169764,7620976600
"Memcpy HtoD [sync]",511192908184,480010,,,,,,,,,,4169764,8686827357
"Memcpy HtoD [sync]",511193490973,479690,,,,,,,,,,4169764,8692622318
"matrixMulKernel(matrix, matrix, matrix)",511193986022,130994417,18,73,1,59,14,1,21,0,0,,
"Memcpy DtoH [sync]",511325002390,548838,,,,,,,,,,4169764,7597440410
"Memcpy HtoD [sync]",511326162304,478538,,,,,,,,,,4169764,8713548349
"Memcpy HtoD [sync]",511326747269,477129,,,,,,,,,,4169764,8739280152
"matrixMulKernel(matrix, matrix, matrix)",511327240526,116565808,64,37,1,16,28,1,21,0,0,,
"Memcpy DtoH [sync]",511443836861,548294,,,,,,,,,,4169764,7604978351
"Memcpy HtoD [sync]",511445037957,515528,,,,,,,,,,4169764,8088336617
"Memcpy HtoD [sync]",511445666119,516584,,,,,,,,,,4169764,8071802456
"matrixMulKernel(matrix, matrix, matrix)",511446204558,148596478,73,52,1,14,20,1,21,0,0,,
"Memcpy DtoH [sync]",511594828523,550086,,,,,,,,,,4169764,7580203822
"Memcpy HtoD [sync]",511596010868,488169,,,,,,,,,,4169764,8541640292
"Memcpy HtoD [sync]",511596602744,483498,,,,,,,,,,4169764,8624159769
"matrixMulKernel(matrix, matrix, matrix)",511597108833,501360832,511,28,1,2,37,1,21,0,0,,
"Memcpy DtoH [sync]",512098493536,547686,,,,,,,,,,4169764,7613420828
"Memcpy HtoD [sync]",512099689992,493097,,,,,,,,,,4169764,8456275337
"Memcpy HtoD [sync]",512100292492,500457,,,,,,,,,,4169764,8331912631
"matrixMulKernel(matrix, matrix, matrix)",512100811316,144365826,54,25,1,19,42,1,21,0,0,,
"Memcpy DtoH [sync]",512245198869,545511,,,,,,,,,,4169764,7643776202
"Memcpy HtoD [sync]",512246365343,490313,,,,,,,,,,4169764,8504290116
"Memcpy HtoD [sync]",512246959939,483914,,,,,,,,,,4169764,8616745950
"matrixMulKernel(matrix, matrix, matrix)",512247459340,136215806,23,103,1,45,10,1,21,0,0,,
"Memcpy DtoH [sync]",512383697449,543431,,,,,,,,,,4169764,7673033006
"Memcpy HtoD [sync]",512384894033,479690,,,,,,,,,,4169764,8692622318
"Memcpy HtoD [sync]",512385477398,489385,,,,,,,,,,4169764,8520416441
"matrixMulKernel(matrix, matrix, matrix)",512385980895,131436508,40,64,1,26,16,1,21,0,0,,
"Memcpy DtoH [sync]",512517440090,609476,,,,,,,,,,4169764,6841555697
"Memcpy HtoD [sync]",512518873303,480490,,,,,,,,,,4169764,8678149389
"Memcpy HtoD [sync]",512519456956,481674,,,,,,,,,,4169764,8656817681
"matrixMulKernel(matrix, matrix, matrix)",512519952037,103634922,32,49,1,32,21,1,21,0,0,,
"Memcpy DtoH [sync]",512623608974,547399,,,,,,,,,,4169764,7617412527
"Memcpy HtoD [sync]",512624772568,475306,,,,,,,,,,4169764,8772798996
"Memcpy HtoD [sync]",512625348733,473546,,,,,,,,,,4169764,8805404332
"matrixMulKernel(matrix, matrix, matrix)",512625834246,156757379,69,37,1,15,28,1,21,0,0,,
"Memcpy DtoH [sync]",512782614088,545510,,,,,,,,,,4169764,7643790214
"Memcpy HtoD [sync]",512783803184,479338,,,,,,,,,,4169764,8699005712
"Memcpy HtoD [sync]",512784385429,490409,,,,,,,,,,4169764,8502625359
"matrixMulKernel(matrix, matrix, matrix)",512784891230,137482243,45,79,1,23,13,1,21,0,0,,
"Memcpy DtoH [sync]",512922393888,540007,,,,,,,,,,4169764,7721685089
"Memcpy HtoD [sync]",512923567209,472842,,,,,,,,,,4169764,8818514429
"Memcpy HtoD [sync]",512924140974,471658,,,,,,,,,,4169764,8840651489
"matrixMulKernel(matrix, matrix, matrix)",512924624664,149712042,69,27,1,15,38,1,21,0,0,,
"Memcpy DtoH [sync]",513074366304,541703,,,,,,,,,,4169764,7697509520
"Memcpy HtoD [sync]",513075559785,475978,,,,,,,,,,4169764,8760413296
"Memcpy HtoD [sync]",513076137262,482154,,,,,,,,,,4169764,8648199537
"matrixMulKernel(matrix, matrix, matrix)",513076634167,150722907,69,26,1,15,40,1,21,0,0,,
"Memcpy DtoH [sync]",513227380529,545190,,,,,,,,,,4169764,7648276747
"Memcpy HtoD [sync]",513228565882,475145,,,,,,,,,,4169764,8775771606
"Memcpy HtoD [sync]",513229142911,477609,,,,,,,,,,4169764,8730497122
"matrixMulKernel(matrix, matrix, matrix)",513229634344,170344010,128,18,1,8,58,1,21,0,0,,
"Memcpy DtoH [sync]",513400000977,546726,,,,,,,,,,4169764,7626789287
"Memcpy HtoD [sync]",513401209786,482058,,,,,,,,,,4169764,8649921793
"Memcpy HtoD [sync]",513401795839,492489,,,,,,,,,,4169764,8466714992
"matrixMulKernel(matrix, matrix, matrix)",513402304584,134449681,35,114,1,30,9,1,21,0,0,,
"Memcpy DtoH [sync]",513536777688,545958,,,,,,,,,,4169764,7637517904
"Memcpy HtoD [sync]",513537971712,482858,,,,,,,,,,4169764,8635590587
"Memcpy HtoD [sync]",513538558981,493577,,,,,,,,,,4169764,8448051671
"matrixMulKernel(matrix, matrix, matrix)",513539068077,130908951,35,57,1,30,18,1,21,0,0,,
"Memcpy DtoH [sync]",513669999106,550791,,,,,,,,,,4169764,7570501333
"Memcpy HtoD [sync]",513671227721,477898,,,,,,,,,,4169764,8725217515
"Memcpy HtoD [sync]",513671816750,480074,,,,,,,,,,4169764,8685669292
"matrixMulKernel(matrix, matrix, matrix)",513672309719,485954290,511,22,1,2,48,1,21,0,0,,
"Memcpy DtoH [sync]",514158302055,579589,,,,,,,,,,4169764,7194346338
"Memcpy HtoD [sync]",514159596427,518568,,,,,,,,,,4169764,8040920380
"Memcpy HtoD [sync]",514160228269,516456,,,,,,,,,,4169764,8073802995
"matrixMulKernel(matrix, matrix, matrix)",514160770292,175408224,103,19,1,10,55,1,21,0,0,,
"Memcpy DtoH [sync]",514336205651,546374,,,,,,,,,,4169764,7631702826
"Memcpy HtoD [sync]",514337425818,519496,,,,,,,,,,4169764,8026556508
"Memcpy HtoD [sync]",514338056253,511656,,,,,,,,,,4169764,8149545788
"matrixMulKernel(matrix, matrix, matrix)",514338589540,638044398,341,256,1,3,4,1,21,0,0,,
"Memcpy DtoH [sync]",514976678416,579141,,,,,,,,,,4169764,7199911593
"Memcpy HtoD [sync]",514977983860,539495,,,,,,,,,,4169764,7729013243
"Memcpy HtoD [sync]",514978640885,527112,,,,,,,,,,4169764,7910584467
"matrixMulKernel(matrix, matrix, matrix)",514979202075,254881519,205,25,1,5,42,1,21,0,0,,
"Memcpy DtoH [sync]",515234107465,560870,,,,,,,,,,4169764,7434457182
"Memcpy HtoD [sync]",515235351023,496649,,,,,,,,,,4169764,8395796629
"Memcpy HtoD [sync]",515235955571,495945,,,,,,,,,,4169764,8407714565
"matrixMulKernel(matrix, matrix, matrix)",515236476731,154825437,86,21,1,12,50,1,21,0,0,,
"Memcpy DtoH [sync]",515391328599,550662,,,,,,,,,,4169764,7572274825
"Memcpy HtoD [sync]",515392557310,521960,,,,,,,,,,4169764,7988665798
"Memcpy HtoD [sync]",515393190976,510697,,,,,,,,,,4169764,8164849215
"matrixMulKernel(matrix, matrix, matrix)",515393718760,137763959,49,54,1,21,19,1,21,0,0,,
"Memcpy DtoH [sync]",515531505054,545031,,,,,,,,,,4169764,7650507952
"Memcpy HtoD [sync]",515532705670,486346,,,,,,,,,,4169764,8573657437
"Memcpy HtoD [sync]",515533295915,484297,,,,,,,,,,4169764,8609931508
"matrixMulKernel(matrix, matrix, matrix)",515533793524,126402024,37,114,1,28,9,1,21,0,0,,
"Memcpy DtoH [sync]",515660215899,544646,,,,,,,,,,4169764,7655915952
"Memcpy HtoD [sync]",515661423138,484074,,,,,,,,,,4169764,8613897875
"Memcpy HtoD [sync]",515662011015,485609,,,,,,,,,,4169764,8586669522
"matrixMulKernel(matrix, matrix, matrix)",515662520655,278900338,256,36,1,4,29,1,21,0,0,,
"Memcpy DtoH [sync]",515941443872,548774,,,,,,,,,,4169764,7598326451
"Memcpy HtoD [sync]",515942659239,497321,,,,,,,,,,4169764,8384451893
"Memcpy HtoD [sync]",515943260779,483978,,,,,,,,,,4169764,8615606494
"matrixMulKernel(matrix, matrix, matrix)",515943757972,165800191,93,21,1,11,49,1,21,0,0,,
"Memcpy DtoH [sync]",516109579410,545799,,,,,,,,,,4169764,7639742835
"Memcpy HtoD [sync]",516110778523,482217,,,,,,,,,,4169764,8647069680
